Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CCG,Cheche Group Inc. - Class A Ordinary Shares,13.1,100.0,0.0,2.38,1.32,1.23,13.1,0.37
PRPL,"Purple Innovation, Inc. - Common Stock",7.27,99.9,-11.6,1.52,0.94,0.91,8.22,0.29
BANL,CBL International Limited - Class B Ordinary Shares,4.56,99.8,-11.6,1.18,0.72,0.66,5.16,0.29
ERAS,"Erasca, Inc. - Common Stock",18.68,99.7,-16.9,15.83,13.5,10.83,22.47,1.39
EVC,Entravision Communications Corporation Common Stock,11.62,99.6,-13.8,10.44,5.86,5.02,13.48,1.91
FBRX,"Forte Biosciences, Inc.  - Common Stock",76.98,99.6,0.0,30.69,29.18,26.1,76.98,9.61
ALMS,Alumis Inc. - Common Stock,28.95,99.5,-4.5,24.83,24.15,19.85,30.3,3.95
SIF,"SIFCO Industries, Inc. Common Stock",25.64,99.4,-4.2,22.23,15.27,13.14,26.76,4.49
ATEX,Anterix Inc. - Common Stock,93.58,99.4,-13.5,84.6,52.1,44.18,108.21,17.99
ORKA,"Oruka Therapeutics, Inc. - Common Stock",97.86,99.4,0.0,77.18,55.37,48.66,97.86,13.05
ANRO,"Alto Neuroscience, Inc. Common Stock",28.63,99.3,0.0,23.88,21.61,19.45,28.63,3.05
STTK,"Shattuck Labs, Inc. - Common Stock",7.19,99.3,-8.8,6.04,5.62,4.78,7.88,0.73
SYRE,"Spyre Therapeutics, Inc. - Common Stock",101.5,99.3,-1.2,87.02,60.4,51.99,102.7,14.82
MAAS,Maase Inc. - Class A Ordinary Shares,18.16,99.3,-14.5,14.76,9.34,7.97,21.24,2.86
LQDA,Liquidia Corporation - Common Stock,86.8,99.2,-2.5,72.77,49.99,44.63,89.03,17.68
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.33,99.2,-2.4,4.66,3.32,2.78,5.46,1.03
DMRA,"Damora Therapeutics, Inc. - Ordinary Shares",29.21,99.2,-14.4,25.86,25.75,23.68,34.14,2.58
NVCT,"Nuvectis Pharma, Inc. - Common Stock",22.76,99.1,-20.2,15.95,11.13,9.96,28.53,5.65
TXG,"10x Genomics, Inc. - Common Stock",49.43,99.1,0.0,36.09,25.76,23.18,49.43,11.34
MBX,"MBX Biosciences, Inc. - Common Stock",66.46,99.1,0.0,47.17,38.03,34.7,66.46,9.74
RLYB,Rallybio Corporation - Common Stock,16.07,99.0,-5.0,15.85,10.58,9.24,16.91,3.72
PRLD,Prelude Therapeutics Incorporated - Common Stock,5.05,99.0,-8.5,4.32,3.6,3.1,5.52,0.78
RLAY,"Relay Therapeutics, Inc. - Common Stock",19.45,98.9,-6.3,16.87,12.66,11.29,20.75,3.22
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",112.64,98.9,0.0,92.24,75.4,66.28,112.64,18.76
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",49.03,98.8,0.0,35.69,25.59,23.51,49.03,14.13
BFLY,"Butterfly Network, Inc. Class A Common Stock",8.17,98.8,-8.3,6.46,4.89,4.33,8.91,1.33
DELL,Dell Technologies Inc. Class C Common Stock ,404.81,98.7,-13.0,395.04,236.52,212.27,465.19,110.54
BIOA,"BioAge Labs, Inc. - Common Stock",24.85,98.7,-1.0,20.5,19.07,16.51,25.1,4.12
RVMD,"Revolution Medicines, Inc. - Common Stock",192.17,98.7,-0.2,170.8,130.74,114.75,192.62,34.7
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,85.19,98.7,-13.0,75.62,72.47,63.94,97.97,12.48
ALOT,"AstroNova, Inc. - Common Stock",28.84,98.7,0.0,23.28,14.69,13.14,28.84,7.01
BDSX,"Biodesix, Inc. - Common Stock",21.33,98.6,-12.9,18.6,14.42,12.67,24.5,5.46
TNGX,"Tango Therapeutics, Inc. - Common Stock",27.57,98.6,-16.2,27.25,20.23,17.37,32.9,6.04
FTH,"Faeth Therapeutics, Inc.  - Common Stock",28.82,98.5,-20.3,22.34,22.07,18.94,36.16,7.21
PACS,"PACS Group, Inc. Common Stock",46.99,98.5,-0.2,40.64,37.66,33.58,47.08,7.71
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,9.93,98.5,-4.0,8.14,5.43,4.73,10.34,1.3
VSXY,Victorias Secret & Co. Common Stock ,88.24,98.5,-1.2,75.97,61.2,55.81,89.31,18.72
