Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CCG,Cheche Group Inc. - Class A Ordinary Shares,16.02,100.0,-6.9,10.43,3.94,3.18,17.21,0.37
MGRT,Mega Fortune Company Limited - Ordinary Shares,113.4,100.0,-20.3,91.57,70.24,54.35,142.2,3.38
XHLD,"TEN Holdings, Inc. - Common Stock",9.24,99.9,-1.9,4.04,2.37,2.26,9.42,0.8
CLYM,"Climb Bio, Inc. - Common Stock",15.52,99.8,-13.0,14.04,10.44,8.71,17.84,1.64
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.86,99.8,-10.3,12.8,8.1,6.8,15.46,1.39
MRNA,"Moderna, Inc. - Common Stock",145.55,99.8,-16.5,85.5,62.0,54.82,174.38,22.36
ANRO,"Alto Neuroscience, Inc. Common Stock",35.55,99.7,-3.0,29.91,24.33,22.26,36.64,3.56
MU,"Micron Technology, Inc. - Common Stock",1016.59,99.7,-16.2,938.26,710.12,606.34,1213.37,131.16
NVCT,"Nuvectis Pharma, Inc. - Common Stock",24.49,99.6,-14.2,20.99,13.48,12.0,28.53,5.65
SAIH,SAIHEAT Limited - Class A Ordinary Shares,25.94,99.6,0.0,18.02,12.32,11.39,25.94,5.65
FTH,"Faeth Therapeutics, Inc.  - Common Stock",40.05,99.6,0.0,29.85,25.75,21.7,40.05,7.89
DMRA,"Damora Therapeutics, Inc. - Ordinary Shares",30.06,99.5,-12.0,29.64,26.61,26.05,34.14,2.58
TXG,"10x Genomics, Inc. - Common Stock",62.65,99.5,-3.8,50.87,32.41,28.94,65.12,11.34
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.89,99.5,-6.2,5.3,4.13,3.38,6.28,1.03
PLSE,"Pulse Biosciences, Inc - Common Stock",53.24,99.4,-2.7,37.96,27.44,24.08,54.71,12.66
QMCO,Quantum Corporation - Common Stock,24.73,99.4,-5.3,15.53,10.39,9.69,26.11,4.31
IMMX,"Immix Biopharma, Inc. - Common Stock",13.91,99.4,-3.9,11.02,9.6,8.51,14.47,1.96
TWST,Twist Bioscience Corporation - Common Stock,124.72,99.4,-18.5,110.92,74.8,64.75,153.1,24.16
DELL,Dell Technologies Inc. Class C Common Stock ,524.14,99.3,0.0,439.23,295.61,252.82,524.14,110.54
TOP,TOP Financial Group Limited - Class A Ordinary Shares,14.99,99.3,-10.4,11.79,7.11,6.66,16.73,3.11
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",58.45,99.3,-9.3,47.74,32.35,28.28,64.43,14.35
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",8.79,99.2,-2.2,5.9,4.41,3.93,8.99,1.81
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,15.03,99.2,0.0,13.3,9.93,8.78,15.03,3.47
CDNA,"CareDx, Inc. - Common Stock",50.88,99.2,-2.8,40.71,27.03,25.06,52.36,13.33
RCEL,"Avita Medical, Inc. - Common Stock",11.2,99.1,0.0,6.69,5.13,4.76,11.2,3.27
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",351.81,99.1,-8.9,339.11,323.05,307.88,386.33,37.71
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",34.1,99.1,-14.0,24.23,17.98,16.87,39.66,10.2
RNXT,"RenovoRx, Inc. - Common Stock",2.39,99.0,-5.2,1.19,1.01,0.99,2.52,0.73
PRLD,Prelude Therapeutics Incorporated - Common Stock,5.46,99.0,-17.6,5.05,4.15,3.62,6.63,0.99
RVMD,"Revolution Medicines, Inc. - Common Stock",210.02,98.9,-5.0,196.79,149.1,134.06,221.15,40.45
TJGC,TJGC Group Limited - Class A Ordinary Shares,10.41,98.9,0.0,5.4,4.21,3.93,10.41,1.5
LITE,Lumentum Holdings Inc. - Common Stock,881.26,98.8,-16.3,816.39,799.35,685.22,1053.09,149.4
PAYS,"Paysign, Inc. - Common Stock",13.45,98.7,-4.9,10.68,7.16,6.62,14.14,3.18
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",11.19,98.6,-16.4,10.57,8.5,7.41,13.39,2.28
APLM,Apollomics Inc. - Class A Ordinary Shares,27.5,98.6,-25.0,20.69,18.03,18.0,36.65,5.16
AGEN,Agenus Inc. - Common Stock,8.24,98.5,-1.4,6.28,4.39,4.23,8.36,2.77
OMER,Omeros Corporation - Common Stock,18.95,98.5,-1.9,13.5,12.32,12.14,19.32,4.03
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,6.79,98.4,-24.3,6.46,4.35,3.94,8.97,1.47
