Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CCG,Cheche Group Inc. - Class A Ordinary Shares,13.87,100.0,-19.4,12.34,4.56,3.63,17.21,0.37
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,9.0,99.9,-17.5,1.85,1.22,1.15,10.91,0.69
MGRT,Mega Fortune Company Limited - Ordinary Shares,118.01,99.9,-17.0,97.37,75.52,58.27,142.2,3.9
CTSO,Cytosorbents Corporation - Common Stock,5.73,99.9,-10.6,1.06,0.74,0.73,6.41,0.31
XHLD,"TEN Holdings, Inc. - Common Stock",9.65,99.8,-23.0,5.21,2.72,2.53,12.53,0.8
TXG,"10x Genomics, Inc. - Common Stock",72.68,99.6,-2.3,55.21,34.77,30.74,74.39,11.34
MRNA,"Moderna, Inc. - Common Stock",145.62,99.6,-16.5,94.93,66.67,58.94,174.38,22.36
TJGC,TJGC Group Limited - Class A Ordinary Shares,11.02,99.5,-4.4,6.28,4.59,4.2,11.53,1.5
TWST,Twist Bioscience Corporation - Common Stock,143.07,99.4,-6.6,115.52,78.73,68.38,153.1,25.45
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",9.87,99.4,0.0,6.56,4.71,4.16,9.87,1.81
ETS,Elite Express Holding Inc. - Class A Common Stock,2.06,99.4,0.0,1.06,0.75,0.69,2.06,0.43
DELL,Dell Technologies Inc. Class C Common Stock ,563.29,99.3,-0.7,457.13,315.25,267.44,567.29,110.54
CDNA,"CareDx, Inc. - Common Stock",53.55,99.2,0.0,43.85,28.5,26.27,53.55,14.18
FTH,"Faeth Therapeutics, Inc.  - Common Stock",34.24,99.1,-14.5,31.7,27.07,22.7,40.05,7.89
MU,"Micron Technology, Inc. - Common Stock",926.55,99.1,-23.6,926.2,736.71,632.43,1213.37,156.58
SAIH,SAIHEAT Limited - Class A Ordinary Shares,26.43,99.1,0.0,19.81,13.15,12.0,26.43,5.93
QMCO,Quantum Corporation - Common Stock,23.83,99.0,-8.7,17.31,11.22,10.26,26.11,4.31
TOP,TOP Financial Group Limited - Class A Ordinary Shares,15.0,98.9,-10.3,12.62,7.56,7.0,16.73,3.11
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",56.35,98.9,-12.5,50.61,34.33,29.71,64.43,14.35
NVCT,"Nuvectis Pharma, Inc. - Common Stock",21.87,98.8,-23.3,21.16,14.15,12.6,28.53,5.65
PLSE,"Pulse Biosciences, Inc - Common Stock",49.61,98.8,-10.1,41.32,29.06,25.46,55.2,12.66
BDSX,"Biodesix, Inc. - Common Stock",28.56,98.8,-6.7,23.95,18.11,15.67,30.6,5.46
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,6.98,98.7,-22.2,6.67,4.52,4.12,8.97,1.47
RCEL,"Avita Medical, Inc. - Common Stock",10.45,98.7,-6.7,7.46,5.41,4.98,11.2,3.27
LITE,Lumentum Holdings Inc. - Common Stock,919.4,98.6,-12.7,835.14,818.72,707.82,1053.09,149.61
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,15.04,98.6,0.0,13.6,10.27,9.17,15.04,3.47
