Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CTSO,Cytosorbents Corporation - Common Stock,5.51,99.9,-14.0,1.38,0.84,0.8,6.41,0.31
MGRT,Mega Fortune Company Limited - Ordinary Shares,117.61,99.9,-17.3,99.67,77.73,59.97,142.2,3.9
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,8.48,99.8,-22.3,2.31,1.38,1.27,10.91,0.69
XHLD,"TEN Holdings, Inc. - Common Stock",10.46,99.8,-16.5,5.69,2.88,2.64,12.53,0.8
NRSN,NeuroSense Therapeutics Ltd. - Ordinary Shares,7.18,99.8,0.0,1.25,0.94,0.94,7.18,0.33
SNDK,Sandisk Corporation - Common Stock When-Issued,1887.04,99.7,-19.2,1505.48,1315.86,1084.51,2335.0,94.29
TJGC,TJGC Group Limited - Class A Ordinary Shares,17.58,99.7,0.0,6.91,4.84,4.38,17.58,1.5
MRNA,"Moderna, Inc. - Common Stock",182.56,99.6,0.0,102.57,70.0,61.78,182.56,22.36
NUAI,"New Era Energy & Digital, Inc. - Common Stock",6.97,99.5,-13.5,5.25,4.95,4.89,8.06,0.61
TWST,Twist Bioscience Corporation - Common Stock,165.83,99.5,-0.7,119.81,81.01,70.36,166.99,25.45
TXG,"10x Genomics, Inc. - Common Stock",79.1,99.5,0.0,57.4,35.95,31.63,79.1,11.34
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",10.64,99.4,0.0,7.04,4.91,4.32,10.64,1.81
MU,"Micron Technology, Inc. - Common Stock",1096.16,99.3,-9.7,931.73,753.37,648.35,1213.37,156.58
ETS,Elite Express Holding Inc. - Class A Common Stock,2.14,99.3,-17.7,1.15,0.78,0.72,2.6,0.43
QMCO,Quantum Corporation - Common Stock,26.1,99.2,-0.0,18.21,11.61,10.52,26.11,4.31
SAIH,SAIHEAT Limited - Class A Ordinary Shares,27.02,99.1,0.0,20.62,13.54,12.28,27.02,5.93
CDNA,"CareDx, Inc. - Common Stock",54.33,99.1,0.0,45.39,29.2,26.82,54.33,14.28
DELL,Dell Technologies Inc. Class C Common Stock ,548.92,99.1,-6.7,467.91,327.34,276.19,588.4,110.54
RCEL,"Avita Medical, Inc. - Common Stock",10.84,99.0,-3.4,7.86,5.55,5.09,11.22,3.27
BDSX,"Biodesix, Inc. - Common Stock",28.43,98.9,-7.1,24.4,18.47,15.98,30.6,5.46
BFLY,"Butterfly Network, Inc. Class A Common Stock",9.93,98.9,0.0,8.02,5.99,5.43,9.93,1.9
PLSE,"Pulse Biosciences, Inc - Common Stock",53.31,98.8,-3.4,42.85,29.63,26.05,55.2,12.66
VNCE,Vince Holding Corp. - Common Stock,9.13,98.8,-14.7,6.66,4.95,4.53,10.7,1.99
TOP,TOP Financial Group Limited - Class A Ordinary Shares,15.14,98.8,-9.5,12.9,7.76,7.14,16.73,3.11
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,15.5,98.7,0.0,13.76,10.43,9.34,15.5,3.47
HELP,Cybin Inc. - Common Stock,13.66,98.7,-2.6,10.7,7.14,7.11,14.02,3.87
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,7.59,98.6,-15.4,6.83,4.61,4.2,8.97,1.47
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",55.31,98.6,-14.2,51.77,35.12,30.31,64.43,14.35
AMD,"Advanced Micro Devices, Inc. - Common Stock",623.77,98.6,0.0,498.79,404.59,358.66,623.77,159.46
INTC,Intel Corporation - Common Stock,123.86,98.6,-12.1,97.75,89.48,77.95,140.94,28.76
IMMX,"Immix Biopharma, Inc. - Common Stock",12.47,98.5,-13.8,11.38,9.99,8.92,14.47,2.04
ABSI,Absci Corporation - Common Stock,9.82,98.5,-15.5,8.73,6.33,5.56,11.62,2.3
LITE,Lumentum Holdings Inc. - Common Stock,945.67,98.4,-10.2,848.37,828.08,720.2,1053.09,149.61
OMER,Omeros Corporation - Common Stock,18.49,98.3,-4.6,15.18,12.77,12.59,19.39,4.1
UMC,United Microelectronics Corporation (NEW) Common Stock,25.77,98.3,-6.4,20.49,16.98,14.98,27.53,6.9
PAYS,"Paysign, Inc. - Common Stock",12.63,98.3,-10.7,11.51,7.76,7.0,14.14,3.18
AGEN,Agenus Inc. - Common Stock,8.33,98.3,-0.4,7.08,4.69,4.38,8.36,2.77
OABI,"OmniAb, Inc. - Common Stock",4.58,98.2,-9.1,3.38,2.42,2.29,5.04,1.36
RNG,"RingCentral, Inc. Class A Common Stock",77.3,98.2,0.0,61.23,46.51,41.94,77.3,24.69
CLMT,"Calumet, Inc - Common Stock",58.12,98.2,-1.6,47.73,37.66,33.55,59.05,17.68
NVCT,"Nuvectis Pharma, Inc. - Common Stock",21.98,98.2,-23.0,21.34,14.41,12.83,28.53,5.65
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",32.39,98.1,-18.3,27.17,19.22,17.79,39.66,11.38
FTH,"Faeth Therapeutics, Inc.  - Common Stock",33.29,98.1,-16.9,31.82,27.58,23.09,40.05,7.89
MRVL,"Marvell Technology, Inc. - Common Stock",262.36,98.1,-17.1,217.27,185.42,160.0,316.35,73.67
BOLD,"Boundless Bio, Inc. - Common Stock",2.83,98.0,-5.7,2.73,1.9,1.72,3.0,1.05
QXL,Quantum X Labs Inc. - Common Stock,5.27,98.0,-23.1,4.73,3.76,3.23,6.85,1.04
ECO,Okeanis Eco Tankers Corp. Common Stock,82.63,98.0,-4.3,62.77,51.32,46.49,86.3,24.17
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),877.33,97.9,-19.8,842.67,718.19,621.83,1093.26,210.56
SILC,Silicom Ltd - Ordinary Shares,48.73,97.9,-4.4,42.91,36.1,31.09,50.98,13.5
APPS,"Digital Turbine, Inc. - Common Stock",12.05,97.9,-16.3,10.67,7.32,6.74,14.39,2.82
DOCN,"DigitalOcean Holdings, Inc. Common Stock",146.16,97.8,-19.4,122.37,117.36,101.31,181.29,34.16
GLBS,Globus Maritime Limited - Common Stock,3.85,97.8,-2.0,3.39,2.58,2.35,3.93,1.04
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,17.22,97.7,-16.8,17.12,15.23,13.02,20.7,3.01
RLYB,Rallybio Corporation - Common Stock,16.93,97.7,-1.7,16.59,13.32,11.35,17.22,3.99
AMWL,American Well Corporation Class A Common Stock,13.42,97.7,-3.2,12.22,8.73,7.71,13.87,3.78
HPE,Hewlett Packard Enterprise Company Common Stock,61.03,97.6,-1.5,52.89,39.24,35.11,61.93,19.67
BE,Bloom Energy Corporation Class A Common Stock,276.53,97.6,-20.0,226.85,226.22,200.55,345.85,68.69
PBF,PBF Energy Inc. Class A Common Stock,72.48,97.6,-7.4,69.16,51.09,45.96,78.3,25.55
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,9.37,97.6,-9.4,9.15,7.1,5.87,10.34,1.3
PSNL,"Personalis, Inc. - Common Stock",16.24,97.5,-11.6,15.02,10.65,10.22,18.38,5.04
