Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,8.75,99.9,-19.8,2.79,1.53,1.38,10.91,0.69
NRSN,NeuroSense Therapeutics Ltd. - Ordinary Shares,7.4,99.9,0.0,1.51,1.03,1.0,7.4,0.33
MGRT,Mega Fortune Company Limited - Ordinary Shares,121.68,99.9,-14.4,102.22,80.01,61.69,142.2,4.2
XHLD,"TEN Holdings, Inc. - Common Stock",12.7,99.8,0.0,6.29,3.08,2.79,12.7,0.8
TJGC,TJGC Group Limited - Class A Ordinary Shares,28.2,99.8,0.0,8.0,5.24,4.68,28.2,1.5
CYPH,Cypherpunk Technologies Inc. - Common Stock,4.08,99.8,0.0,1.53,1.06,1.04,4.08,0.31
SNDK,Sandisk Corporation - Common Stock When-Issued,1753.62,99.7,-24.9,1509.42,1331.52,1100.15,2335.0,94.29
TXG,"10x Genomics, Inc. - Common Stock",84.11,99.5,0.0,59.54,37.17,32.57,84.11,11.34
TWST,Twist Bioscience Corporation - Common Stock,184.03,99.5,0.0,124.44,83.32,72.42,184.03,25.45
MRNA,"Moderna, Inc. - Common Stock",194.82,99.5,0.0,107.4,71.87,63.4,194.82,22.36
QMCO,Quantum Corporation - Common Stock,29.49,99.4,0.0,19.23,12.04,10.8,29.49,4.31
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",10.8,99.4,0.0,7.29,5.02,4.4,10.8,1.81
MU,"Micron Technology, Inc. - Common Stock",1080.53,99.3,-10.9,937.03,762.13,656.8,1213.37,156.58
RCEL,"Avita Medical, Inc. - Common Stock",11.58,99.2,0.0,8.29,5.69,5.21,11.58,3.27
SAIH,SAIHEAT Limited - Class A Ordinary Shares,30.0,99.2,0.0,21.6,13.98,12.6,30.0,5.93
CDNA,"CareDx, Inc. - Common Stock",61.37,99.2,0.0,47.09,29.95,27.39,61.37,14.28
VNCE,Vince Holding Corp. - Common Stock,11.14,99.2,0.0,6.93,5.11,4.64,11.14,1.99
DELL,Dell Technologies Inc. Class C Common Stock ,536.02,99.1,-8.9,472.25,333.01,280.25,588.4,110.54
NUAI,"New Era Energy & Digital, Inc. - Common Stock",6.94,99.1,-13.9,5.36,4.98,4.91,8.06,0.92
BAND,Bandwidth Inc. - Class A Common Stock,61.83,99.0,-21.2,51.94,43.45,36.14,78.44,12.82
AGEN,Agenus Inc. - Common Stock,8.5,98.9,-2.3,7.27,4.79,4.44,8.7,2.77
CUE,"Cue Biopharma, Inc. - Common Stock",32.85,98.9,-13.2,29.33,22.83,19.74,37.84,5.31
TOP,TOP Financial Group Limited - Class A Ordinary Shares,14.99,98.9,-10.4,13.23,7.96,7.29,16.73,3.11
BDSX,"Biodesix, Inc. - Common Stock",29.4,98.9,-3.9,24.87,18.79,16.29,30.6,5.46
FIRY,Firy Inc. Class A Common Stock,12.74,98.8,-2.7,9.85,7.34,6.59,13.1,2.28
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",59.49,98.8,-7.7,52.94,35.91,30.93,64.43,14.35
OMER,Omeros Corporation - Common Stock,20.13,98.8,-4.4,15.8,12.95,12.74,21.05,4.1
PLSE,"Pulse Biosciences, Inc - Common Stock",51.83,98.8,-6.1,44.42,30.18,26.63,55.2,12.66
INTC,Intel Corporation - Common Stock,127.39,98.8,-9.6,98.53,90.55,78.79,140.94,31.22
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,8.01,98.7,-10.7,6.98,4.71,4.3,8.97,1.47
RNG,"RingCentral, Inc. Class A Common Stock",79.82,98.7,0.0,63.53,47.52,42.69,79.82,24.69
ABSI,Absci Corporation - Common Stock,10.35,98.7,-11.0,8.74,6.48,5.66,11.62,2.3
OABI,"OmniAb, Inc. - Common Stock",4.79,98.7,-5.0,3.54,2.48,2.33,5.04,1.36
KRSA,"Korsana Biosciences, Inc. - Common Stock",37.19,98.6,-16.7,27.89,22.27,19.2,44.66,7.56
AMD,"Advanced Micro Devices, Inc. - Common Stock",629.26,98.6,0.0,502.12,410.19,362.71,629.26,159.46
BFLY,"Butterfly Network, Inc. Class A Common Stock",9.41,98.5,-5.2,8.1,6.07,5.49,9.93,1.9
SILC,Silicom Ltd - Ordinary Shares,51.62,98.4,0.0,43.36,36.7,31.61,51.62,13.5
IMMX,"Immix Biopharma, Inc. - Common Stock",11.7,98.4,-19.1,11.47,10.08,9.03,14.47,2.04
LITE,Lumentum Holdings Inc. - Common Stock,929.04,98.3,-11.8,854.36,832.32,726.23,1053.09,149.61
RVMD,"Revolution Medicines, Inc. - Common Stock",199.86,98.3,-9.6,199.82,157.91,142.15,221.15,42.51
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,14.77,98.2,-4.7,13.91,10.58,9.5,15.5,3.47
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),905.92,98.2,-17.1,845.66,727.63,631.08,1092.38,210.39
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,37.31,98.1,0.0,29.36,22.66,21.41,37.31,13.43
QXL,Quantum X Labs Inc. - Common Stock,5.16,98.1,-24.6,4.76,3.83,3.28,6.85,1.04
MRVL,"Marvell Technology, Inc. - Common Stock",258.95,98.1,-18.1,219.1,187.83,161.61,316.35,73.67
AMWL,American Well Corporation Class A Common Stock,13.47,98.0,-2.9,12.36,8.89,7.84,13.87,3.78
ECO,Okeanis Eco Tankers Corp. Common Stock,78.22,98.0,-9.4,64.37,52.11,47.19,86.3,24.17
OKTA,"Okta, Inc. - Class A Common Stock",206.64,97.9,0.0,157.24,115.33,108.63,206.64,62.93
UMC,United Microelectronics Corporation (NEW) Common Stock,24.1,97.9,-12.4,20.49,17.17,15.14,27.53,6.9
PAYS,"Paysign, Inc. - Common Stock",12.96,97.9,-8.3,11.76,7.96,7.11,14.14,3.18
HELP,Cybin Inc. - Common Stock,12.59,97.9,-10.2,11.09,7.26,7.22,14.02,3.87
TWLO,Twilio Inc. Class A Common Stock,299.66,97.8,0.0,226.01,185.83,171.38,299.66,100.09
NVCT,"Nuvectis Pharma, Inc. - Common Stock",21.63,97.8,-24.2,21.53,14.67,13.06,28.53,5.65
CLMT,"Calumet, Inc - Common Stock",53.85,97.8,-8.8,48.64,38.18,34.08,59.05,17.68
HPE,Hewlett Packard Enterprise Company Common Stock,63.52,97.7,0.0,53.47,39.79,35.52,63.52,19.67
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,17.63,97.7,-14.8,17.16,15.42,13.22,20.7,3.01
TKNO,"Alpha Teknova, Inc. - Common Stock",9.29,97.7,0.0,6.67,4.71,4.41,9.29,1.99
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",275.1,97.7,-18.2,255.57,224.25,195.37,336.22,79.53
DOCN,"DigitalOcean Holdings, Inc. Common Stock",141.57,97.6,-21.9,123.56,118.86,102.75,181.29,34.16
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",30.14,97.6,-24.0,27.98,19.57,18.04,39.66,11.38
KRT,Karat Packaging Inc. - Common Stock,54.16,97.6,0.0,45.78,33.87,31.18,54.16,19.72
CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",259.67,97.5,-1.1,211.66,161.19,149.49,262.49,87.56
FET,"Forum Energy Technologies, Inc. Common Stock",83.64,97.5,-3.1,74.16,61.94,56.81,86.31,25.26
PBF,PBF Energy Inc. Class A Common Stock,71.9,97.4,-8.2,69.91,51.86,46.53,78.3,25.55
ILMN,"Illumina, Inc. - Common Stock",273.9,97.4,0.0,209.2,166.03,158.57,273.9,91.0
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",7.65,97.3,-15.0,7.01,5.14,4.73,9.0,2.69
APPS,"Digital Turbine, Inc. - Common Stock",10.88,97.3,-24.4,10.77,7.47,6.83,14.39,2.82
FSLY,"Fastly, Inc. - Class A Common Stock",26.68,97.2,-20.4,23.67,22.51,19.51,33.5,7.86
BE,Bloom Energy Corporation Class A Common Stock,266.65,97.2,-22.9,228.04,227.72,202.07,345.85,68.69
PUBM,"PubMatic, Inc. - Class A Common Stock",18.55,97.2,0.0,15.7,11.92,10.93,18.55,6.28
IRDM,Iridium Communications Inc - Common Stock,48.89,97.1,-12.0,47.57,41.48,35.87,55.54,15.52
SMTC,Semtech Corporation - Common Stock,174.5,97.0,-5.7,139.86,125.24,113.73,185.0,59.83
FIVN,"Five9, Inc. - Common Stock",36.66,97.0,-5.1,31.12,23.28,22.19,38.65,13.61
GTE,Gran Tierra Energy Inc. Common Stock,10.18,96.9,-7.5,9.1,8.27,7.41,11.01,3.43
TH,Target Hospitality Corp. - Common Stock,21.45,96.9,0.0,17.69,15.59,13.64,21.45,6.22
PSNL,"Personalis, Inc. - Common Stock",16.57,96.9,-9.8,15.09,10.8,10.31,18.38,5.04
NNBR,"NN, Inc. - Common Stock",3.6,96.8,-12.4,3.55,2.72,2.4,4.11,1.14
AOUT,"American Outdoor Brands, Inc. - Common Stock",17.03,96.8,0.0,13.13,10.97,10.37,17.03,6.36
COHU,"Cohu, Inc. - Common Stock",63.7,96.8,-13.8,52.77,47.57,42.5,73.91,18.74
VLO,Valero Energy Corporation Common Stock,382.86,96.7,-7.4,344.57,276.59,252.14,413.28,153.14
OPHC,"OptimumBank Holdings, Inc. Common Stock",9.27,96.7,-8.2,8.53,6.5,6.02,10.1,3.91
