Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CCG,Cheche Group Inc. - Class A Ordinary Shares,12.04,100.0,-2.9,1.88,1.15,1.11,12.4,0.37
PRPL,"Purple Innovation, Inc. - Common Stock",8.21,99.9,-0.1,1.23,0.85,0.84,8.22,0.29
BANL,CBL International Limited - Class B Ordinary Shares,4.82,99.8,-6.6,1.01,0.66,0.62,5.16,0.29
ERAS,"Erasca, Inc. - Common Stock",18.16,99.7,-19.2,15.51,13.31,10.67,22.47,1.39
CLYM,"Climb Bio, Inc. - Common Stock",12.29,99.6,-12.2,12.02,8.51,6.92,14.0,1.4
EVC,Entravision Communications Corporation Common Stock,10.93,99.6,-18.9,10.3,5.75,4.93,13.48,1.91
SIF,"SIFCO Industries, Inc. Common Stock",26.65,99.5,0.0,21.91,15.01,12.95,26.65,4.49
ALMS,Alumis Inc. - Common Stock,27.03,99.5,-10.8,24.61,23.93,19.62,30.3,3.95
ATEX,Anterix Inc. - Common Stock,91.37,99.5,-15.6,83.21,51.19,43.49,108.21,17.99
ANRO,"Alto Neuroscience, Inc. Common Stock",27.42,99.4,-2.3,23.67,21.51,19.23,28.07,3.05
MAAS,Maase Inc. - Class A Ordinary Shares,17.1,99.4,-19.5,14.42,9.17,7.82,21.24,2.86
STTK,"Shattuck Labs, Inc. - Common Stock",6.82,99.4,-13.5,6.0,5.57,4.73,7.88,0.73
SYRE,"Spyre Therapeutics, Inc. - Common Stock",99.96,99.4,-2.7,85.94,59.53,51.19,102.7,14.82
ORKA,"Oruka Therapeutics, Inc. - Common Stock",90.45,99.3,-5.0,75.87,54.56,47.98,95.17,13.05
LQDA,Liquidia Corporation - Common Stock,86.82,99.3,-2.5,71.58,49.3,44.0,89.03,17.68
ANTX,"AN2 Therapeutics, Inc. - Common Stock",4.7,99.1,-13.9,4.64,3.27,2.74,5.46,1.03
RLYB,Rallybio Corporation - Common Stock,16.16,99.1,-4.5,15.78,10.45,9.12,16.91,3.72
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",20.77,99.1,-21.6,20.75,12.17,10.45,26.51,3.14
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,83.07,99.0,-15.2,75.09,71.92,63.5,97.97,12.0
MBX,"MBX Biosciences, Inc. - Common Stock",60.06,99.0,-8.6,45.83,37.6,34.2,65.71,9.74
RVMD,"Revolution Medicines, Inc. - Common Stock",183.86,98.9,-4.5,169.14,129.32,113.37,192.62,34.7
ALOT,"AstroNova, Inc. - Common Stock",28.79,98.9,-0.2,22.7,14.41,12.96,28.84,7.01
TXG,"10x Genomics, Inc. - Common Stock",47.05,98.9,-2.1,35.02,25.34,22.81,48.06,11.34
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",46.66,98.8,0.0,35.01,25.17,23.22,46.66,14.13
DELL,Dell Technologies Inc. Class C Common Stock ,392.1,98.8,-15.7,389.14,233.03,209.91,465.19,110.54
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,9.85,98.8,-4.7,8.08,5.33,4.66,10.34,1.3
PRLD,Prelude Therapeutics Incorporated - Common Stock,4.64,98.7,-15.9,4.3,3.56,3.07,5.52,0.78
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",101.61,98.7,-3.9,91.3,74.53,65.54,105.72,18.76
