Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CCG,Cheche Group Inc. - Class A Ordinary Shares,13.91,100.0,-9.6,2.94,1.5,1.37,15.39,0.37
PRPL,"Purple Innovation, Inc. - Common Stock",9.0,99.9,0.0,1.84,1.05,0.98,9.0,0.29
TOP,TOP Financial Group Limited - Class A Ordinary Shares,10.52,99.8,0.0,1.72,1.2,1.19,10.52,0.62
BANL,CBL International Limited - Class B Ordinary Shares,4.53,99.8,-12.2,1.34,0.77,0.7,5.16,0.29
ERAS,"Erasca, Inc. - Common Stock",17.84,99.7,-20.6,16.12,13.7,10.98,22.47,1.39
FBRX,"Forte Biosciences, Inc.  - Common Stock",76.61,99.6,-0.5,32.95,29.84,26.72,76.98,9.61
EVC,Entravision Communications Corporation Common Stock,11.04,99.5,-18.1,10.56,5.97,5.11,13.48,1.91
STTK,"Shattuck Labs, Inc. - Common Stock",7.29,99.4,-7.5,6.08,5.67,4.83,7.88,0.73
CHRN,ChronoScale Holdings Corporation - Common Stock,23.93,99.4,-19.2,20.71,13.97,11.67,29.63,2.98
MAAS,Maase Inc. - Class A Ordinary Shares,18.49,99.3,-12.9,15.08,9.51,8.12,21.24,2.86
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.58,99.3,0.0,4.7,3.38,2.82,5.58,1.03
ATEX,Anterix Inc. - Common Stock,95.65,99.3,-11.6,85.98,53.06,44.92,108.21,17.99
SIF,"SIFCO Industries, Inc. Common Stock",26.48,99.3,-1.0,22.53,15.54,13.33,26.76,4.49
ORKA,"Oruka Therapeutics, Inc. - Common Stock",94.79,99.2,-3.1,78.64,56.22,49.35,97.86,13.05
DMRA,"Damora Therapeutics, Inc. - Ordinary Shares",28.56,99.2,-16.3,26.04,25.74,23.85,34.14,2.58
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",21.61,99.1,-18.5,21.28,12.59,10.74,26.51,3.14
SYRE,"Spyre Therapeutics, Inc. - Common Stock",94.93,99.1,-7.6,88.12,61.25,52.75,102.7,14.82
BLZE,"Backblaze, Inc. - Common Stock",15.59,99.1,-12.6,11.63,6.91,6.8,17.83,3.31
ALMS,Alumis Inc. - Common Stock,26.12,99.0,-13.8,25.05,24.36,20.08,30.3,3.95
ANRO,"Alto Neuroscience, Inc. Common Stock",27.27,99.0,-4.8,24.14,21.71,19.66,28.63,3.05
