Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
SNDK,Sandisk Corporation - Common Stock When-Issued,2032.22,100.0,-13.0,1593.62,872.27,695.08,2335.0,40.69
AGL,"agilon health, inc. Common Stock",111.74,99.9,-6.3,78.07,37.36,33.68,119.25,7.91
RXT,"Rackspace Technology, Inc. - Common Stock",6.49,99.8,-13.8,4.67,2.33,2.1,7.53,0.41
ERAS,"Erasca, Inc. - Common Stock",17.92,99.8,-20.2,13.47,11.42,9.14,22.47,1.36
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",25.58,99.8,-3.5,19.57,10.17,8.96,26.51,3.14
MXL,"MaxLinear, Inc - Common Stock",112.39,99.8,-12.2,84.39,40.32,34.16,128.03,13.05
EVC,Entravision Communications Corporation Common Stock,13.38,99.7,-0.7,8.18,4.73,4.12,13.48,1.91
CLYM,"Climb Bio, Inc. - Common Stock",13.29,99.6,-0.5,11.0,7.24,5.92,13.36,1.19
BE,Bloom Energy Corporation Class A Common Stock,289.5,99.6,-16.3,278.32,184.33,163.84,345.85,22.13
OPTX,"Syntec Optics Holdings, Inc. - Class A Common Stock",12.17,99.6,-13.7,10.13,7.03,5.78,14.11,1.25
MU,"Micron Technology, Inc. - Common Stock",1032.28,99.6,-14.9,841.56,519.79,440.13,1213.56,104.73
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.27,99.6,-14.1,7.59,5.14,4.29,15.45,1.39
QTTB,Q32 Bio Inc. - Common Stock,12.6,99.5,-10.9,9.11,6.0,5.12,14.14,1.36
FCEL,"FuelCell Energy, Inc. - Common Stock",31.89,99.5,-11.4,18.96,11.43,10.65,36.01,3.92
ICHR,Ichor Holdings - Ordinary Shares,111.77,99.5,-0.5,76.88,49.44,41.77,112.28,14.06
VICR,Vicor Corporation - Common Stock,350.21,99.5,-7.8,297.66,199.61,167.12,379.78,43.85
ANRO,"Alto Neuroscience, Inc. Common Stock",24.94,99.4,-11.2,22.89,20.03,17.21,28.07,2.22
ORKA,"Oruka Therapeutics, Inc. - Common Stock",93.29,99.4,-2.0,68.39,47.54,41.61,95.17,11.8
WDC,Western Digital Corporation - Common Stock,598.37,99.4,-19.8,526.44,340.56,288.23,746.23,63.67
ALMS,Alumis Inc. - Common Stock,26.64,99.4,-11.1,23.32,21.7,17.45,29.98,3.02
VPG,"Vishay Precision Group, Inc. Common Stock",144.01,99.3,-3.9,105.15,64.18,56.54,149.91,25.8
ATEX,Anterix Inc. - Common Stock,108.21,99.3,0.0,64.68,41.54,36.35,108.21,17.99
BAND,Bandwidth Inc. - Class A Common Stock,63.79,99.3,-12.8,52.01,27.51,24.6,73.19,12.82
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",129.59,99.3,-9.1,93.0,62.56,53.71,142.59,21.63
ABSI,Absci Corporation - Common Stock,11.11,99.2,-4.1,6.38,4.17,4.01,11.59,2.3
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),915.19,99.2,-16.3,834.48,524.32,452.84,1093.26,140.85
INTC,Intel Corporation - Common Stock,127.02,99.2,-9.9,112.3,67.93,59.86,140.94,19.31
SIF,"SIFCO Industries, Inc. Common Stock",24.51,99.1,0.0,19.27,12.93,11.44,24.51,3.8
