Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CHRN,ChronoScale Holdings Corporation - Common Stock,28.89,99.8,-2.5,19.45,12.82,10.82,29.63,2.98
ERAS,"Erasca, Inc. - Common Stock",18.82,99.8,-16.2,14.47,12.69,10.17,22.47,1.39
AGL,"agilon health, inc. Common Stock",122.1,99.7,-6.0,99.65,45.4,39.02,129.84,7.91
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",12.48,99.7,-19.3,9.6,6.06,4.99,15.45,1.39
CLYM,"Climb Bio, Inc. - Common Stock",12.22,99.7,-12.7,11.86,8.15,6.59,14.0,1.4
EVC,Entravision Communications Corporation Common Stock,11.03,99.6,-18.2,9.99,5.44,4.67,13.48,1.91
BAND,Bandwidth Inc. - Class A Common Stock,68.8,99.6,-12.3,61.15,31.97,27.78,78.44,12.82
MAAS,Maase Inc. - Class A Ordinary Shares,17.93,99.5,-15.6,13.49,8.64,7.39,21.24,2.86
ALMS,Alumis Inc. - Common Stock,27.98,99.5,-7.7,24.1,23.25,18.9,30.3,3.31
WLFC,Willis Lease Finance Corporation - Common Stock,189.36,99.5,0.0,69.3,62.62,57.54,189.36,38.21
ATEX,Anterix Inc. - Common Stock,101.9,99.5,-5.8,78.04,48.13,41.21,108.21,17.99
ANRO,"Alto Neuroscience, Inc. Common Stock",25.9,99.4,-7.7,23.28,21.1,18.58,28.07,2.73
STTK,"Shattuck Labs, Inc. - Common Stock",6.82,99.4,-13.5,5.95,5.4,4.59,7.88,0.73
SYRE,"Spyre Therapeutics, Inc. - Common Stock",97.33,99.3,-4.6,82.89,56.84,48.67,102.07,14.82
RLYB,Rallybio Corporation - Common Stock,16.71,99.3,-0.9,15.51,10.03,8.76,16.87,3.44
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,80.1,99.2,-18.2,73.48,70.26,62.09,97.97,8.13
ANTX,"AN2 Therapeutics, Inc. - Common Stock",4.8,99.2,-12.1,4.59,3.12,2.63,5.46,1.03
ORKA,"Oruka Therapeutics, Inc. - Common Stock",91.71,99.2,-3.6,72.56,52.06,45.83,95.17,13.05
SIF,"SIFCO Industries, Inc. Common Stock",23.01,99.1,-10.5,21.07,14.26,12.39,25.71,4.49
LQDA,Liquidia Corporation - Common Stock,77.08,99.1,-5.4,67.51,47.23,42.12,81.45,14.54
MBX,"MBX Biosciences, Inc. - Common Stock",60.14,99.1,-8.5,43.03,36.3,32.87,65.71,9.74
KOD,Kodiak Sciences Inc - Common Stock,40.87,99.0,-12.0,37.04,32.59,29.12,46.44,5.08
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",21.03,99.0,-20.7,20.21,11.58,9.99,26.51,3.14
ALTO,"Alto Ingredients, Inc. - Common Stock",5.51,98.9,-8.0,5.26,4.15,3.52,5.99,0.92
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,9.09,98.8,-12.1,7.86,5.06,4.47,10.34,1.3
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,13.47,98.7,-0.8,10.76,8.2,7.15,13.57,2.9
RLAY,"Relay Therapeutics, Inc. - Common Stock",19.18,98.7,-7.6,15.88,12.09,10.77,20.75,3.22
DELL,Dell Technologies Inc. Class C Common Stock ,381.88,98.7,-18.0,368.23,221.62,201.97,465.96,110.73
ALOT,"AstroNova, Inc. - Common Stock",28.65,98.7,0.0,20.99,13.57,12.4,28.65,7.01
TXG,"10x Genomics, Inc. - Common Stock",43.22,98.5,-5.6,31.95,24.1,21.78,45.79,11.34
VNCE,Vince Holding Corp. - Common Stock,6.46,98.5,-17.9,5.51,3.95,3.67,7.87,1.42
RVMD,"Revolution Medicines, Inc. - Common Stock",180.39,98.4,-6.3,164.29,124.99,109.18,192.62,34.7
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",101.0,98.4,-4.4,89.16,72.04,63.5,105.6,18.76
VSXY,Victorias Secret & Co. Common Stock ,87.41,98.4,-1.2,69.54,59.49,53.51,88.5,18.72
BIOA,"BioAge Labs, Inc. - Common Stock",22.32,98.3,-11.1,19.79,18.57,15.84,25.1,4.12
VSTS,Vestis Corporation Common Stock,16.14,98.2,-2.2,13.14,9.52,8.52,16.5,4.06
TNGX,"Tango Therapeutics, Inc. - Common Stock",27.54,98.1,-16.3,26.59,19.25,16.58,32.9,6.04
BDSX,"Biodesix, Inc. - Common Stock",19.81,98.0,-19.1,17.57,13.67,12.11,24.5,5.46
CDNA,"CareDx, Inc. - Common Stock",38.37,98.0,-4.9,25.3,21.23,19.92,40.34,11.57
SILC,Silicom Ltd - Ordinary Shares,44.43,98.0,-12.8,43.7,28.26,25.2,50.98,13.5
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",5.57,97.9,-2.5,4.86,3.98,3.58,5.71,1.53
NWPX,"NWPX Infrastructure, Inc. - Common Stock",136.18,97.9,-9.2,127.43,92.37,83.29,149.94,40.54
AMD,"Advanced Micro Devices, Inc. - Common Stock",503.57,97.8,-13.3,500.73,321.81,298.4,580.91,151.14
FATE,"Fate Therapeutics, Inc. - Common Stock",2.8,97.8,-10.1,2.36,1.61,1.52,3.11,0.92
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",41.07,97.8,-3.0,33.38,24.07,22.52,42.32,14.13
PACS,"PACS Group, Inc. Common Stock",44.73,97.7,-3.0,39.15,37.07,32.27,46.13,7.71
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",6.99,97.7,-3.5,5.31,4.04,3.86,7.24,2.03
URGN,UroGen Pharma Ltd. - Ordinary Shares,41.12,97.6,0.0,32.59,24.88,24.0,41.12,15.27
MEI,"Methode Electronics, Inc. Common Stock",15.12,97.6,-21.9,13.2,9.19,8.65,19.36,5.0
NESR,National Energy Services Reunited Corp - Ordinary Shares,27.23,97.6,-9.0,26.15,22.53,20.05,29.93,6.0
XMTR,"Xometry, Inc. - Class A Common Stock",100.12,97.5,0.0,90.01,65.16,62.61,100.12,30.97
PBF,PBF Energy Inc. Class A Common Stock,63.85,97.5,0.0,44.85,39.51,37.81,63.85,20.96
BTSG,"BrightSpring Health Services, Inc. - Common Stock",70.5,97.5,-1.5,63.45,48.86,44.78,71.58,19.36
AMWL,American Well Corporation Class A Common Stock,12.58,97.4,-4.9,8.95,6.5,6.1,13.23,3.78
MGNX,"MacroGenics, Inc. - Common Stock",4.32,97.4,-11.1,4.22,2.96,2.62,4.86,1.33
APGE,"Apogee Therapeutics, Inc. - Common Stock",134.15,97.4,-0.1,103.38,85.52,78.92,134.29,34.65
ZNTL,"Zentalis Pharmaceuticals, Inc. - common stock",5.01,97.3,-24.2,4.13,3.24,2.8,6.61,1.28
BFLY,"Butterfly Network, Inc. Class A Common Stock",6.69,97.3,-24.9,5.98,4.7,4.14,8.91,1.33
TWST,Twist Bioscience Corporation - Common Stock,87.45,97.2,-15.0,76.85,56.25,49.9,102.88,24.16
KORE,"KORE Group Holdings, Inc. Common Stock",9.25,97.2,-5.5,9.22,7.63,6.65,9.79,2.11
DK,"Delek US Holdings, Inc. Common Stock",64.64,97.2,0.0,48.65,40.56,39.52,64.64,19.43
SEZL,Sezzle Inc. - Common Stock,171.76,97.2,-8.9,138.89,93.17,86.75,188.55,50.97
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,7.3,97.1,-6.4,5.9,4.48,4.05,7.8,1.9
GH,"Guardant Health, Inc. - Common Stock",148.07,97.0,-13.3,132.56,109.15,103.42,170.77,40.98
TVTX,"Travere Therapeutics, Inc. - Common Stock",55.47,97.0,-6.0,50.68,38.81,36.97,59.03,15.32
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",83.87,96.9,-0.0,45.72,44.43,44.19,83.91,26.85
FTRE,Fortrea Holdings Inc. - Common Stock,17.73,96.8,-3.6,16.06,13.92,13.21,18.4,4.66
DAVE,Dave Inc.  - Class A Common Stock,438.28,96.8,-1.0,310.5,241.49,235.05,442.53,155.92
FTH,"Faeth Therapeutics, Inc.  - Common Stock",28.19,96.8,-22.0,21.15,21.0,18.22,36.16,6.8
FROG,JFrog Ltd. - Ordinary shares,90.43,96.7,-7.8,81.03,61.0,59.31,98.1,34.75
CLMT,"Calumet, Inc - Common Stock",43.44,96.7,0.0,35.32,29.68,27.03,43.44,13.23
HNGE,"Hinge Health, Inc. Class A Common Stock",87.7,96.6,-2.6,68.79,51.42,50.62,90.0,31.17
LFST,"LifeStance Health Group, Inc. - Common Stock",11.34,96.5,-2.1,9.01,7.63,7.17,11.58,3.79
FTNT,"Fortinet, Inc. - Common Stock",160.36,96.4,-3.9,143.25,102.09,97.44,166.83,74.39
GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",23.48,96.4,-7.2,20.21,19.18,17.54,25.31,4.19
PANW,"Palo Alto Networks, Inc. - Common Stock",348.66,96.4,-2.8,287.18,210.27,209.15,358.68,141.67
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",48.49,96.3,0.0,41.72,32.05,29.12,48.49,17.94
HPE,Hewlett Packard Enterprise Company Common Stock,44.56,96.3,-20.4,43.17,30.02,28.27,55.99,19.41
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",5.02,96.1,-7.2,4.05,3.49,3.18,5.41,1.81
PARR,"Par Pacific Holdings, Inc.  Common Stock",77.56,96.1,0.0,59.74,52.2,49.25,77.56,27.09
BWEN,"Broadwind, Inc. - Common Stock",4.79,96.0,-5.9,4.14,3.16,2.99,5.09,1.97
LCUT,"Lifetime Brands, Inc. - Common Stock",8.73,95.9,-6.8,8.35,5.8,5.23,9.37,2.92
MOV,Movado Group Inc. Common Stock,38.41,95.9,-3.4,34.99,27.42,25.13,39.78,14.22
INNV,InnovAge Holding Corp. - Common Stock,11.08,95.9,-8.5,9.15,7.95,7.25,12.11,3.13
TIGO,Millicom International Cellular S.A. - Common Stock,97.38,95.8,-1.0,87.5,73.27,66.68,98.34,36.06
KFRC,"Kforce, Inc. Common Stock",57.89,95.7,-1.4,47.38,36.47,34.34,58.71,23.68
FRD,Friedman Industries Inc. - Common Stock,33.97,95.7,-9.1,28.55,22.31,21.81,37.38,14.81
OKTA,"Okta, Inc. - Class A Common Stock",148.41,95.6,-4.0,117.45,93.63,91.91,154.62,62.93
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",38.81,95.6,-19.7,37.14,31.8,28.61,48.35,12.68
CVV,CVD Equipment Corporation - Common Stock,7.33,95.6,-9.7,6.77,5.16,4.77,8.12,2.77
OSCR,"Oscar Health, Inc. Class A Common Stock",29.6,95.6,-8.0,26.71,18.71,18.51,32.18,10.85
