Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
RXT,"Rackspace Technology, Inc. - Common Stock",6.58,99.9,-12.6,5.05,2.47,2.2,7.53,0.41
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",23.12,99.8,-12.8,19.87,10.7,9.33,26.51,3.14
QTTB,Q32 Bio Inc. - Common Stock,14.08,99.8,-0.4,9.67,6.3,5.35,14.14,1.39
ERAS,"Erasca, Inc. - Common Stock",18.87,99.8,-16.0,13.2,11.83,9.48,22.47,1.39
AGL,"agilon health, inc. Common Stock",111.79,99.7,-6.3,84.72,39.85,35.3,119.25,7.91
CLYM,"Climb Bio, Inc. - Common Stock",13.57,99.7,0.0,11.32,7.54,6.15,13.57,1.26
ALMS,Alumis Inc. - Common Stock,29.74,99.6,-0.8,23.54,22.25,17.93,29.98,3.31
BAND,Bandwidth Inc. - Class A Common Stock,70.49,99.5,-3.7,55.33,28.87,25.55,73.19,12.82
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.76,99.5,-10.9,8.34,5.47,4.54,15.45,1.39
EVC,Entravision Communications Corporation Common Stock,11.71,99.5,-13.1,8.88,4.99,4.32,13.48,1.91
SYRE,"Spyre Therapeutics, Inc. - Common Stock",95.4,99.4,-4.9,78.62,53.35,45.39,100.32,14.82
MU,"Micron Technology, Inc. - Common Stock",948.8,99.4,-21.8,880.08,539.26,456.08,1213.37,104.71
ANRO,"Alto Neuroscience, Inc. Common Stock",26.09,99.4,-7.1,22.89,20.36,17.65,28.07,2.5
ABSI,Absci Corporation - Common Stock,11.1,99.3,-4.5,6.99,4.4,4.19,11.62,2.3
ATEX,Anterix Inc. - Common Stock,104.92,99.3,-3.0,69.45,43.77,38.0,108.21,17.99
PENG,"Penguin Solutions, Inc. - Common Stock",78.47,99.2,0.0,54.81,31.83,29.53,78.47,16.24
EQ,"Equillium, Inc. - Common Stock",3.15,99.1,-1.6,2.59,1.93,1.77,3.2,0.31
DWSN,Dawson Geophysical Company - Common Stock,6.77,99.1,0.0,4.36,3.15,2.85,6.77,1.29
KOD,Kodiak Sciences Inc - Common Stock,40.63,99.1,-12.5,37.41,31.65,28.04,46.44,3.9
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",332.99,99.0,-6.8,313.47,305.17,262.1,357.13,37.71
