Ticker,Price,52W_High,Pct_From_52W_High,Sector
AFBI,22.85,22.85,0.0,Unknown
YETI,51.76,51.76,0.0,Consumer Cyclical
ALDF,10.73,10.73,0.0,Unknown
ALOT,28.84,28.84,0.0,Unknown
UYSC,10.78,10.78,0.0,Unknown
ADM,87.32,87.32,0.0,Unknown
AGM,207.98,207.98,0.0,Unknown
BKHA,13.1,13.1,0.0,Unknown
BLFS,31.15,31.15,0.0,Healthcare
BPOP,173.89,173.89,0.0,Financial Services
ANDE,80.87,80.87,0.0,Unknown
TRST,55.94,55.94,0.0,Financial Services
SSEA,10.29,10.29,0.0,Unknown
SZZL,10.39,10.39,-0.0,Unknown
BAC,61.62,61.62,0.0,Financial Services
BBVA,26.23,26.23,0.0,Financial Services
BBY,87.11,87.11,0.0,Unknown
SPEG,10.3,10.31,-0.0,Unknown
CBL,56.91,56.91,0.0,Real Estate
RPRX,58.72,58.72,0.0,Unknown
SAIH,13.58,13.58,0.0,Unknown
POLE,10.8,10.8,0.0,Financial Services
SOUL,10.39,10.39,-0.0,Unknown
TFIN,81.08,81.08,0.0,Financial Services
CAPN,11.1,11.1,0.0,Financial Services
TMHC,72.47,72.48,-0.0,Consumer Cyclical
TRGP,284.45,284.45,0.0,Energy
TRV,372.08,372.08,0.0,Financial Services
PRPL,6.82,6.82,0.0,Unknown
QUMS,10.27,10.27,0.0,Unknown
RFAI,11.07,11.07,0.0,Unknown
CTVA,88.53,88.53,0.0,Basic Materials
CXW,32.18,32.18,0.0,Unknown
PCAR,131.11,131.11,0.0,Industrials
PEBO,40.07,40.07,0.0,Financial Services
PGAC,10.71,10.71,0.0,Unknown
PLSE,32.76,32.76,0.0,Unknown
PLTS,17.5,17.5,0.0,Unknown
DHX,4.13,4.13,0.0,Technology
CCG,12.0,12.0,0.0,Unknown
SIF,26.16,26.16,0.0,Unknown
SJM,118.05,118.05,0.0,Unknown
ORIQ,10.33,10.33,0.0,Unknown
OYSE,10.31,10.31,0.0,Unknown
EIX,80.38,80.38,0.0,Utilities
NOEM,10.58,10.58,0.0,Unknown
NTWO,10.74,10.74,0.0,Financial Services
OBA,10.26,10.26,0.0,Unknown
FBP,28.86,28.86,0.0,Financial Services
GEF,76.8,76.8,0.0,Unknown
MKDW,12.0,12.0,0.0,Unknown
HSBC,103.11,103.11,0.0,Financial Services
HSBH,113.75,113.75,0.0,Unknown
LPRO,3.14,3.14,0.0,Unknown
LQDA,87.04,87.04,0.0,Healthcare
MAGH,6.76,6.76,0.0,Unknown
MBAV,11.14,11.14,0.0,Financial Services
KFFB,5.28,5.28,0.0,Unknown
CHCO,139.17,139.17,0.0,Financial Services
KRT,38.7,38.7,0.0,Unknown
KVAC,12.55,12.55,0.0,Financial Services
LBRX,35.84,35.84,0.0,Unknown
LPBB,10.74,10.74,0.0,Financial Services
ING,33.33,33.33,0.0,Unknown
IOR,21.5,21.5,0.0,Unknown
IVZ,30.5,30.5,0.0,Financial Services
IPEX,10.55,10.55,0.0,Financial Services
KCHV,10.4,10.4,0.0,Unknown
INAC,10.28,10.28,0.0,Unknown
JPM,348.21,348.21,0.0,Financial Services
KIM,26.14,26.14,0.0,Real Estate
KNTK,51.62,51.62,0.0,Unknown
PM,194.3,194.3,0.0,Unknown
CPBI,20.33,20.33,0.0,Financial Services
CRAQ,10.35,10.35,0.0,Unknown
PRI,312.84,312.84,0.0,Financial Services
LXP,61.15,61.15,0.0,Real Estate
GREE,2.94,2.94,0.0,Unknown
GSHR,10.48,10.48,0.0,Unknown
GTERA,10.35,10.35,0.0,Unknown
HST,24.5,24.5,0.0,Unknown
FNWD,44.79,44.79,0.0,Financial Services
FTRE,18.49,18.49,0.0,Healthcare
MSM,127.28,127.28,0.0,Unknown
FCBC,46.91,46.91,0.0,Financial Services
FMNB,15.0,15.0,0.0,Financial Services
FNKO,5.96,5.96,0.0,Consumer Cyclical
OPHC,6.08,6.08,0.0,Unknown
PAG,214.57,214.57,0.0,Consumer Cyclical
DMAA,10.7,10.7,0.0,Unknown
DRDB,10.58,10.58,0.0,Financial Services
DSGR,34.51,34.52,-0.0,Unknown
PII,74.19,74.19,0.0,Consumer Cyclical
PK,15.06,15.06,0.0,Unknown
ELSE,7.72,7.72,0.0,Unknown
ETON,43.58,43.58,0.0,Unknown
FBLA,15.52,15.52,0.0,Financial Services
FBRX,56.63,56.63,0.0,Unknown
OHI,50.61,50.61,0.0,Unknown
OII,45.0,45.0,0.0,Unknown
WAB,290.0,290.0,0.0,Unknown
WTTR,21.35,21.35,0.0,Energy
WTG,10.47,10.47,0.0,Unknown
ANSC,11.45,11.45,0.0,Unknown
ARWR,88.7,88.7,0.0,Unknown
ASRV,4.14,4.14,0.0,Financial Services
USB,64.47,64.47,0.0,Financial Services
UTL,55.33,55.33,0.0,Unknown
PAII,10.23,10.24,-0.1,Unknown
SVCC,10.6,10.61,-0.1,Financial Services
TVAI,10.35,10.36,-0.1,Unknown
TAVI,10.67,10.68,-0.1,Financial Services
CHAR,10.9,10.91,-0.1,Financial Services
KELYA,15.4,15.41,-0.1,Unknown
IPCX,10.4,10.41,-0.1,Unknown
KFII,10.59,10.6,-0.1,Financial Services
KOYN,10.16,10.17,-0.1,Unknown
DAR,64.78,64.84,-0.1,Unknown
QSEA,10.56,10.57,-0.1,Unknown
WENN,10.33,10.34,-0.1,Financial Services
CLMT,44.14,44.17,-0.1,Unknown
CCII,10.39,10.4,-0.1,Financial Services
FTK,27.24,27.28,-0.1,Energy
NMP,10.29,10.3,-0.1,Unknown
NPAC,10.39,10.4,-0.1,Financial Services
ACA,145.13,145.33,-0.1,Unknown
EVAC,10.21,10.23,-0.1,Unknown
PRU,118.85,119.07,-0.2,Financial Services
UTZ,14.06,14.09,-0.2,Unknown
FSEA,16.91,16.94,-0.2,Financial Services
TDAC,10.74,10.76,-0.2,Unknown
EGHA,10.35,10.37,-0.2,Financial Services
EA,208.95,209.29,-0.2,Communication Services
PROV,17.21,17.25,-0.2,Financial Services
CRNX,83.72,83.91,-0.2,Unknown
COPL,10.44,10.46,-0.2,Financial Services
MKLY,10.18,10.2,-0.2,Financial Services
NSTS,13.81,13.84,-0.2,Financial Services
APGE,134.08,134.29,-0.2,Healthcare
AACB,10.54,10.57,-0.3,Financial Services
XRPN,10.47,10.5,-0.3,Financial Services
CCAQ,10.47,10.5,-0.3,Financial Services
SMBK,48.5,48.64,-0.3,Financial Services
PACH,10.26,10.29,-0.3,Financial Services
FMX,130.92,131.34,-0.3,Consumer Defensive
LCCC,10.43,10.46,-0.3,Unknown
PNC,252.51,253.18,-0.3,Financial Services
SDHI,10.44,10.47,-0.3,Financial Services
SBRA,21.98,22.04,-0.3,Unknown
AVNS,24.98,25.05,-0.3,Healthcare
OGN,13.52,13.56,-0.3,Healthcare
TXG,47.05,47.2,-0.3,Unknown
RANG,10.69,10.73,-0.4,Financial Services
NWG,18.29,18.37,-0.4,Financial Services
ESEA,73.76,74.03,-0.4,Unknown
OGE,49.3,49.5,-0.4,Utilities
DTSQ,11.35,11.4,-0.4,Unknown
FACT,10.64,10.68,-0.4,Unknown
GIII,35.75,35.9,-0.4,Consumer Cyclical
PSX,211.41,212.27,-0.4,Energy
GL,184.0,184.76,-0.4,Financial Services
WNC,13.91,13.97,-0.4,Industrials
EPR,62.03,62.26,-0.4,Real Estate
DAC,132.19,132.76,-0.4,Industrials
AVA,42.23,42.43,-0.5,Unknown
TECH,71.78,72.12,-0.5,Unknown
DRH,12.9,12.97,-0.5,Unknown
CNXN,80.82,81.22,-0.5,Technology
WELL,245.04,246.37,-0.5,Real Estate
SLF,81.35,81.78,-0.5,Unknown
OTTR,92.76,93.26,-0.5,Industrials
BLUW,10.33,10.38,-0.5,Financial Services
JENA,10.39,10.44,-0.5,Financial Services
RDAG,10.34,10.39,-0.5,Financial Services
SWX,92.86,93.37,-0.5,Unknown
VTR,97.18,97.62,-0.5,Unknown
MACI,10.9,10.95,-0.5,Financial Services
LWAC,10.23,10.28,-0.5,Financial Services
RAC,10.46,10.51,-0.5,Financial Services
BMY,60.76,61.04,-0.5,Unknown
ASH,68.41,68.81,-0.6,Unknown
YHNA,10.92,10.99,-0.6,Financial Services
OIA,6.21,6.25,-0.6,Financial Services
FBIZ,66.14,66.53,-0.6,Financial Services
ATAI,7.18,7.22,-0.6,Unknown
CCIX,10.87,10.94,-0.6,Financial Services
VNME,10.17,10.23,-0.6,Financial Services
AIT,341.44,343.54,-0.6,Unknown
XHR,21.31,21.43,-0.6,Unknown
TRP,69.85,70.27,-0.6,Energy
SFNC,23.11,23.25,-0.6,Financial Services
BURL,353.98,356.22,-0.6,Consumer Cyclical
KOP,51.17,51.47,-0.6,Basic Materials
JACS,10.68,10.74,-0.6,Financial Services
TACH,10.42,10.48,-0.6,Unknown
OLP,25.3,25.44,-0.6,Real Estate
TALK,5.21,5.24,-0.6,Healthcare
ALF,10.88,10.95,-0.6,Financial Services
FERA,10.44,10.5,-0.6,Financial Services
REG,82.22,82.68,-0.6,Real Estate
SBXD,10.85,10.93,-0.7,Financial Services
WSBC,40.91,41.18,-0.7,Financial Services
FCPT,26.31,26.49,-0.7,Unknown
STT,185.24,186.59,-0.7,Financial Services
SPB,89.0,89.6,-0.7,Consumer Defensive
BNL,22.69,22.84,-0.7,Real Estate
STRW,14.05,14.15,-0.7,Unknown
NJR,58.88,59.29,-0.7,Utilities
NATL,47.81,48.13,-0.7,Technology
UNF,290.5,292.69,-0.7,Unknown
INN,7.02,7.07,-0.7,Unknown
FRT,125.05,126.02,-0.8,Real Estate
CCO,2.41,2.43,-0.8,Unknown
MFC,43.04,43.39,-0.8,Financial Services
ES,74.46,75.04,-0.8,Unknown
D,71.09,71.69,-0.8,Unknown
ROST,238.21,240.13,-0.8,Consumer Cyclical
MET,93.27,94.0,-0.8,Financial Services
CFR,162.26,163.52,-0.8,Financial Services
MUSA,617.84,622.78,-0.8,Unknown
GTEN,10.48,10.56,-0.8,Financial Services
TIGO,97.86,98.61,-0.8,Unknown
NXP,14.34,14.46,-0.8,Financial Services
MGA,67.58,68.15,-0.8,Consumer Cyclical
PBA,50.84,51.29,-0.9,Unknown
CUB,10.81,10.91,-0.9,Financial Services
TFSL,18.27,18.44,-0.9,Financial Services
DINO,90.86,91.69,-0.9,Unknown
AFL,123.58,124.72,-0.9,Financial Services
HR,21.28,21.47,-0.9,Real Estate
AHR,57.08,57.6,-0.9,Real Estate
CNI,127.91,129.03,-0.9,Unknown
RAMP,37.66,38.01,-0.9,Technology
HWM,280.7,283.23,-0.9,Industrials
BRX,32.4,32.69,-0.9,Real Estate
CYRX,16.42,16.57,-0.9,Industrials
BZH,33.0,33.3,-0.9,Consumer Cyclical
ROKU,143.08,144.43,-0.9,Communication Services
TY,35.16,35.5,-1.0,Financial Services
KFY,78.1,78.87,-1.0,Industrials
LEVI,24.74,24.99,-1.0,Consumer Cyclical
CNO,53.08,53.59,-1.0,Financial Services
HIG,140.84,142.24,-1.0,Unknown
CHRW,207.35,209.42,-1.0,Industrials
MNPR,112.48,113.57,-1.0,Unknown
SNDR,38.27,38.66,-1.0,Unknown
BCS,28.13,28.41,-1.0,Financial Services
DAAQ,10.4,10.5,-1.0,Unknown
GD,373.16,376.88,-1.0,Industrials
PBFS,17.36,17.55,-1.1,Unknown
ECO,56.47,57.11,-1.1,Industrials
GBTG,9.41,9.51,-1.1,Consumer Cyclical
CPK,135.23,136.77,-1.1,Unknown
SPG,226.22,228.7,-1.1,Real Estate
ADC,80.22,81.12,-1.1,Unknown
BOKF,141.55,143.11,-1.1,Unknown
FNWB,12.04,12.17,-1.1,Unknown
VLO,310.92,314.8,-1.2,Unknown
ADVB,12.25,12.4,-1.2,Healthcare
MPC,315.82,319.76,-1.2,Unknown
UNH,431.31,436.35,-1.2,Healthcare
AXS,113.65,115.03,-1.2,Financial Services
PARR,79.42,80.4,-1.2,Unknown
SCSC,54.82,55.51,-1.2,Technology
BNY,160.39,162.35,-1.2,Financial Services
TRTX,8.67,8.78,-1.2,Real Estate
LCNB,19.57,19.81,-1.2,Financial Services
BWEN,5.03,5.09,-1.2,Unknown
SB,7.36,7.45,-1.2,Industrials
NWE,72.53,73.42,-1.2,Utilities
CBSH,58.7,59.4,-1.2,Financial Services
SKT,41.42,41.94,-1.2,Real Estate
ALRS,32.16,32.59,-1.3,Financial Services
MMM,170.76,172.94,-1.3,Unknown
MTB,250.73,254.04,-1.3,Financial Services
NVRI,22.97,23.28,-1.3,Unknown
BOTJ,26.5,26.86,-1.3,Financial Services
UHAL,71.33,72.28,-1.3,Industrials
NNN,48.97,49.59,-1.3,Real Estate
WBS,76.63,77.6,-1.3,Unknown
FHN,25.72,26.05,-1.3,Financial Services
GNW,10.0,10.13,-1.3,Financial Services
RGT,14.71,14.91,-1.3,Financial Services
CRWS,3.0,3.04,-1.3,Unknown
JHI,13.26,13.44,-1.3,Financial Services
LTC,42.24,42.81,-1.3,Unknown
BOH,84.74,85.85,-1.3,Financial Services
AXIN,10.28,10.42,-1.3,Financial Services
VSXY,87.34,88.5,-1.3,Unknown
MSGS,397.25,403.03,-1.4,Communication Services
SLAB,217.17,220.34,-1.4,Technology
POR,52.92,53.65,-1.4,Unknown
R,276.37,280.34,-1.4,Industrials
GAM,64.3,65.22,-1.4,Financial Services
AFG,140.41,142.46,-1.4,Unknown
HOMB,30.39,30.84,-1.5,Unknown
CEPF,10.46,10.62,-1.5,Financial Services
ETO,30.5,30.97,-1.5,Financial Services
SOPH,6.4,6.5,-1.5,Healthcare
UFI,6.42,6.52,-1.5,Consumer Cyclical
OFG,52.12,52.9,-1.5,Financial Services
JAZZ,250.41,254.22,-1.5,Unknown
PECO,43.36,44.01,-1.5,Real Estate
