Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
SNDK,Sandisk Corporation - Common Stock When-Issued,2335.0,100.0,0.0,1497.59,821.87,654.42,2335.0,40.69
AGL,"agilon health, inc. Common Stock",107.25,99.8,-7.7,71.33,34.71,31.96,116.16,7.91
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",23.86,99.8,-4.3,18.84,9.57,8.53,24.94,3.14
MXL,"MaxLinear, Inc - Common Stock",94.47,99.8,-7.6,77.55,37.7,32.25,102.27,13.05
MU,"Micron Technology, Inc. - Common Stock",1213.56,99.8,0.0,788.62,495.78,420.72,1213.56,104.73
WDC,Western Digital Corporation - Common Stock,675.39,99.7,-9.5,506.39,327.96,277.77,746.23,62.38
RXT,"Rackspace Technology, Inc. - Common Stock",6.36,99.7,-15.5,4.27,2.19,2.0,7.53,0.41
BE,Bloom Energy Corporation Class A Common Stock,309.18,99.7,-10.6,272.93,179.51,159.5,345.85,21.6
EVC,Entravision Communications Corporation Common Stock,11.39,99.5,0.0,7.42,4.46,3.9,11.39,1.91
QTTB,Q32 Bio Inc. - Common Stock,11.95,99.5,-14.6,8.54,5.7,4.89,14.0,1.36
CLYM,"Climb Bio, Inc. - Common Stock",12.66,99.5,-0.7,10.65,6.93,5.71,12.75,1.18
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),1025.36,99.4,-6.2,802.25,505.9,437.95,1093.26,137.41
AEHR,Aehr Test Systems - Common Stock,98.79,99.4,-15.3,96.96,53.37,46.77,116.58,11.67
WYY,WidePoint Corporation Common Stock,20.2,99.4,0.0,9.69,7.02,6.74,20.2,2.82
CHRN,ChronoScale Corporation - Common Stock,22.51,99.4,-12.8,16.13,10.96,9.42,25.82,2.98
ANRO,"Alto Neuroscience, Inc. Common Stock",25.3,99.3,-8.7,22.89,19.7,16.75,27.72,2.2
VATE,INNOVATE Corp. Common Stock,18.56,99.3,-7.5,14.23,8.28,7.45,20.06,3.98
VICR,Vicor Corporation - Common Stock,331.59,99.3,-9.3,285.99,192.37,161.01,365.53,43.85
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",10.53,99.3,0.0,6.87,4.8,4.05,10.53,1.39
ORKA,"Oruka Therapeutics, Inc. - Common Stock",86.63,99.2,0.0,66.37,45.81,40.07,86.63,11.08
ICHR,Ichor Holdings - Ordinary Shares,95.03,99.2,-4.6,73.57,47.01,39.99,99.61,14.06
INTC,Intel Corporation - Common Stock,132.87,99.2,-5.7,107.12,65.34,57.71,140.94,19.31
VSH,"Vishay Intertechnology, Inc. Common Stock",59.91,99.1,-7.7,43.63,25.97,23.34,64.9,11.65
VPG,"Vishay Precision Group, Inc. Common Stock",134.02,99.1,-8.2,98.05,61.23,54.33,146.03,25.8
DD,"DuPont de Nemours, Inc. Common Stock",137.8,99.1,-4.7,56.71,47.8,44.09,144.57,26.92
ALMS,Alumis Inc. - Common Stock,25.03,99.1,-16.5,23.13,21.16,17.0,29.98,2.93
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",120.66,99.0,-2.0,88.79,59.67,51.6,123.14,21.63
VNCE,Vince Holding Corp. - Common Stock,7.87,99.0,0.0,4.82,3.53,3.36,7.87,1.27
NVCT,"Nuvectis Pharma, Inc. - Common Stock",27.87,99.0,0.0,10.95,9.01,8.29,27.87,5.65
ABSI,Absci Corporation - Common Stock,10.21,98.9,0.0,5.76,3.95,3.84,10.21,2.3
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",327.86,98.9,-8.2,315.0,297.47,250.63,357.13,37.71
MAAS,Maase Inc. - Class A Ordinary Shares,17.45,98.9,-17.8,11.51,7.41,6.44,21.24,2.86
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",325.26,98.9,-3.5,245.83,156.01,140.06,336.9,69.89
SYRE,"Spyre Therapeutics, Inc. - Common Stock",88.67,98.9,-11.6,75.57,49.96,42.41,100.32,14.82
HUT,Hut 8 Corp. - Common Stock,117.68,98.8,-11.5,102.48,68.23,61.64,133.02,17.45
PENG,"Penguin Solutions, Inc. - Common Stock",66.77,98.7,-6.5,48.33,29.18,27.85,71.41,16.24
UMC,United Microelectronics Corporation (NEW) Common Stock,27.73,98.7,-1.0,17.93,12.05,10.87,28.01,6.58
MOVE,"Corvex, Inc. - Common Stock",21.72,98.7,-11.2,18.59,11.94,10.25,24.46,3.51
MRVL,"Marvell Technology, Inc. - Common Stock",281.26,98.7,-11.1,210.57,128.76,117.45,316.43,62.19
AIP,"Arteris, Inc.  - Common Stock",43.59,98.7,-2.0,33.5,21.86,19.46,44.5,8.59
TTMI,"TTM Technologies, Inc. - Common Stock",210.57,98.6,-4.9,169.33,115.5,101.27,221.47,39.2
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.14,98.6,-5.9,4.46,2.74,2.36,5.46,1.03
ALOT,"AstroNova, Inc. - Common Stock",28.46,98.5,-0.4,16.25,11.35,10.93,28.57,7.01
TNGX,"Tango Therapeutics, Inc. - Common Stock",30.14,98.5,-8.4,24.96,17.1,14.79,32.9,4.92
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,269.88,98.4,-14.8,245.78,171.27,147.7,316.85,42.42
DOCN,"DigitalOcean Holdings, Inc. Common Stock",145.34,98.4,-19.8,143.64,87.91,75.89,181.29,25.74
LQDA,Liquidia Corporation - Common Stock,76.92,98.4,0.0,54.91,42.31,37.83,76.92,12.0
EQ,"Equillium, Inc. - Common Stock",2.95,98.4,-6.9,2.44,1.82,1.71,3.17,0.31
BRUN,Boost Run Inc. - Class A Common Stock,34.43,98.3,-12.2,25.48,16.17,15.19,39.2,10.21
RLAY,"Relay Therapeutics, Inc. - Common Stock",17.83,98.3,-1.1,14.39,10.83,9.58,18.02,3.22
SIF,"SIFCO Industries, Inc. Common Stock",20.99,98.3,-7.3,18.64,12.48,11.12,22.65,3.35
RLYB,Rallybio Corporation - Common Stock,15.71,98.2,-6.9,13.5,8.89,7.85,16.87,2.58
NBIS,Nebius Group N.V. - Class A Ordinary Shares,256.63,98.2,-10.5,206.74,135.36,129.12,286.69,44.3
VIAV,Viavi Solutions Inc. - Common Stock,50.44,98.1,-8.8,49.46,33.15,28.35,55.33,9.76
RVMD,"Revolution Medicines, Inc. - Common Stock",178.17,98.1,0.0,150.64,113.15,97.8,178.17,34.7
AMD,"Advanced Micro Devices, Inc. - Common Stock",532.57,98.1,-3.5,433.85,288.24,268.64,551.63,134.8
PSIG,PS International Group Ltd. - Ordinary Shares,11.8,98.0,-0.4,8.13,6.11,5.57,11.85,2.56
WULF,TeraWulf Inc. - Common Stock,26.06,98.0,-10.1,23.84,17.69,16.44,28.98,3.8
TER,"Teradyne, Inc. - Common Stock",471.96,97.9,0.0,378.32,297.62,259.74,471.96,89.69
ACMR,"ACM Research, Inc. - Class A Common Stock",106.86,97.9,-2.7,72.55,55.72,51.04,109.87,23.92
DELL,Dell Technologies Inc. Class C Common Stock ,409.45,97.9,-12.1,301.41,191.0,178.89,465.96,110.73
ATEX,Anterix Inc. - Common Stock,81.0,97.8,-2.4,59.95,39.43,34.78,83.01,17.99
POWL,"Powell Industries, Inc. - Common Stock",309.2,97.8,-4.0,281.44,194.67,173.38,321.94,63.25
BIOA,"BioAge Labs, Inc. - Common Stock",22.62,97.8,-1.3,17.83,17.08,14.35,22.92,4.12
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,19.0,97.7,-8.2,17.3,10.68,9.13,20.7,3.01
COHR,Coherent Corp. Common Stock,407.25,97.7,-4.6,365.11,266.21,230.03,426.89,85.63
BFLY,"Butterfly Network, Inc. Class A Common Stock",8.02,97.7,-9.9,5.14,4.17,3.67,8.9,1.33
FORM,"FormFactor, Inc. - Common Stock",148.75,97.6,-5.0,135.16,98.03,84.03,156.66,27.62
BB,BlackBerry Limited Common Stock,10.34,97.6,0.0,7.27,4.91,4.81,10.34,3.15
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",131.49,97.6,0.0,100.59,72.56,64.3,131.49,31.65
IPSC,"Century Therapeutics, Inc. - Common Stock",2.3,97.6,-21.8,2.28,1.89,1.55,2.94,0.47
MKSI,MKS Inc. - Common Stock,410.31,97.5,-2.4,317.26,244.19,216.57,420.56,89.14
NDLS,Noodles & Company - Class A Common Stock,14.91,97.5,0.0,12.17,8.13,7.46,14.91,3.9
COHU,"Cohu, Inc. - Common Stock",67.36,97.5,-3.9,51.6,35.96,32.46,70.07,17.86
FLEX,Flex Ltd. - Ordinary Shares,161.28,97.4,-0.4,127.9,85.44,79.14,161.94,48.49
CIFR,Cipher Digital Inc. - Common Stock,25.68,97.4,-12.0,21.91,18.02,17.6,29.18,3.85
AMAT,"Applied Materials, Inc. - Common Stock",668.0,97.4,0.0,463.29,364.34,326.42,668.0,155.56
LRCX,Lam Research Corporation - Common Stock,401.82,97.3,-1.9,307.88,240.28,215.47,409.54,94.32
RFIL,"RF Industries, Ltd. - Common Stock",20.95,97.3,-2.6,16.7,11.59,10.64,21.5,5.62
GLW,Corning Incorporated Common Stock,228.01,97.3,0.0,182.0,136.37,123.02,228.01,50.83
STRL,"Sterling Infrastructure, Inc. - Common Stock",881.92,97.2,-11.3,744.28,497.01,461.48,993.74,222.54
TWST,Twist Bioscience Corporation - Common Stock,96.65,97.2,0.0,65.53,49.37,44.46,96.65,24.16
IMMX,"Immix Biopharma, Inc. - Common Stock",9.72,97.2,-12.6,9.24,7.67,6.45,11.12,1.96
VECO,Veeco Instruments Inc. - Common Stock,75.45,97.1,-9.1,59.64,41.02,38.03,83.04,19.94
STHH,STMicroelectronics NV ADRhedged,151.33,97.1,-5.3,125.64,81.32,74.13,159.79,42.63
MEI,"Methode Electronics, Inc. Common Stock",18.0,97.1,0.0,10.51,8.23,7.98,18.0,5.01
VSXY,Victorias Secret & Co. Common Stock ,83.0,97.0,0.0,60.32,55.31,49.14,83.0,17.7
ANAB,"AnaptysBio, Inc. - Common Stock",59.68,97.0,-14.5,58.24,42.53,36.95,69.78,12.93
ELA,Envela Corporation Common Stock,26.24,97.0,-4.7,22.82,16.69,14.62,27.53,5.42
AMKR,"Amkor Technology, Inc. - Common Stock",85.62,96.9,-8.5,73.88,55.09,48.95,93.55,20.81
SMTC,Semtech Corporation - Common Stock,162.27,96.9,-7.1,137.3,98.97,90.94,174.73,42.6
OSS,"One Stop Systems, Inc. - Common Stock",16.2,96.9,-18.8,14.82,10.51,9.28,19.95,3.55
STM,STMicroelectronics N.V. Common Stock,74.88,96.8,-6.2,63.33,40.97,37.36,79.82,21.04
ARMH,Arm Holdings PLC ADRhedged,148.39,96.7,-20.7,118.21,74.94,72.7,187.07,43.48
NWPX,"NWPX Infrastructure, Inc. - Common Stock",146.63,96.7,0.0,111.93,83.72,76.34,146.63,40.08
TVTX,"Travere Therapeutics, Inc. - Common Stock",59.03,96.6,0.0,45.69,36.47,34.34,59.03,14.6
PDFS,"PDF Solutions, Inc. - Common Stock",68.67,96.6,0.0,50.83,38.1,34.99,68.67,18.97
PVLA,"Palvella Therapeutics, Inc. - Common Stock",136.2,96.5,-8.2,118.93,109.04,99.12,148.34,20.62
ASYS,"Amtech Systems, Inc. - Common Stock",20.67,96.5,-13.8,19.83,14.9,13.28,23.99,4.21
GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",21.66,96.5,-14.4,18.9,18.36,16.15,25.31,4.19
MGNX,"MacroGenics, Inc. - Common Stock",4.66,96.5,-2.5,3.81,2.63,2.39,4.78,1.19
MBX,"MBX Biosciences, Inc. - Common Stock",50.37,96.5,0.0,34.32,33.29,29.27,50.37,9.74
AGX,"Argan, Inc. Common Stock",753.07,96.4,-4.7,671.82,492.3,439.92,790.0,201.37
KORE,"KORE Group Holdings, Inc. Common Stock",9.2,96.4,-0.2,9.17,7.08,6.09,9.22,2.11
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,11.17,96.3,-0.1,9.26,7.28,6.46,11.18,2.9
DWSN,Dawson Geophysical Company - Common Stock,4.85,96.3,-1.0,3.83,2.93,2.67,4.9,1.29
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",91.57,96.3,-4.4,86.61,66.24,58.71,95.76,17.63
GTX,Garrett Motion Inc. - Common Stock,35.01,96.3,0.0,28.93,21.66,19.85,35.01,9.77
TH,Target Hospitality Corp. - Common Stock,20.19,96.3,-1.6,16.98,11.33,10.43,20.52,6.22
BDSX,"Biodesix, Inc. - Common Stock",20.04,96.2,0.0,14.47,12.19,11.01,20.04,5.0
TXG,"10x Genomics, Inc. - Common Stock",35.73,96.2,0.0,26.14,21.63,19.5,35.73,11.34
XMAX,"XMAX, Inc. - Common Stock",8.65,96.2,0.0,8.12,6.82,6.46,8.65,1.36
APGE,"Apogee Therapeutics, Inc. - Common Stock",132.68,96.1,-0.2,88.42,78.82,71.28,132.88,34.65
CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,268.03,96.1,-11.4,209.13,157.05,156.43,302.52,87.59
NESR,National Energy Services Reunited Corp - Ordinary Shares,26.98,96.0,0.0,24.86,21.04,18.62,26.98,5.82
ONTO,Onto Innovation Inc. Common Stock,344.24,96.0,-1.0,287.31,223.4,200.05,347.87,90.0
FIX,"Comfort Systems USA, Inc. Common Stock",2017.57,96.0,-2.4,1860.52,1418.14,1278.07,2066.51,506.46
SPHR,Sphere Entertainment Co. Class A Common Stock,161.35,95.9,0.0,139.63,114.02,101.64,161.35,38.7
CAPR,"Capricor Therapeutics, Inc. - Common Stock",30.4,95.9,-14.0,30.32,26.97,21.85,35.34,4.6
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",79.27,95.8,-3.3,75.32,66.85,59.16,82.0,14.71
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",390.19,95.8,-4.8,344.51,255.25,226.4,409.68,118.35
VSTS,Vestis Corporation Common Stock,13.74,95.7,0.0,11.46,8.62,7.67,13.74,4.06
WEST,Westrock Coffee Company - Common Stock,9.73,95.7,0.0,7.53,5.44,5.27,9.73,3.71
BOLD,"Boundless Bio, Inc. - Common Stock",2.51,95.7,-3.5,1.54,1.29,1.29,2.6,1.01
ATRO,Astronics Corporation - Common Stock,87.15,95.6,0.0,66.37,57.51,52.37,87.15,23.95
MYRG,"MYR Group, Inc. - Common Stock",487.33,95.6,0.0,425.05,309.68,283.64,487.33,173.81
AXGN,"Axogen, Inc. - Common Stock",44.49,95.6,-1.0,41.31,35.0,30.96,44.95,10.25
KLAC,KLA Corporation  - Common Stock,258.8,95.5,-3.8,199.82,159.88,147.42,269.16,84.03
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",6.12,95.4,0.0,4.43,3.74,3.58,6.12,2.03
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,7.99,95.4,-22.7,7.06,4.42,4.03,10.34,1.3
SVCO,"Silvaco Group, Inc. - Common Stock",11.95,95.4,-10.5,10.79,6.72,6.42,13.35,3.23
BTSG,"BrightSpring Health Services, Inc. - Common Stock",69.7,95.3,0.0,56.66,45.12,41.39,69.7,19.36
BHE,"Benchmark Electronics, Inc. Common Stock",97.19,95.3,0.0,82.38,61.85,56.54,97.19,35.72
MEC,"Mayville Engineering Company, Inc. Common Stock",35.29,95.2,-1.1,27.4,21.63,19.95,35.68,12.56
XMTR,"Xometry, Inc. - Class A Common Stock",92.53,95.2,-2.9,75.29,61.15,59.2,95.32,30.97
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",49.12,95.2,0.0,41.98,31.62,28.78,49.12,15.14
ON,ON Semiconductor Corporation - Common Stock,118.74,95.2,-11.3,109.66,76.62,69.95,133.93,44.9
SNEX,StoneX Group Inc. - Common Stock,137.28,95.1,-1.2,115.84,87.33,81.42,139.01,54.63
LCUT,"Lifetime Brands, Inc. - Common Stock",8.36,95.1,-10.8,7.83,5.32,4.86,9.37,2.92
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",4.91,95.1,-3.5,4.51,3.7,3.3,5.09,1.41
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",41.69,95.0,-1.4,34.32,29.9,26.49,42.3,12.61
ACLS,"Axcelis Technologies, Inc. - Common Stock",180.7,95.0,-5.7,154.54,110.44,104.52,191.6,67.69
SANM,Sanmina Corporation - Common Stock,253.56,95.0,-10.3,231.94,176.47,165.68,282.72,95.25
HPE,Hewlett Packard Enterprise Company Common Stock,46.72,94.9,-16.6,37.59,27.5,26.57,55.99,18.0
BELFB,Bel Fuse Inc. - Class B Common Stock,310.32,94.9,0.0,275.86,222.89,204.17,310.32,91.41
RCUS,"Arcus Biosciences, Inc. Common Stock",30.25,94.8,0.0,24.73,23.09,21.29,30.25,7.95
ALNT,Allient Inc. - Common Stock,102.26,94.8,0.0,77.84,66.25,61.94,102.26,34.93
INTG,The Intergroup Corporation - Common Stock,43.82,94.8,-5.6,37.69,33.56,32.03,46.4,10.03
BWEN,"Broadwind, Inc. - Common Stock",4.31,94.7,-14.5,3.45,2.98,2.79,5.04,1.8
CTOS,"Custom Truck One Source, Inc. Common Stock",11.97,94.7,0.0,9.71,7.53,7.17,11.97,4.9
RFL,"Rafael Holdings, Inc. Class B Common Stock",2.71,94.7,-2.9,1.58,1.37,1.37,2.79,1.16
PGEN,"Precigen, Inc. - Common Stock",5.52,94.7,0.0,4.27,4.12,4.04,5.52,1.42
APLD,Applied Digital Corporation - Common Stock,40.95,94.6,-17.5,40.81,33.18,31.8,49.65,9.18
FTRE,Fortrea Holdings Inc. - Common Stock,17.71,94.6,-3.8,14.0,13.39,12.57,18.4,4.45
GH,"Guardant Health, Inc. - Common Stock",142.94,94.6,0.0,109.9,103.34,95.37,142.94,40.98
PACS,"PACS Group, Inc. Common Stock",40.68,94.6,-3.4,36.08,35.48,29.68,42.13,7.71
CAT,"Caterpillar, Inc. Common Stock",1057.01,94.5,0.0,890.74,738.81,680.56,1057.01,367.6
AVR,Anteris Technologies Global Corp. - Common Stock,9.88,94.5,-5.0,7.84,6.21,5.83,10.4,2.9
CCCC,"C4 Therapeutics, Inc. - Common Stock",4.4,94.5,0.0,3.48,2.76,2.69,4.4,1.4
TRVI,"Trevi Therapeutics, Inc. - Common Stock",18.0,94.4,0.0,14.6,12.72,12.03,18.0,5.47
AVNS,"Avanos Medical, Inc. Common Stock",24.9,94.4,-0.6,24.8,16.96,15.61,25.05,9.89
GLBS,Globus Maritime Limited - Common Stock,2.95,94.4,-6.6,2.22,1.9,1.71,3.16,1.0
SEZL,Sezzle Inc. - Common Stock,163.74,94.4,-10.1,108.63,80.9,79.71,182.16,50.97
CGEM,"Cullinan Therapeutics, Inc. - Common Stock",18.48,94.3,0.0,14.68,13.12,11.63,18.48,5.75
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,28.6,94.3,0.0,21.16,18.0,16.62,28.6,11.08
MOV,Movado Group Inc. Common Stock,38.09,94.3,-3.0,31.47,25.41,23.55,39.25,14.22
CECO,CECO Environmental Corp. - Common Stock,95.09,94.2,-4.6,81.25,68.31,63.84,99.67,28.31
BELFA,Bel Fuse Inc. - Class A Common Stock,267.86,94.2,-1.1,247.44,201.29,182.13,270.76,82.47
GHM,Graham Corporation Common Stock,122.83,94.2,0.0,99.95,82.65,76.27,122.83,46.97
URGN,UroGen Pharma Ltd. - Ordinary Shares,34.38,94.1,-2.9,27.91,23.48,22.41,35.42,12.96
ALGM,"Allegro MicroSystems, Inc. - Common Stock",60.16,94.1,-2.3,47.76,37.38,35.29,61.58,22.8
DIOD,Diodes Incorporated - Common Stock,114.97,94.1,-6.3,105.4,75.26,69.62,122.76,42.36
ULCC,"Frontier Group Holdings, Inc. - Common Stock",8.06,94.0,0.0,5.26,4.8,4.7,8.06,3.1
KALU,Kaiser Aluminum Corporation - Common Stock,181.73,94.0,-4.7,174.65,138.42,124.25,190.63,71.09
GHRS,GH Research PLC - Ordinary Shares,25.34,93.9,0.0,21.45,17.05,16.16,25.34,11.8
CRS,Carpenter Technology Corporation Common Stock,599.24,93.9,0.0,472.24,394.17,363.35,599.24,231.97
BCAX,Bicara Therapeutics Inc. - Common Stock,26.34,93.9,0.0,22.08,19.2,18.14,26.34,8.71
IESC,"IES Holdings, Inc. - Common Stock",766.54,93.9,0.0,665.04,521.71,488.16,766.54,281.39
PLPC,Preformed Line Products Company - Common Stock,405.0,93.8,0.0,355.56,282.9,264.38,405.0,140.2
DSGN,"Design Therapeutics, Inc. - Common Stock",13.44,93.8,-14.9,12.43,10.83,9.75,15.79,3.37
LSCC,Lattice Semiconductor Corporation - Common Stock,144.2,93.8,-7.1,132.81,101.51,93.51,155.27,48.73
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",2.29,93.8,-6.1,1.96,1.61,1.55,2.44,0.82
INTT,inTest Corporation Common Stock,17.88,93.7,-5.4,17.29,12.62,11.49,18.9,6.7
SEPN,"Septerna, Inc. - Common Stock",34.54,93.7,-5.6,28.68,27.1,25.2,36.57,10.51
IMVT,"Immunovant, Inc.  - Common Stock",38.24,93.7,0.0,30.95,27.27,25.16,38.24,14.69
ROG,Rogers Corporation Common Stock,167.09,93.7,0.0,140.48,113.01,105.5,167.09,64.78
JBIO,"Jade Biosciences, Inc. - Common Stock",21.81,93.6,-18.8,21.44,16.9,14.93,26.85,6.77
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",34.82,93.6,-0.5,29.52,21.79,21.03,35.0,13.5
VISN,"Vistance Networks, Inc.  - Common Stock",12.62,93.6,-2.0,11.59,9.85,9.35,12.88,3.56
