Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
BANL,CBL International Limited - Class B Ordinary Shares,15.2,100.0,-5.6,5.95,2.3,1.83,16.1,0.29
CCG,Cheche Group Inc. - Class A Ordinary Shares,15.59,100.0,-9.4,10.12,3.84,3.1,17.21,0.37
MGRT,Mega Fortune Company Limited - Ordinary Shares,107.99,99.9,-24.1,90.89,69.52,53.81,142.2,3.38
NRDY,Nerdy Inc. Class A Common Stock,9.57,99.8,-24.2,5.42,2.4,2.08,12.63,0.73
LGVN,Longeveron Inc. - Class A Common stock,6.58,99.8,-21.5,1.82,1.14,1.0,8.38,0.48
GAME,"GameSquare Holdings, Inc. - Common stock",2.97,99.6,-18.6,0.87,0.54,0.52,3.65,0.25
BRCC,BRC Inc. Class A Common Stock,8.59,99.6,-7.9,2.41,1.5,1.41,9.33,0.62
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,3.92,99.5,-21.1,2.28,1.17,1.11,4.97,0.47
XHLD,"TEN Holdings, Inc. - Common Stock",9.23,99.5,-2.0,3.88,2.33,2.23,9.42,0.8
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.7,99.4,-11.4,12.73,8.03,6.74,15.46,1.39
MRNA,"Moderna, Inc. - Common Stock",148.87,99.4,-14.6,83.78,61.33,54.22,174.38,22.36
INCR,Intercure Ltd. - ordinary shares,5.26,99.4,-11.6,1.8,1.17,1.17,5.95,0.73
ANRO,"Alto Neuroscience, Inc. Common Stock",36.4,99.3,-0.7,29.71,24.19,22.15,36.64,3.51
CLYM,"Climb Bio, Inc. - Common Stock",14.59,99.3,-18.2,13.98,10.37,8.64,17.84,1.64
MU,"Micron Technology, Inc. - Common Stock",958.16,99.1,-21.0,942.2,706.1,602.47,1213.37,124.01
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.95,99.1,-5.3,5.29,4.1,3.36,6.28,1.03
TWST,Twist Bioscience Corporation - Common Stock,128.71,99.0,-15.9,110.36,74.24,64.26,153.1,24.16
NVCT,"Nuvectis Pharma, Inc. - Common Stock",24.37,99.0,-14.6,21.06,13.37,11.91,28.53,5.65
TXG,"10x Genomics, Inc. - Common Stock",63.22,98.9,-2.9,50.34,32.13,28.7,65.12,11.34
SAIH,SAIHEAT Limited - Class A Ordinary Shares,25.0,98.9,-1.6,17.73,12.2,11.29,25.4,5.65
FTH,"Faeth Therapeutics, Inc.  - Common Stock",39.0,98.9,-0.3,29.55,25.55,21.54,39.12,7.89
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",59.9,98.9,-7.0,47.27,32.06,28.07,64.43,14.35
IMMX,"Immix Biopharma, Inc. - Common Stock",13.83,98.8,-4.4,10.94,9.55,8.46,14.47,1.96
PLSE,"Pulse Biosciences, Inc - Common Stock",54.71,98.8,0.0,37.45,27.17,23.88,54.71,12.66
QMCO,Quantum Corporation - Common Stock,24.3,98.7,-6.9,15.29,10.27,9.6,26.11,4.31
TOP,TOP Financial Group Limited - Class A Ordinary Shares,15.19,98.6,-9.2,11.64,7.04,6.61,16.73,3.11
CDNA,"CareDx, Inc. - Common Stock",49.86,98.5,-4.8,40.25,26.83,24.89,52.36,13.1
DELL,Dell Technologies Inc. Class C Common Stock ,516.39,98.5,0.0,436.92,292.88,250.81,516.39,110.54
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",8.7,98.5,-3.2,5.81,4.37,3.9,8.99,1.81
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",355.15,98.5,-8.1,338.63,322.8,307.11,386.33,37.71
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",33.96,98.4,-14.4,23.89,17.85,16.77,39.66,9.95
RVMD,"Revolution Medicines, Inc. - Common Stock",210.87,98.3,-4.6,196.15,148.35,133.35,221.15,38.95
RCEL,"Avita Medical, Inc. - Common Stock",10.94,98.3,0.0,6.54,5.08,4.72,10.94,3.27
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,14.62,98.3,-2.3,13.22,9.87,8.73,14.96,3.47
PRLD,Prelude Therapeutics Incorporated - Common Stock,5.25,98.2,-20.8,5.02,4.13,3.6,6.63,0.99
RNXT,"RenovoRx, Inc. - Common Stock",2.37,98.1,-6.0,1.16,1.0,0.98,2.52,0.73
CYCN,"Cyclerion Therapeutics, Inc. - Common Stock",4.96,98.0,-22.3,3.73,2.88,2.54,6.38,1.08
LITE,Lumentum Holdings Inc. - Common Stock,847.37,98.0,-19.5,816.0,796.09,682.03,1053.09,141.91
PAYS,"Paysign, Inc. - Common Stock",12.96,98.0,-8.3,10.56,7.1,6.58,14.14,3.18
OMER,Omeros Corporation - Common Stock,19.11,97.9,-1.1,13.34,12.27,12.09,19.32,4.03
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,6.75,97.9,-24.7,6.42,4.32,3.92,8.97,1.47
