Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
SNDK,Sandisk Corporation - Common Stock When-Issued,1858.27,100.0,-20.4,1669.97,922.92,736.16,2335.0,40.69
CLYM,"Climb Bio, Inc. - Common Stock",13.82,99.8,0.0,11.41,7.62,6.21,13.82,1.35
ERAS,"Erasca, Inc. - Common Stock",19.18,99.8,-14.6,13.2,11.94,9.56,22.47,1.39
AGL,"agilon health, inc. Common Stock",115.67,99.7,-3.0,86.53,40.52,35.73,119.25,7.91
QTTB,Q32 Bio Inc. - Common Stock,12.59,99.7,-11.0,9.81,6.36,5.4,14.14,1.51
BAND,Bandwidth Inc. - Class A Common Stock,78.44,99.7,0.0,56.41,29.3,25.86,78.44,12.82
EVC,Entravision Communications Corporation Common Stock,12.08,99.6,-10.4,9.04,5.05,4.36,13.48,1.91
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",23.55,99.6,-11.2,19.9,10.83,9.42,26.51,3.14
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.51,99.6,-12.6,8.51,5.55,4.6,15.45,1.39
ALMS,Alumis Inc. - Common Stock,30.3,99.5,0.0,23.65,22.4,18.06,30.3,3.31
MU,"Micron Technology, Inc. - Common Stock",991.64,99.5,-18.3,889.42,544.27,460.23,1213.37,104.71
WDC,Western Digital Corporation - Common Stock,578.05,99.4,-22.5,542.45,353.88,299.59,746.23,64.48
ANRO,"Alto Neuroscience, Inc. Common Stock",27.64,99.4,-1.5,22.96,20.45,17.77,28.07,2.57
SYRE,"Spyre Therapeutics, Inc. - Common Stock",98.75,99.4,-1.6,79.16,53.81,45.81,100.32,14.82
ATEX,Anterix Inc. - Common Stock,106.86,99.3,-1.2,70.65,44.35,38.43,108.21,17.99
DWSN,Dawson Geophysical Company - Common Stock,7.17,99.3,0.0,4.43,3.18,2.87,7.17,1.29
ABSI,Absci Corporation - Common Stock,11.47,99.2,-1.3,7.12,4.45,4.23,11.62,2.3
PENG,"Penguin Solutions, Inc. - Common Stock",81.39,99.2,0.0,55.86,32.24,29.8,81.39,16.24
MAAS,Maase Inc. - Class A Ordinary Shares,16.0,99.2,-24.7,12.49,8.04,6.92,21.24,2.86
EQ,"Equillium, Inc. - Common Stock",2.96,99.1,-7.5,2.6,1.94,1.77,3.2,0.34
ORKA,"Oruka Therapeutics, Inc. - Common Stock",88.27,99.0,-7.3,69.86,49.39,43.35,95.17,13.05
ICHR,Ichor Holdings - Ordinary Shares,96.44,99.0,-14.1,79.36,51.99,43.65,112.28,14.06
LQDA,Liquidia Corporation - Common Stock,81.45,99.0,0.0,62.28,45.22,40.23,81.45,13.48
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",333.12,99.0,-6.7,313.52,306.16,263.55,357.13,37.71
