Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
AGL,"agilon health, inc. Common Stock",111.01,99.8,-6.9,79.8,37.99,34.09,119.25,7.91
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",25.35,99.8,-4.4,19.73,10.31,9.06,26.51,3.14
ERAS,"Erasca, Inc. - Common Stock",18.47,99.8,-17.8,13.39,11.52,9.22,22.47,1.39
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",14.98,99.7,-3.0,7.79,5.23,4.36,15.45,1.39
RXT,"Rackspace Technology, Inc. - Common Stock",5.72,99.7,-24.0,4.75,2.36,2.12,7.53,0.41
EVC,Entravision Communications Corporation Common Stock,13.05,99.6,-3.2,8.37,4.8,4.17,13.48,1.91
QTTB,Q32 Bio Inc. - Common Stock,13.09,99.6,-7.4,9.24,6.07,5.17,14.14,1.36
CLYM,"Climb Bio, Inc. - Common Stock",12.9,99.6,-3.4,11.07,7.31,5.98,13.36,1.26
OPTX,"Syntec Optics Holdings, Inc. - Class A Common Stock",10.88,99.5,-22.9,10.16,7.09,5.83,14.11,1.25
ANRO,"Alto Neuroscience, Inc. Common Stock",24.78,99.5,-11.7,22.88,20.11,17.32,28.07,2.28
FCEL,"FuelCell Energy, Inc. - Common Stock",28.11,99.5,-21.9,19.33,11.58,10.75,36.01,3.92
MU,"Micron Technology, Inc. - Common Stock",975.56,99.5,-19.6,852.09,524.8,444.22,1213.56,104.73
ALMS,Alumis Inc. - Common Stock,26.5,99.4,-11.6,23.35,21.83,17.56,29.98,3.28
ICHR,Ichor Holdings - Ordinary Shares,98.22,99.3,-12.5,77.55,49.99,42.17,112.28,14.06
ATEX,Anterix Inc. - Common Stock,105.14,99.3,-2.8,65.9,42.1,36.77,108.21,17.99
ABSI,Absci Corporation - Common Stock,11.62,99.3,0.0,6.54,4.23,4.06,11.62,2.3
BAND,Bandwidth Inc. - Class A Common Stock,61.6,99.2,-15.8,52.77,27.83,24.82,73.19,12.82
SIF,"SIFCO Industries, Inc. Common Stock",24.65,99.2,0.0,19.47,13.05,11.52,24.65,3.95
ORKA,"Oruka Therapeutics, Inc. - Common Stock",85.21,99.1,-10.5,68.72,47.91,41.96,95.17,12.6
INTC,Intel Corporation - Common Stock,120.35,99.1,-14.6,113.38,68.5,60.33,140.94,19.31
WYY,WidePoint Corporation Common Stock,15.92,99.1,-21.2,10.84,7.36,7.02,20.2,2.82
VPG,"Vishay Precision Group, Inc. Common Stock",121.59,99.0,-18.9,106.49,64.77,56.98,149.91,25.8
SYRE,"Spyre Therapeutics, Inc. - Common Stock",86.63,99.0,-13.6,77.29,52.08,44.23,100.32,14.82
RLYB,Rallybio Corporation - Common Stock,15.81,98.9,-6.3,14.27,9.25,8.13,16.87,2.58
ALAB,"Astera Labs, Inc. - Common Stock",406.42,98.9,-15.9,304.07,199.76,195.68,483.02,88.57
LQDA,Liquidia Corporation - Common Stock,78.93,98.9,-1.0,58.83,43.94,39.12,79.73,12.06
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,74.01,98.8,-24.5,72.82,67.59,59.38,97.97,7.01
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",318.52,98.8,-10.8,314.3,302.49,257.9,357.13,37.71
STTK,"Shattuck Labs, Inc. - Common Stock",7.05,98.7,-10.5,6.03,5.09,4.34,7.88,0.73
EQ,"Equillium, Inc. - Common Stock",2.91,98.7,-9.1,2.54,1.89,1.75,3.2,0.31
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",300.71,98.7,-10.7,263.69,163.85,145.85,336.9,69.89
RVMD,"Revolution Medicines, Inc. - Common Stock",189.24,98.6,-1.8,154.51,117.03,101.39,192.62,34.7
KOD,Kodiak Sciences Inc - Common Stock,38.54,98.6,-17.0,37.79,31.34,27.6,46.44,3.71
DWSN,Dawson Geophysical Company - Common Stock,5.89,98.6,-1.7,4.14,3.06,2.77,5.99,1.29
