Ticker,Price,52W_High,Pct_From_52W_High,Sector
XHR,21.0,21.0,0.0,Unknown
AAPL,333.74,333.74,0.0,Unknown
ATAI,7.22,7.22,0.0,Unknown
ANSC,11.44,11.44,0.0,Unknown
WTTR,20.33,20.33,0.0,Energy
VSTS,16.5,16.5,0.0,Industrials
VLO,309.65,309.65,0.0,Unknown
UTL,54.55,54.56,-0.0,Unknown
UPS,117.72,117.72,0.0,Industrials
UNP,301.75,301.75,0.0,Industrials
TRGP,282.91,282.91,0.0,Energy
TRNO,75.06,75.08,-0.0,Real Estate
ANDE,79.24,79.24,0.0,Unknown
TRV,368.98,368.98,0.0,Financial Services
SN,154.53,154.53,0.0,Unknown
SPG,228.7,228.7,0.0,Real Estate
STRW,14.15,14.15,0.0,Unknown
TFIN,80.61,80.61,0.0,Financial Services
NTST,22.26,22.26,0.0,Unknown
PACS,46.13,46.13,0.0,Healthcare
OPHC,6.03,6.03,0.0,Unknown
OHI,50.21,50.21,0.0,Unknown
SLF,81.78,81.78,0.0,Unknown
RXO,29.29,29.29,0.0,Industrials
SKT,41.78,41.78,0.0,Real Estate
BJRI,67.49,67.49,0.0,Unknown
RGA,241.79,241.79,0.0,Unknown
RDN,39.38,39.38,0.0,Unknown
PSX,206.86,206.86,0.0,Energy
RHI,41.8,41.8,0.0,Unknown
PINE,21.75,21.75,0.0,Unknown
PK,14.88,14.88,0.0,Unknown
PM,192.98,192.98,0.0,Unknown
PRU,119.07,119.07,0.0,Financial Services
PBF,62.75,62.75,0.0,Energy
PBI,18.51,18.51,0.0,Unknown
PBA,51.29,51.29,0.0,Unknown
PARR,76.25,76.25,0.0,Unknown
MAC,25.92,25.92,0.0,Real Estate
MAN,52.34,52.34,0.0,Unknown
LTC,41.75,41.75,0.0,Unknown
LXP,58.51,58.51,0.0,Real Estate
CAPN,11.1,11.1,0.0,Financial Services
CAKE,85.77,85.77,0.0,Unknown
MFC,43.39,43.39,0.0,Financial Services
MET,94.0,94.0,0.0,Financial Services
MPC,312.6,312.6,0.0,Unknown
NHC,228.16,228.16,0.0,Unknown
NNN,49.59,49.59,0.0,Real Estate
NSC,340.16,340.16,0.0,Industrials
DK,63.25,63.25,0.0,Energy
DINO,88.59,88.59,0.0,Unknown
EPC,29.66,29.66,0.0,Unknown
DNTH,105.6,105.6,0.0,Healthcare
CTRN,64.21,64.21,0.0,Unknown
DVA,236.97,236.97,0.0,Healthcare
CRAQ,10.35,10.35,0.0,Unknown
CPBI,20.2,20.2,0.0,Financial Services
FRT,126.02,126.02,0.0,Real Estate
CNXN,78.97,78.97,0.0,Technology
CLST,17.28,17.28,0.0,Financial Services
CLMT,42.83,42.83,0.0,Unknown
KRG,29.62,29.62,0.0,Real Estate
KOP,49.14,49.14,0.0,Basic Materials
JXN,125.66,125.7,-0.0,Unknown
KIM,26.12,26.12,0.0,Real Estate
GTY,36.25,36.25,0.0,Unknown
HOMB,30.84,30.84,0.0,Unknown
CHRW,208.5,208.5,0.0,Industrials
CLBK,23.42,23.42,0.0,Financial Services
IVT,36.73,36.73,0.0,Real Estate
IOR,20.75,20.75,0.0,Unknown
HSBH,110.32,110.32,0.0,Unknown
HXL,103.81,103.81,0.0,Industrials
HSBC,100.61,100.61,0.0,Financial Services
HR,21.32,21.32,0.0,Real Estate
CSWC,24.3,24.3,0.0,Financial Services
FVR,21.92,21.92,0.0,Real Estate
GEF,76.32,76.32,0.0,Unknown
GKOS,156.83,156.84,-0.0,Unknown
GL,184.76,184.76,0.0,Financial Services
GNW,10.09,10.09,0.0,Financial Services
DHX,4.1,4.1,0.0,Technology
DOC,22.51,22.51,0.0,Real Estate
EAT,189.35,189.35,0.0,Unknown
EG,382.57,382.57,0.0,Unknown
FAF,73.03,73.03,0.0,Financial Services
FR,68.86,68.86,0.0,Real Estate
EVAC,10.23,10.23,0.0,Unknown
EXPD,182.8,182.8,0.0,Industrials
ETON,42.32,42.32,0.0,Unknown
FA,22.35,22.35,0.0,Unknown
BBY,85.41,85.41,0.0,Unknown
AXS,114.78,114.78,0.0,Financial Services
BOH,85.85,85.85,0.0,Financial Services
BRX,32.57,32.57,0.0,Real Estate
ELVN,53.2,53.2,0.0,Healthcare
BNL,22.8,22.8,0.0,Real Estate
CNI,129.03,129.03,0.0,Unknown
CNA,52.27,52.27,0.0,Unknown
CM,121.24,121.24,0.0,Financial Services
CHCT,18.81,18.81,0.0,Real Estate
CBL,55.27,55.28,-0.0,Real Estate
FBRX,48.86,48.86,0.0,Unknown
DSGR,34.5,34.5,0.0,Unknown
DRH,12.55,12.55,0.0,Unknown
EGHA,10.37,10.37,0.0,Financial Services
EA,208.9,208.9,0.0,Communication Services
CNS,84.65,84.65,0.0,Financial Services
CNO,53.59,53.59,0.0,Financial Services
CTRE,42.88,42.88,0.0,Unknown
CTVA,87.3,87.3,0.0,Basic Materials
CVS,107.47,107.47,0.0,Healthcare
CWT,51.88,51.88,0.0,Unknown
ACHC,34.5,34.5,0.0,Unknown
ADPT,22.92,22.92,0.0,Unknown
AFBI,22.74,22.74,0.0,Unknown
KCHV,10.39,10.39,0.0,Unknown
INAC,10.28,10.28,0.0,Unknown
IPCX,10.4,10.4,0.0,Unknown
MRVI,7.24,7.24,0.0,Healthcare
MNPR,111.12,111.12,0.0,Unknown
LINE,44.59,44.59,0.0,Real Estate
MAGH,6.76,6.76,0.0,Unknown
LPBB,10.74,10.74,0.0,Financial Services
LPRO,3.14,3.14,0.0,Unknown
LFST,11.58,11.58,0.0,Unknown
KOYN,10.16,10.16,0.0,Unknown
KRT,38.09,38.09,0.0,Unknown
LAMR,162.32,162.38,-0.0,Real Estate
ITIC,289.22,289.22,0.0,Unknown
VTR,96.1,96.1,0.0,Unknown
WELL,243.25,243.25,0.0,Real Estate
PACH,10.29,10.29,0.0,Financial Services
PESI,17.46,17.46,0.0,Industrials
PECO,44.01,44.01,0.0,Real Estate
HTO,65.43,65.43,0.0,Unknown
HFBL,23.0,23.0,0.0,Unknown
AWR,89.28,89.28,0.0,Utilities
ZD,53.98,53.98,0.0,Communication Services
ADM,85.9,85.9,0.0,Unknown
AFL,124.72,124.72,0.0,Financial Services
AHR,57.16,57.16,0.0,Real Estate
AGL,129.84,129.84,0.0,Healthcare
AMWL,13.23,13.23,0.0,Healthcare
AKR,22.46,22.46,0.0,Unknown
SPEG,10.31,10.31,0.0,Unknown
SION,49.41,49.41,0.0,Unknown
SVCC,10.61,10.61,0.0,Financial Services
TIGO,98.34,98.34,0.0,Unknown
FNWB,12.17,12.17,0.0,Unknown
URGN,40.23,40.23,0.0,Unknown
UYSC,10.78,10.78,0.0,Unknown
ADC,81.12,81.12,0.0,Unknown
WERN,46.04,46.04,0.0,Unknown
TECH,72.12,72.12,0.0,Unknown
SPFI,45.96,45.96,0.0,Financial Services
TOP,2.81,2.81,0.0,Unknown
VALU,41.0,41.0,0.0,Unknown
PANW,358.68,358.68,0.0,Technology
PBYI,8.53,8.53,0.0,Healthcare
HCSG,25.31,25.31,0.0,Healthcare
PNTG,41.95,41.95,0.0,Healthcare
PLTS,17.5,17.5,0.0,Unknown
PGAC,10.69,10.69,0.0,Unknown
PFG,113.95,113.95,0.0,Financial Services
PVLA,157.24,157.24,0.0,Unknown
QUMS,10.26,10.27,-0.0,Unknown
RAPP,42.62,42.62,0.0,Healthcare
PTGX,140.91,140.91,0.0,Unknown
GPRE,19.23,19.23,0.0,Unknown
GSHR,10.48,10.48,0.0,Unknown
REG,82.68,82.68,0.0,Real Estate
GTERA,10.35,10.35,0.0,Unknown
RFAI,11.07,11.07,0.0,Unknown
ROKU,144.43,144.43,0.0,Communication Services
SAIH,13.13,13.13,0.0,Unknown
SCSC,54.79,54.79,0.0,Technology
IPEX,10.54,10.54,0.0,Financial Services
ORIQ,10.33,10.33,0.0,Unknown
OBA,10.26,10.26,0.0,Unknown
NTWO,10.74,10.74,0.0,Financial Services
NMIH,43.01,43.01,0.0,Unknown
NMP,10.3,10.3,-0.0,Unknown
NOEM,10.58,10.58,0.0,Unknown
NPAC,10.4,10.4,-0.0,Financial Services
OYSE,10.31,10.31,0.0,Unknown
CURB,31.64,31.66,-0.1,Real Estate
DRDB,10.57,10.58,-0.1,Financial Services
DTSQ,11.39,11.4,-0.1,Unknown
ACT,46.52,46.55,-0.1,Financial Services
LCCC,10.44,10.45,-0.1,Unknown
POLE,10.79,10.8,-0.1,Financial Services
TAVI,10.67,10.68,-0.1,Financial Services
ELSE,7.7,7.71,-0.1,Unknown
EPR,62.21,62.26,-0.1,Real Estate
CRNX,83.86,83.91,-0.1,Unknown
DMAA,10.67,10.68,-0.1,Unknown
NXP,14.45,14.46,-0.1,Financial Services
PAII,10.23,10.24,-0.1,Unknown
SOUL,10.38,10.39,-0.1,Unknown
TMHC,72.13,72.18,-0.1,Consumer Cyclical
WTG,10.45,10.46,-0.1,Unknown
XMTR,98.54,98.68,-0.1,Industrials
SZZL,10.38,10.39,-0.1,Unknown
PLD,149.79,150.06,-0.2,Real Estate
MTG,29.47,29.52,-0.2,Unknown
BKHA,12.11,12.14,-0.2,Unknown
APGE,134.0,134.29,-0.2,Healthcare
CCII,10.38,10.4,-0.2,Financial Services
NSTS,13.81,13.84,-0.2,Financial Services
KFII,10.58,10.6,-0.2,Financial Services
WENN,10.32,10.34,-0.2,Financial Services
PROV,17.21,17.25,-0.2,Financial Services
ACA,145.01,145.33,-0.2,Unknown
DRTS,13.55,13.57,-0.2,Unknown
ASH,68.64,68.81,-0.2,Unknown
TVAI,10.34,10.36,-0.2,Unknown
VTRS,17.29,17.33,-0.2,Unknown
AACB,10.54,10.57,-0.3,Financial Services
RAMP,37.88,38.01,-0.3,Technology
YETI,51.05,51.21,-0.3,Consumer Cyclical
TRTX,8.75,8.78,-0.3,Real Estate
KFRC,58.56,58.71,-0.3,Unknown
IIPR,64.47,64.67,-0.3,Real Estate
OGN,13.52,13.56,-0.3,Healthcare
DEA,25.56,25.63,-0.3,Real Estate
CSX,50.75,50.89,-0.3,Industrials
FCPT,26.33,26.42,-0.3,Unknown
HIW,33.32,33.41,-0.3,Real Estate
KFY,78.61,78.87,-0.3,Industrials
COPL,10.43,10.46,-0.3,Financial Services
AVNS,24.97,25.05,-0.3,Healthcare
FBLA,15.31,15.35,-0.3,Financial Services
TXRH,197.03,197.55,-0.3,Unknown
FSEA,16.89,16.94,-0.3,Financial Services
SDHI,10.44,10.47,-0.3,Financial Services
QSEA,10.54,10.57,-0.3,Unknown
MBAV,10.88,10.91,-0.3,Financial Services
LWAC,10.25,10.28,-0.3,Financial Services
JAZZ,247.53,248.25,-0.3,Unknown
ALDF,10.7,10.73,-0.3,Unknown
UNF,291.44,292.69,-0.4,Unknown
CCAQ,10.46,10.5,-0.4,Financial Services
SAFE,17.1,17.17,-0.4,Unknown
JACS,10.7,10.74,-0.4,Financial Services
CFBK,33.12,33.26,-0.4,Unknown
FDSB,17.81,17.88,-0.4,Unknown
RANG,10.69,10.73,-0.4,Financial Services
AGM,205.5,206.23,-0.4,Unknown
AFG,141.89,142.46,-0.4,Unknown
CCO,2.42,2.43,-0.4,Unknown
