Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
SNDK,Sandisk Corporation - Common Stock When-Issued,1757.82,100.0,-24.7,1713.67,954.48,761.35,2335.0,40.69
QTTB,Q32 Bio Inc. - Common Stock,18.46,99.9,-13.7,10.5,6.63,5.63,21.38,1.63
ERAS,"Erasca, Inc. - Common Stock",19.5,99.9,-13.2,13.73,12.25,9.82,22.47,1.39
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.39,99.8,-13.3,8.99,5.78,4.77,15.45,1.39
AGL,"agilon health, inc. Common Stock",122.61,99.8,0.0,91.92,42.53,37.07,122.61,7.91
BAND,Bandwidth Inc. - Class A Common Stock,75.77,99.8,-3.4,59.22,30.51,26.72,78.44,12.82
CLYM,"Climb Bio, Inc. - Common Stock",13.24,99.8,-5.4,11.68,7.86,6.37,14.0,1.37
MU,"Micron Technology, Inc. - Common Stock",983.12,99.7,-19.0,916.62,558.94,472.26,1213.37,104.71
EVC,Entravision Communications Corporation Common Stock,11.55,99.7,-14.3,9.5,5.23,4.5,13.48,1.91
ANRO,"Alto Neuroscience, Inc. Common Stock",27.8,99.6,-1.0,23.11,20.74,18.12,28.07,2.57
ATEX,Anterix Inc. - Common Stock,105.77,99.6,-2.3,74.02,46.02,39.64,108.21,17.99
WDC,Western Digital Corporation - Common Stock,563.32,99.6,-24.5,551.65,361.98,306.38,746.23,66.35
CHRN,ChronoScale Holdings Corporation - Common Stock,23.01,99.5,-10.9,18.25,12.21,10.37,25.82,2.98
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",22.7,99.5,-14.4,19.98,11.2,9.67,26.51,3.14
ALMS,Alumis Inc. - Common Stock,27.28,99.4,-10.0,23.89,22.8,18.42,30.3,3.31
PENG,"Penguin Solutions, Inc. - Common Stock",77.8,99.4,-4.4,58.78,33.37,30.56,81.39,16.24
SYRE,"Spyre Therapeutics, Inc. - Common Stock",98.95,99.4,-1.4,80.66,55.12,47.02,100.32,14.82
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),878.31,99.3,-19.7,876.74,556.33,478.71,1093.26,145.39
KOD,Kodiak Sciences Inc - Common Stock,43.26,99.3,-6.8,37.19,32.15,28.6,46.44,4.74
ABSI,Absci Corporation - Common Stock,10.23,99.3,-12.0,7.45,4.59,4.35,11.62,2.3
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,9.28,99.3,-10.2,7.63,4.87,4.34,10.34,1.3
ICHR,Ichor Holdings - Ordinary Shares,94.85,99.2,-15.5,81.14,53.55,44.81,112.28,14.06
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",327.68,99.2,-8.2,313.58,308.91,267.66,357.13,37.71
EQ,"Equillium, Inc. - Common Stock",2.76,99.1,-13.8,2.65,1.98,1.79,3.2,0.37
ORKA,"Oruka Therapeutics, Inc. - Common Stock",87.47,99.1,-8.1,70.83,50.52,44.4,95.17,13.05
DELL,Dell Technologies Inc. Class C Common Stock ,457.54,99.1,-1.8,354.12,214.77,196.72,465.96,110.73
RLYB,Rallybio Corporation - Common Stock,16.01,99.0,-5.1,15.26,9.75,8.52,16.87,3.31
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",308.41,99.0,-8.5,284.04,174.31,153.61,336.9,69.89
ANTX,"AN2 Therapeutics, Inc. - Common Stock",4.76,99.0,-12.8,4.6,3.02,2.57,5.46,1.03
SIF,"SIFCO Industries, Inc. Common Stock",22.86,98.9,-11.1,20.57,13.83,12.08,25.71,4.49
LQDA,Liquidia Corporation - Common Stock,76.49,98.9,-6.1,64.49,46.07,41.02,81.45,14.19
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,75.39,98.8,-23.0,73.08,69.23,61.07,97.97,8.02
UMC,United Microelectronics Corporation (NEW) Common Stock,23.84,98.8,-13.4,20.75,13.24,11.76,27.53,6.47
TNGX,"Tango Therapeutics, Inc. - Common Stock",29.65,98.8,-9.9,26.14,18.74,16.18,32.9,5.91
STTK,"Shattuck Labs, Inc. - Common Stock",6.29,98.7,-20.2,5.93,5.3,4.5,7.88,0.73
ALTO,"Alto Ingredients, Inc. - Common Stock",5.62,98.7,-6.2,5.27,4.07,3.43,5.99,0.92
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,255.49,98.6,-19.4,251.57,181.72,157.74,316.85,44.67
