Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CCG,Cheche Group Inc. - Class A Ordinary Shares,14.01,100.0,-18.6,10.71,4.03,3.24,17.21,0.37
MGRT,Mega Fortune Company Limited - Ordinary Shares,112.0,100.0,-21.2,92.26,70.95,54.87,142.2,3.44
KRSA,"Korsana Biosciences, Inc. - Common Stock",26.2,100.0,0.0,4.21,3.07,2.67,26.2,1.08
CLYM,"Climb Bio, Inc. - Common Stock",15.9,99.8,-10.9,14.09,10.51,8.78,17.84,1.64
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.96,99.8,-9.7,12.83,8.17,6.86,15.46,1.39
XHLD,"TEN Holdings, Inc. - Common Stock",9.38,99.8,-0.4,4.2,2.42,2.3,9.42,0.8
NUAI,"New Era Energy & Digital, Inc. - Common Stock",6.6,99.8,-18.1,5.01,4.89,4.8,8.06,0.33
MRNA,"Moderna, Inc. - Common Stock",140.33,99.7,-19.5,86.96,62.66,55.4,174.38,22.36
ANRO,"Alto Neuroscience, Inc. Common Stock",35.81,99.7,-2.3,30.09,24.46,22.36,36.64,3.56
TXG,"10x Genomics, Inc. - Common Stock",65.6,99.6,0.0,51.45,32.72,29.19,65.6,11.34
MU,"Micron Technology, Inc. - Common Stock",1000.26,99.6,-17.6,935.62,713.87,610.2,1213.37,131.25
SAIH,SAIHEAT Limited - Class A Ordinary Shares,26.22,99.6,0.0,18.31,12.45,11.48,26.22,5.65
FTH,"Faeth Therapeutics, Inc.  - Common Stock",39.2,99.5,-2.1,30.18,25.95,21.86,40.05,7.89
TWST,Twist Bioscience Corporation - Common Stock,128.06,99.5,-16.4,111.48,75.34,65.26,153.1,24.16
QMCO,Quantum Corporation - Common Stock,24.46,99.4,-6.3,15.78,10.51,9.77,26.11,4.31
NVCT,"Nuvectis Pharma, Inc. - Common Stock",23.99,99.4,-15.9,20.93,13.59,12.09,28.53,5.65
