Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
BANL,CBL International Limited - Class B Ordinary Shares,4.56,99.8,-11.6,0.65,0.54,0.54,5.16,0.29
AGL,"agilon health, inc. Common Stock",119.88,99.8,-7.7,102.26,46.79,39.99,129.84,7.91
ERAS,"Erasca, Inc. - Common Stock",19.51,99.8,-13.2,14.84,12.9,10.34,22.47,1.39
CLYM,"Climb Bio, Inc. - Common Stock",12.58,99.7,-10.1,11.91,8.29,6.7,14.0,1.4
BAND,Bandwidth Inc. - Class A Common Stock,64.37,99.6,-17.9,61.88,32.67,28.29,78.44,12.82
EVC,Entravision Communications Corporation Common Stock,10.45,99.6,-22.5,10.13,5.54,4.76,13.48,1.91
MU,"Micron Technology, Inc. - Common Stock",959.48,99.6,-20.9,948.29,584.96,494.23,1213.37,104.71
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",12.08,99.6,-21.8,9.9,6.2,5.09,15.45,1.39
CHRN,ChronoScale Holdings Corporation - Common Stock,25.54,99.6,-13.8,19.86,13.1,11.02,29.63,2.98
ANRO,"Alto Neuroscience, Inc. Common Stock",27.23,99.5,-3.0,23.4,21.26,18.81,28.07,2.8
ATEX,Anterix Inc. - Common Stock,103.99,99.5,-3.9,80.05,49.23,42.04,108.21,17.99
ALMS,Alumis Inc. - Common Stock,28.81,99.5,-4.9,24.33,23.49,19.16,30.3,3.31
SIF,"SIFCO Industries, Inc. Common Stock",26.16,99.4,0.0,21.37,14.5,12.57,26.16,4.49
LQDA,Liquidia Corporation - Common Stock,87.04,99.3,0.0,69.18,47.91,42.74,87.04,16.6
MAAS,Maase Inc. - Class A Ordinary Shares,16.5,99.3,-22.3,13.84,8.83,7.54,21.24,2.86
STTK,"Shattuck Labs, Inc. - Common Stock",7.02,99.3,-10.9,5.98,5.46,4.64,7.88,0.73
SYRE,"Spyre Therapeutics, Inc. - Common Stock",99.17,99.2,-3.4,83.96,57.73,49.51,102.7,14.82
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),908.1,99.2,-16.9,884.65,577.87,496.51,1093.26,145.39
RLYB,Rallybio Corporation - Common Stock,16.62,99.1,-1.7,15.6,10.18,8.88,16.91,3.72
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,84.3,99.1,-14.0,74.16,70.87,62.66,97.97,9.31
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",21.93,99.1,-17.3,20.39,11.76,10.15,26.51,3.14
ORKA,"Oruka Therapeutics, Inc. - Common Stock",92.53,99.1,-2.8,73.72,52.9,46.57,95.17,13.05
ANTX,"AN2 Therapeutics, Inc. - Common Stock",4.89,99.0,-10.4,4.61,3.17,2.67,5.46,1.03
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,8.77,99.0,-15.2,7.96,5.15,4.53,10.34,1.3
DELL,Dell Technologies Inc. Class C Common Stock ,441.8,98.9,-5.0,374.74,225.12,204.4,465.19,110.54
TXG,"10x Genomics, Inc. - Common Stock",47.05,98.9,-0.3,32.96,24.51,22.12,47.2,11.34
KOD,Kodiak Sciences Inc - Common Stock,41.92,98.9,-9.7,37.03,32.84,29.39,46.44,5.58
