Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CCG,Cheche Group Inc. - Class A Ordinary Shares,13.8,100.0,-19.8,12.07,4.47,3.57,17.21,0.37
CTSO,Cytosorbents Corporation - Common Stock,6.06,99.9,-5.5,0.96,0.71,0.7,6.41,0.31
MGRT,Mega Fortune Company Limited - Ordinary Shares,120.0,99.9,-15.6,96.5,74.77,57.71,142.2,3.9
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,9.2,99.9,-15.7,1.68,1.17,1.11,10.91,0.69
XHLD,"TEN Holdings, Inc. - Common Stock",9.43,99.7,-24.7,5.06,2.67,2.49,12.53,0.8
MRNA,"Moderna, Inc. - Common Stock",143.77,99.6,-17.6,93.61,65.97,58.34,174.38,22.36
TXG,"10x Genomics, Inc. - Common Stock",74.39,99.6,0.0,54.51,34.41,30.47,74.39,11.34
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",9.87,99.5,0.0,6.56,4.71,4.16,9.87,1.81
ETS,Elite Express Holding Inc. - Class A Common Stock,1.89,99.4,0.0,1.03,0.73,0.69,1.89,0.43
TJGC,TJGC Group Limited - Class A Ordinary Shares,10.99,99.4,-4.7,6.15,4.54,4.16,11.53,1.5
TWST,Twist Bioscience Corporation - Common Stock,138.1,99.4,-9.8,114.48,78.1,67.82,153.1,25.45
PLSE,"Pulse Biosciences, Inc - Common Stock",55.2,99.4,0.0,40.89,28.89,25.28,55.2,12.66
MAAS,Maase Inc. - Class A Ordinary Shares,17.01,99.3,-19.9,16.9,11.75,10.08,21.24,2.86
DELL,Dell Technologies Inc. Class C Common Stock ,543.51,99.3,-4.2,454.19,312.33,265.29,567.29,110.54
FTH,"Faeth Therapeutics, Inc.  - Common Stock",35.37,99.3,-11.7,31.54,26.9,22.57,40.05,7.89
MU,"Micron Technology, Inc. - Common Stock",926.55,99.2,-23.6,926.2,736.71,632.43,1213.37,156.58
CDNA,"CareDx, Inc. - Common Stock",52.64,99.2,0.0,43.34,28.28,26.09,52.64,14.02
QMCO,Quantum Corporation - Common Stock,23.83,99.1,-8.7,17.31,11.22,10.26,26.11,4.31
NVCT,"Nuvectis Pharma, Inc. - Common Stock",21.92,98.9,-23.2,21.11,14.06,12.52,28.53,5.65
TOP,TOP Financial Group Limited - Class A Ordinary Shares,15.28,98.9,-8.7,12.51,7.5,6.95,16.73,3.11
VNCE,Vince Holding Corp. - Common Stock,8.44,98.8,0.0,6.4,4.77,4.39,8.44,1.99
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,6.98,98.8,-22.2,6.67,4.52,4.12,8.97,1.47
RCEL,"Avita Medical, Inc. - Common Stock",10.21,98.8,-8.8,7.35,5.37,4.95,11.2,3.27
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",54.93,98.8,-14.7,50.24,34.05,29.51,64.43,14.35
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",33.15,98.7,-16.4,25.99,18.73,17.42,39.66,11.38
BDSX,"Biodesix, Inc. - Common Stock",27.7,98.7,-9.5,23.78,17.99,15.57,30.6,5.46
SAIH,SAIHEAT Limited - Class A Ordinary Shares,24.06,98.7,-8.2,19.51,13.02,11.9,26.22,5.93
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,14.87,98.6,-1.1,13.56,10.22,9.11,15.03,3.47
RVMD,"Revolution Medicines, Inc. - Common Stock",204.86,98.5,-7.4,198.86,153.45,138.06,221.15,42.51
CLMT,"Calumet, Inc - Common Stock",58.01,98.5,0.0,46.55,37.02,32.96,58.01,17.68
BOLD,"Boundless Bio, Inc. - Common Stock",2.81,98.4,-6.3,2.7,1.85,1.69,3.0,1.05
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,17.6,98.4,-15.0,17.06,14.96,12.75,20.7,3.01
IMMX,"Immix Biopharma, Inc. - Common Stock",12.14,98.4,-16.1,11.29,9.85,8.76,14.47,1.96
ECO,Okeanis Eco Tankers Corp. Common Stock,82.73,98.4,0.0,59.96,50.02,45.43,82.73,24.17
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,9.38,98.3,-9.3,9.08,6.9,5.74,10.34,1.3
OMER,Omeros Corporation - Common Stock,17.34,98.3,-10.6,14.7,12.64,12.46,19.39,4.03
OABI,"OmniAb, Inc. - Common Stock",4.35,98.3,-13.7,3.2,2.35,2.24,5.04,1.36
GLBS,Globus Maritime Limited - Common Stock,3.8,98.3,-1.3,3.32,2.54,2.32,3.85,1.04
PAYS,"Paysign, Inc. - Common Stock",11.82,98.2,-16.4,11.29,7.58,6.89,14.14,3.18
UMC,United Microelectronics Corporation (NEW) Common Stock,22.53,98.2,-18.1,20.43,16.58,14.63,27.53,6.71
PBF,PBF Energy Inc. Class A Common Stock,74.72,98.1,-4.6,67.25,49.98,45.12,78.3,25.55
AMWL,American Well Corporation Class A Common Stock,13.67,98.1,-1.4,11.87,8.5,7.52,13.87,3.78
DK,"Delek US Holdings, Inc. Common Stock",79.16,98.0,0.0,66.78,50.93,45.98,79.16,26.26
RNG,"RingCentral, Inc. Class A Common Stock",72.43,97.9,-5.1,58.53,45.3,41.02,76.36,24.69
LITE,Lumentum Holdings Inc. - Common Stock,838.96,97.9,-20.3,830.73,816.33,704.77,1053.09,149.61
