Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CCG,Cheche Group Inc. - Class A Ordinary Shares,13.4,100.0,-12.9,4.26,1.93,1.69,15.39,0.37
PRPL,"Purple Innovation, Inc. - Common Stock",9.1,99.9,-6.7,2.73,1.34,1.19,9.75,0.29
OPAD,Offerpad Solutions Inc. Class A Common Stock,4.74,99.7,-23.9,4.41,2.06,2.01,6.23,0.58
FBRX,"Forte Biosciences, Inc.  - Common Stock",76.82,99.6,-0.2,38.47,31.52,28.34,76.98,10.18
ERAS,"Erasca, Inc. - Common Stock",18.12,99.6,-19.4,16.78,14.19,11.38,22.47,1.4
CLYM,"Climb Bio, Inc. - Common Stock",13.54,99.6,-3.3,12.36,9.01,7.4,14.0,1.61
MAAS,Maase Inc. - Class A Ordinary Shares,20.7,99.5,-2.5,15.85,9.98,8.52,21.24,2.86
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.91,99.5,-2.8,4.82,3.54,2.94,6.08,1.03
DMRA,"Damora Therapeutics, Inc. - Ordinary Shares",29.54,99.4,-13.5,26.52,25.87,24.35,34.14,2.58
ORKA,"Oruka Therapeutics, Inc. - Common Stock",105.14,99.4,0.0,82.71,58.54,51.16,105.14,13.05
BFLY,"Butterfly Network, Inc. Class A Common Stock",9.7,99.4,0.0,7.02,5.11,4.55,9.7,1.33
SYRE,"Spyre Therapeutics, Inc. - Common Stock",105.33,99.3,0.0,91.24,63.67,54.8,105.33,14.82
EVC,Entravision Communications Corporation Common Stock,11.7,99.3,-13.2,10.8,6.26,5.36,13.48,1.91
TXG,"10x Genomics, Inc. - Common Stock",58.57,99.3,0.0,39.55,27.3,24.48,58.57,11.34
TWST,Twist Bioscience Corporation - Common Stock,124.88,99.2,0.0,89.39,62.88,54.97,124.88,24.16
ANRO,"Alto Neuroscience, Inc. Common Stock",28.29,99.2,-1.3,24.89,22.06,20.17,28.67,3.06
STTK,"Shattuck Labs, Inc. - Common Stock",7.14,99.2,-9.8,6.22,5.8,4.97,7.92,0.74
AEHR,Aehr Test Systems - Common Stock,106.2,99.2,-8.9,91.63,66.08,55.32,116.58,17.38
ATEX,Anterix Inc. - Common Stock,92.79,99.1,-14.2,89.62,55.65,46.89,108.21,17.99
APPS,"Digital Turbine, Inc. - Common Stock",14.39,99.1,0.0,10.0,6.08,5.9,14.39,2.82
ALMS,Alumis Inc. - Common Stock,27.53,99.1,-9.1,25.61,24.94,20.65,30.3,3.95
YARW,"Yarrow Bioscience, Inc. - Common Stock",41.97,99.0,0.0,23.1,19.15,17.27,41.97,8.1
BLZE,"Backblaze, Inc. - Common Stock",19.27,99.0,-2.6,12.76,7.38,7.04,19.79,3.31
LQDA,Liquidia Corporation - Common Stock,91.03,98.9,0.0,76.52,52.5,46.9,91.03,20.45
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,7.79,98.9,-0.1,5.24,3.81,3.41,7.8,1.47
RVMD,"Revolution Medicines, Inc. - Common Stock",206.97,98.9,0.0,176.91,136.14,119.82,206.97,34.7
RLAY,"Relay Therapeutics, Inc. - Common Stock",19.94,98.8,-3.9,17.7,13.17,11.74,20.75,3.22
SAIH,SAIHEAT Limited - Class A Ordinary Shares,22.5,98.7,0.0,13.73,10.52,9.93,22.5,5.65
MBX,"MBX Biosciences, Inc. - Common Stock",66.15,98.7,-6.4,52.14,39.7,36.55,70.7,9.74
DELL,Dell Technologies Inc. Class C Common Stock ,457.88,98.7,-2.0,418.31,251.37,222.63,467.27,110.54
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",111.8,98.7,-0.7,95.27,78.57,68.87,112.64,18.76
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,9.19,98.6,-11.1,8.39,5.77,4.96,10.34,1.3
CDNA,"CareDx, Inc. - Common Stock",47.07,98.6,-1.6,31.3,23.41,21.9,47.85,11.57
RLYB,Rallybio Corporation - Common Stock,16.61,98.5,-1.8,16.03,11.07,9.65,16.91,3.98
PRLD,Prelude Therapeutics Incorporated - Common Stock,4.83,98.5,-12.5,4.38,3.69,3.22,5.52,0.83
NESR,National Energy Services Reunited Corp - Ordinary Shares,35.79,98.4,0.0,26.94,23.84,21.37,35.79,6.65
VSXY,Victorias Secret & Co. Common Stock ,99.97,98.4,0.0,81.58,62.99,57.99,99.97,21.12
FTH,"Faeth Therapeutics, Inc.  - Common Stock",28.57,98.4,-21.0,23.57,22.84,19.4,36.16,7.49
FSLY,"Fastly, Inc. - Class A Common Stock",27.75,98.4,-17.2,19.83,19.52,17.22,33.5,6.74
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,13.6,98.3,0.0,11.53,8.96,7.79,13.6,3.06
ALOT,"AstroNova, Inc. - Common Stock",28.88,98.3,-0.2,25.31,15.64,13.82,28.95,7.01
MKDW,MKDWELL Tech Inc. - Ordinary Shares,11.7,98.2,-2.5,10.61,6.83,6.56,12.0,1.95
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",11.22,98.2,-16.2,9.36,7.63,6.7,13.39,2.28
TOP,TOP Financial Group Limited - Class A Ordinary Shares,11.62,98.2,-17.3,8.74,5.99,5.88,14.05,3.11
FTK,"Flotek Industries, Inc. Common Stock",37.62,98.1,0.0,25.03,19.83,18.86,37.62,11.04
PACS,"PACS Group, Inc. Common Stock",48.45,98.1,0.0,41.83,38.04,34.77,48.45,7.71
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,84.74,98.1,-13.5,77.6,74.45,65.51,97.97,15.25
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,252.55,98.1,-20.3,244.88,195.91,172.82,316.85,46.1
MNST,Monster Beverage Corporation - Common Stock,91.43,98.1,0.0,47.99,42.39,40.88,91.43,30.86
PAYS,"Paysign, Inc. - Common Stock",12.53,98.0,0.0,8.38,6.08,5.88,12.53,3.18
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",6.4,98.0,0.0,4.45,3.74,3.39,6.4,1.81
PSNL,"Personalis, Inc. - Common Stock",14.5,97.9,-8.2,12.42,9.29,9.18,15.79,4.5
KOD,Kodiak Sciences Inc - Common Stock,43.4,97.9,-6.5,38.39,34.14,31.2,46.44,7.9
ABSI,Absci Corporation - Common Stock,9.01,97.9,-22.5,8.5,5.17,4.76,11.62,2.3
VNCE,Vince Holding Corp. - Common Stock,6.49,97.8,-17.5,6.15,4.19,3.92,7.87,1.42
FET,"Forum Energy Technologies, Inc. Common Stock",78.42,97.8,0.0,54.58,54.12,48.71,78.42,21.89
APGE,"Apogee Therapeutics, Inc. - Common Stock",134.65,97.8,-0.1,119.23,91.28,85.32,134.84,34.65
PLSE,"Pulse Biosciences, Inc - Common Stock",41.51,97.8,-2.1,29.24,23.12,21.01,42.41,12.66
LCUT,"Lifetime Brands, Inc. - Common Stock",9.27,97.7,-0.6,8.59,6.25,5.59,9.32,2.91
NDLS,Noodles & Company - Class A Common Stock,16.09,97.7,-13.6,14.12,9.92,8.9,18.62,3.9
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",59.42,97.7,-2.8,48.71,38.75,33.96,61.11,15.14
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",88.33,97.7,-1.4,79.97,71.21,66.68,89.59,16.42
BDSX,"Biodesix, Inc. - Common Stock",24.86,97.6,0.0,19.7,15.17,13.22,24.86,5.46
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",84.15,97.6,0.0,59.74,48.0,47.25,84.15,26.85
GLBS,Globus Maritime Limited - Common Stock,3.39,97.6,0.0,2.77,2.19,1.99,3.39,1.0
AMWL,American Well Corporation Class A Common Stock,13.58,97.5,0.0,10.02,7.2,6.52,13.58,3.78
IMMX,"Immix Biopharma, Inc. - Common Stock",10.13,97.5,-15.7,9.38,8.6,7.6,12.02,1.96
UMAC,"Unusual Machines, Inc. Common Stock",27.14,97.5,-18.8,22.64,17.65,15.98,33.42,7.76
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",43.67,97.4,-10.9,37.44,26.93,24.45,49.03,14.35
BOLD,"Boundless Bio, Inc. - Common Stock",2.82,97.4,-2.4,2.18,1.58,1.49,2.89,1.05
FRD,Friedman Industries Inc. - Common Stock,43.47,97.4,-1.0,32.93,23.85,22.99,43.91,15.93
HPE,Hewlett Packard Enterprise Company Common Stock,54.68,97.3,-2.3,47.87,32.56,30.16,55.99,19.72
OVID,Ovid Therapeutics Inc. - Common Stock,2.62,97.1,-11.5,2.46,2.25,2.06,2.96,0.51
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",5.9,97.0,-7.2,5.14,4.24,3.86,6.36,1.63
LFST,"LifeStance Health Group, Inc. - Common Stock",11.9,97.0,0.0,9.93,8.02,7.58,11.9,4.37
PGEN,"Precigen, Inc. - Common Stock",7.0,97.0,-3.2,5.25,4.5,4.37,7.23,1.74
MEI,"Methode Electronics, Inc. Common Stock",16.37,96.9,-15.4,14.6,10.06,9.26,19.36,5.0
TVTX,"Travere Therapeutics, Inc. - Common Stock",60.89,96.8,-3.0,54.8,40.93,39.34,62.76,16.94
SPHR,Sphere Entertainment Co. Class A Common Stock,162.49,96.8,-6.1,149.6,127.17,115.61,173.03,38.7
OABI,"OmniAb, Inc. - Common Stock",3.39,96.7,0.0,2.29,1.95,1.91,3.39,1.36
PVLA,"Palvella Therapeutics, Inc. - Common Stock",152.22,96.7,-3.5,133.97,119.16,111.81,157.77,40.9
COGT,"Cogent Biosciences, Inc. - Common Stock",41.53,96.6,-3.1,37.46,36.69,35.5,42.84,10.93
INNV,InnovAge Holding Corp. - Common Stock,10.9,96.6,-10.0,10.32,8.53,7.7,12.11,3.23
PANW,"Palo Alto Networks, Inc. - Common Stock",385.04,96.6,0.0,318.5,225.72,218.97,385.04,141.67
GH,"Guardant Health, Inc. - Common Stock",167.21,96.5,-2.1,146.96,114.53,110.2,170.77,54.23
PBF,PBF Energy Inc. Class A Common Stock,66.29,96.5,-9.3,52.03,43.28,40.51,73.1,21.17
URGN,UroGen Pharma Ltd. - Ordinary Shares,46.31,96.5,-1.4,36.5,26.82,25.89,46.96,16.42
FATE,"Fate Therapeutics, Inc. - Common Stock",2.76,96.4,-11.3,2.48,1.76,1.6,3.11,0.92
SEPN,"Septerna, Inc. - Common Stock",38.85,96.4,-1.7,34.38,28.78,27.72,39.53,10.93
