Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
AGL,"agilon health, inc. Common Stock",107.6,99.9,-9.8,81.39,38.61,34.49,119.25,7.91
RXT,"Rackspace Technology, Inc. - Common Stock",6.43,99.9,-14.7,4.85,2.4,2.15,7.53,0.41
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",23.4,99.8,-11.8,19.8,10.44,9.15,26.51,3.14
ERAS,"Erasca, Inc. - Common Stock",18.85,99.8,-16.1,13.33,11.63,9.31,22.47,1.39
CLYM,"Climb Bio, Inc. - Common Stock",13.27,99.7,-0.7,11.15,7.39,6.04,13.36,1.26
EVC,Entravision Communications Corporation Common Stock,12.58,99.7,-6.7,8.55,4.87,4.22,13.48,1.91
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.94,99.7,-9.8,7.97,5.31,4.42,15.45,1.39
QTTB,Q32 Bio Inc. - Common Stock,12.86,99.6,-9.0,9.37,6.14,5.23,14.14,1.36
ANRO,"Alto Neuroscience, Inc. Common Stock",26.22,99.6,-6.6,22.86,20.19,17.43,28.07,2.28
BE,Bloom Energy Corporation Class A Common Stock,295.05,99.6,-14.7,280.62,186.83,165.96,345.85,24.24
FCEL,"FuelCell Energy, Inc. - Common Stock",29.73,99.6,-17.4,19.69,11.74,10.87,36.01,3.92
MU,"Micron Technology, Inc. - Common Stock",984.75,99.6,-18.9,862.03,529.87,448.35,1213.56,104.73
ALMS,Alumis Inc. - Common Stock,27.27,99.5,-9.0,23.37,21.96,17.68,29.98,3.31
WDC,Western Digital Corporation - Common Stock,577.46,99.5,-22.6,533.32,345.97,292.79,746.23,63.85
ATEX,Anterix Inc. - Common Stock,106.04,99.5,-2.0,67.12,42.67,37.19,108.21,17.99
ICHR,Ichor Holdings - Ordinary Shares,95.67,99.4,-14.8,78.15,50.52,42.57,112.28,14.06
ABSI,Absci Corporation - Common Stock,11.54,99.4,-0.7,6.7,4.29,4.1,11.62,2.3
BAND,Bandwidth Inc. - Class A Common Stock,60.67,99.3,-17.1,53.51,28.14,25.05,73.19,12.82
SIF,"SIFCO Industries, Inc. Common Stock",25.36,99.3,0.0,19.68,13.18,11.62,25.36,3.95
INTC,Intel Corporation - Common Stock,122.2,99.2,-13.3,114.52,69.07,60.82,140.94,19.31
