Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
CCG,Cheche Group Inc. - Class A Ordinary Shares,13.08,100.0,0.0,2.13,1.23,1.17,13.08,0.37
PRPL,"Purple Innovation, Inc. - Common Stock",7.93,99.9,-3.5,1.38,0.9,0.87,8.22,0.29
BANL,CBL International Limited - Class B Ordinary Shares,4.8,99.8,-7.0,1.1,0.69,0.64,5.16,0.29
FBRX,"Forte Biosciences, Inc.  - Common Stock",76.53,99.7,-0.2,29.57,28.86,25.79,76.65,9.61
ERAS,"Erasca, Inc. - Common Stock",17.72,99.7,-21.1,15.66,13.4,10.75,22.47,1.39
SIF,"SIFCO Industries, Inc. Common Stock",26.76,99.6,0.0,22.08,15.14,13.04,26.76,4.49
CLYM,"Climb Bio, Inc. - Common Stock",12.11,99.6,-13.5,12.05,8.56,6.97,14.0,1.4
EVC,Entravision Communications Corporation Common Stock,11.04,99.6,-18.1,10.37,5.8,4.98,13.48,1.91
SYRE,"Spyre Therapeutics, Inc. - Common Stock",97.87,99.5,-4.7,86.4,59.96,51.58,102.7,14.82
MAAS,Maase Inc. - Class A Ordinary Shares,18.36,99.5,-13.6,14.59,9.25,7.89,21.24,2.86
ATEX,Anterix Inc. - Common Stock,88.2,99.4,-18.5,83.83,51.63,43.82,108.21,17.99
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.02,99.4,-8.1,4.65,3.3,2.76,5.46,1.03
ALMS,Alumis Inc. - Common Stock,26.38,99.4,-12.9,24.68,24.03,19.73,30.3,3.95
STTK,"Shattuck Labs, Inc. - Common Stock",6.76,99.4,-14.2,6.01,5.59,4.75,7.88,0.73
ANRO,"Alto Neuroscience, Inc. Common Stock",26.72,99.3,-4.8,23.74,21.55,19.33,28.07,3.05
LQDA,Liquidia Corporation - Common Stock,86.82,99.3,-2.5,72.17,49.65,44.32,89.03,17.68
ORKA,"Oruka Therapeutics, Inc. - Common Stock",88.07,99.2,-7.5,76.39,54.93,48.29,95.17,13.05
MBX,"MBX Biosciences, Inc. - Common Stock",63.96,99.2,-2.7,46.46,37.82,34.44,65.71,9.74
DMRA,"Damora Therapeutics, Inc. - Ordinary Shares",28.33,99.2,-17.0,25.77,25.75,23.6,34.14,2.58
RLYB,Rallybio Corporation - Common Stock,15.96,99.1,-5.6,15.81,10.51,9.18,16.91,3.72
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",48.13,99.0,0.0,35.36,25.38,23.36,48.13,14.13
TXG,"10x Genomics, Inc. - Common Stock",46.32,99.0,-3.6,35.53,25.54,22.99,48.06,11.34
PRLD,Prelude Therapeutics Incorporated - Common Stock,4.71,99.0,-14.7,4.31,3.58,3.08,5.52,0.78
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,82.54,98.9,-15.7,75.28,72.19,63.71,97.97,12.0
RVMD,"Revolution Medicines, Inc. - Common Stock",180.92,98.9,-6.1,169.85,130.0,114.03,192.62,34.7
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",104.09,98.9,-1.5,91.66,74.94,65.89,105.72,18.76
ALOT,"AstroNova, Inc. - Common Stock",28.68,98.9,-0.6,22.99,14.55,13.05,28.84,7.01
RLAY,"Relay Therapeutics, Inc. - Common Stock",18.37,98.9,-11.5,16.72,12.58,11.22,20.75,3.22
PACS,"PACS Group, Inc. Common Stock",46.47,98.7,-1.3,40.44,37.6,33.41,47.08,7.71
FTH,"Faeth Therapeutics, Inc.  - Common Stock",28.93,98.7,-20.0,22.16,21.94,18.85,36.16,6.8
VSXY,Victorias Secret & Co. Common Stock ,89.13,98.7,-0.2,75.11,60.98,55.51,89.31,18.72
BIOA,"BioAge Labs, Inc. - Common Stock",22.19,98.6,-11.6,20.31,19.0,16.41,25.1,4.12
BDSX,"Biodesix, Inc. - Common Stock",20.38,98.5,-16.8,18.46,14.33,12.6,24.5,5.46
BFLY,"Butterfly Network, Inc. Class A Common Stock",7.1,98.5,-20.3,6.37,4.86,4.3,8.91,1.33
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",86.22,98.5,-2.8,78.28,70.24,64.69,88.7,15.7
VNCE,Vince Holding Corp. - Common Stock,6.22,98.4,-21.0,5.77,4.07,3.77,7.87,1.42
APGE,"Apogee Therapeutics, Inc. - Common Stock",134.2,98.4,-0.1,110.54,88.21,82.12,134.29,34.65
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,11.18,98.4,-17.6,11.17,8.55,7.44,13.57,2.9
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",83.88,98.3,-0.0,52.11,46.08,45.63,83.91,26.85
TOP,TOP Financial Group Limited - Class A Ordinary Shares,2.11,98.3,-24.9,1.56,1.14,1.14,2.81,0.62
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,9.17,98.3,-11.3,8.1,5.38,4.7,10.34,1.3
VSTS,Vestis Corporation Common Stock,14.92,98.2,-9.6,13.8,9.91,8.89,16.5,4.06
MKDW,MKDWELL Tech Inc. - Ordinary Shares,11.42,98.1,-4.8,9.96,6.47,6.34,12.0,1.95
KOD,Kodiak Sciences Inc - Common Stock,40.01,98.1,-13.8,37.23,33.36,30.06,46.44,6.58
SAIH,SAIHEAT Limited - Class A Ordinary Shares,19.2,98.1,0.0,12.38,9.96,9.51,19.2,5.65
CDNA,"CareDx, Inc. - Common Stock",35.41,98.0,-12.2,27.52,22.04,20.69,40.34,11.57
TVTX,"Travere Therapeutics, Inc. - Common Stock",55.56,98.0,-5.9,52.52,39.82,38.05,59.03,15.45
DK,"Delek US Holdings, Inc. Common Stock",64.92,98.0,-3.4,51.39,42.08,40.66,67.19,19.43
BTSG,"BrightSpring Health Services, Inc. - Common Stock",69.37,98.0,-4.9,65.61,50.49,46.27,72.91,19.36
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,29.75,97.9,0.0,24.86,20.25,18.28,29.75,11.45
INNV,InnovAge Holding Corp. - Common Stock,11.47,97.9,-5.3,9.72,8.23,7.47,12.11,3.13
GH,"Guardant Health, Inc. - Common Stock",144.07,97.8,-15.6,139.7,111.37,106.37,170.77,40.98
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",80.92,97.8,0.0,57.89,50.08,47.59,80.92,30.06
NDLS,Noodles & Company - Class A Common Stock,15.94,97.8,0.0,13.09,9.26,8.4,15.94,3.9
