Ticker,Price,52W_High,Pct_From_52W_High,Sector
WTS,355.03,355.03,0.0,Unknown
WST,340.41,340.41,0.0,Healthcare
WSM,235.66,235.66,0.0,Unknown
WNC,13.1,13.1,0.0,Industrials
WELL,221.43,221.43,0.0,Real Estate
AMAL,45.5,45.5,0.0,Financial Services
ALRS,30.61,30.61,0.0,Financial Services
ALKS,50.45,50.45,0.0,Unknown
AFBI,22.59,22.59,0.0,Unknown
ADAM,9.32,9.32,0.0,Unknown
ACT,44.25,44.25,0.0,Financial Services
ACNB,58.37,58.37,0.0,Financial Services
ABSI,10.07,10.07,0.0,Unknown
VIK,103.05,103.05,0.0,Unknown
UYSC,10.7,10.7,0.0,Unknown
BATRA,56.16,56.16,0.0,Communication Services
BANR,67.61,67.61,0.0,Financial Services
TRV,320.74,320.74,0.0,Financial Services
TMP,92.94,92.94,0.0,Financial Services
TMHC,71.93,71.95,-0.0,Consumer Cyclical
TGT,141.2,141.2,0.0,Consumer Defensive
TEX,70.1,70.1,0.0,Industrials
SPG,222.15,222.15,0.0,Real Estate
SPB,86.21,86.21,0.0,Consumer Defensive
SOUL,10.36,10.36,0.0,Unknown
BOLD,2.6,2.6,0.0,Unknown
SMBC,74.41,74.41,0.0,Unknown
SLDB,9.25,9.25,0.0,Healthcare
SIGI,95.39,95.39,0.0,Financial Services
SFNC,22.7,22.7,0.0,Financial Services
RNST,43.29,43.29,0.0,Financial Services
RL,414.25,414.25,0.0,Unknown
BMGL,7.03,7.03,0.0,Unknown
BLZE,11.97,11.97,0.0,Unknown
BGC,12.65,12.65,0.0,Financial Services
BFST,30.15,30.15,0.0,Financial Services
SNA,392.14,392.14,0.0,Industrials
SMBK,46.21,46.21,0.0,Financial Services
SILA,30.33,30.34,-0.0,Unknown
SI,19.77,19.77,0.0,Unknown
SEG,27.02,27.02,0.0,Unknown
CARE,32.5,32.5,0.0,Unknown
BCAL,20.62,20.62,0.0,Financial Services
BATRK,51.66,51.66,0.0,Communication Services
PRK,180.83,180.83,0.0,Financial Services
CNOB,33.37,33.37,0.0,Financial Services
CLYM,12.75,12.75,0.0,Healthcare
CAKE,78.17,78.17,0.0,Unknown
CADL,9.27,9.27,0.0,Healthcare
CACC,602.14,602.14,0.0,Unknown
CAC,53.17,53.17,0.0,Financial Services
BWFG,57.78,57.78,0.0,Unknown
BWB,20.53,20.53,0.0,Financial Services
BVFL,21.32,21.32,0.0,Unknown
BUSE,29.25,29.25,0.0,Financial Services
BTSG,67.61,67.61,0.0,Unknown
BSRR,40.66,40.68,-0.0,Financial Services
BPOP,165.65,165.65,0.0,Financial Services
SBSI,34.9,34.9,0.0,Financial Services
PINE,20.18,20.18,0.0,Unknown
CENTA,39.54,39.54,0.0,Consumer Defensive
CENT,45.15,45.15,0.0,Unknown
CDNA,27.13,27.13,0.0,Unknown
CCNE,33.57,33.57,0.0,Financial Services
CCIX,10.88,10.88,0.0,Financial Services
CCBG,48.56,48.56,0.0,Unknown
CATY,61.62,61.62,0.0,Financial Services
CASS,50.92,50.92,0.0,Unknown
RFL,2.79,2.79,0.0,Unknown
RCUS,28.8,28.8,0.0,Unknown
RAL,72.2,72.2,0.0,Technology
PRSU,53.45,53.45,0.0,Unknown
OFG,48.51,48.51,0.0,Financial Services
ODC,98.96,98.96,0.0,Basic Materials
OBK,51.41,51.41,0.0,Financial Services
NHC,202.81,202.81,0.0,Unknown
CLOV,5.21,5.21,0.0,Unknown
CIVB,28.0,28.0,0.0,Financial Services
CINF,178.45,178.45,0.0,Financial Services
CHMG,74.4,74.4,0.0,Financial Services
CHEF,95.63,95.63,0.0,Unknown
CHCO,131.31,131.31,0.0,Financial Services
CFFN,8.39,8.39,0.0,Financial Services
CFFI,81.45,81.45,0.0,Financial Services
PRG,41.32,41.32,0.0,Industrials
PRA,25.0,25.0,0.0,Financial Services
PNW,105.37,105.37,0.0,Utilities
NBHC,44.56,44.56,0.0,Financial Services
NAT,6.47,6.47,0.0,Energy
MYE,29.72,29.72,0.0,Unknown
MTH,82.39,82.39,0.0,Unknown
MSGE,76.51,76.51,0.0,Communication Services
MLR,50.79,50.79,0.0,Unknown
CTBI,70.94,70.94,0.0,Financial Services
CRAQ,10.29,10.29,0.0,Unknown
CPRX,31.42,31.42,0.0,Unknown
CPBI,18.9,18.9,0.0,Financial Services
COFS,33.09,33.09,0.0,Financial Services
PAG,183.44,183.48,-0.0,Consumer Cyclical
PACK,7.64,7.64,0.0,Consumer Cyclical
OPLN,39.41,39.41,0.0,Consumer Cyclical
OGN,13.48,13.48,0.0,Healthcare
MHO,158.83,158.83,0.0,Unknown
MCY,106.99,106.99,0.0,Unknown
MCB,97.48,97.48,0.0,Financial Services
MAS,78.05,78.05,0.0,Industrials
MAC,25.41,25.41,0.0,Real Estate
M,25.34,25.34,0.0,Consumer Cyclical
LZB,41.85,41.85,0.0,Consumer Cyclical
FENC,10.4,10.4,0.0,Healthcare
DNLI,24.82,24.82,0.0,Healthcare
DMAA,10.64,10.64,0.0,Unknown
DAVE,323.22,323.22,0.0,Unknown
CZFS,71.0,71.0,0.0,Financial Services
CYTK,81.2,81.2,0.0,Unknown
CWBC,26.87,26.87,0.0,Financial Services
CVBF,22.05,22.05,0.0,Financial Services
FBLA,14.93,14.93,0.0,Financial Services
FBIZ,62.44,62.44,0.0,Financial Services
EWTX,42.3,42.3,0.0,Unknown
LTH,38.87,38.87,0.0,Unknown
KEY,23.12,23.12,0.0,Financial Services
IVT,35.46,35.46,0.0,Real Estate
INN,6.71,6.71,0.0,Unknown
FNLC,34.1,34.1,0.0,Financial Services
EVRG,85.82,85.82,0.0,Utilities
EFSC,65.53,65.53,0.0,Financial Services
ECPG,87.07,87.07,0.0,Financial Services
EBMT,23.76,23.76,0.0,Financial Services
EA,204.52,204.52,0.0,Communication Services
TWIN,22.37,22.37,0.0,Unknown
TVTX,57.69,57.69,0.0,Unknown
TSBK,44.61,44.61,0.0,Financial Services
SBFG,23.81,23.81,0.0,Financial Services
RVMD,169.77,169.77,0.0,Healthcare
RLAY,18.02,18.02,0.0,Unknown
TRMK,46.03,46.03,0.0,Financial Services
THFF,76.12,76.12,0.0,Financial Services
TFSL,17.04,17.04,0.0,Financial Services
