Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
BANL,CBL International Limited - Class B Ordinary Shares,15.24,100.0,-5.3,5.05,2.0,1.61,16.1,0.29
CCG,Cheche Group Inc. - Class A Ordinary Shares,15.5,100.0,-9.9,9.22,3.55,2.88,17.21,0.37
NRDY,Nerdy Inc. Class A Common Stock,10.01,99.8,-20.7,4.89,2.23,1.95,12.63,0.73
LGVN,Longeveron Inc. - Class A Common stock,6.9,99.8,0.0,0.95,0.84,0.78,6.9,0.48
BRCC,BRC Inc. Class A Common Stock,8.04,99.6,-6.2,1.82,1.29,1.26,8.57,0.62
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,4.12,99.5,-17.1,2.08,1.11,1.06,4.97,0.47
XHLD,"TEN Holdings, Inc. - Common Stock",9.09,99.5,-2.3,3.4,2.2,2.15,9.3,0.8
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.34,99.4,-13.7,12.44,7.84,6.56,15.46,1.39
MRNA,"Moderna, Inc. - Common Stock",140.34,99.3,-19.5,78.32,59.22,52.33,174.38,22.36
TJGC,TJGC Group Limited - Class A Ordinary Shares,10.08,99.2,0.0,4.94,4.03,3.78,10.08,1.5
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.55,99.2,-11.6,5.25,4.0,3.29,6.28,1.03
ANRO,"Alto Neuroscience, Inc. Common Stock",35.38,99.0,-3.1,28.99,23.79,21.8,36.53,3.51
TWST,Twist Bioscience Corporation - Common Stock,139.0,99.0,-9.2,107.75,72.47,62.75,153.1,24.16
TOP,TOP Financial Group Limited - Class A Ordinary Shares,16.63,99.0,-0.6,11.15,6.84,6.46,16.73,3.11
QMCO,Quantum Corporation - Common Stock,24.33,98.9,-6.8,14.69,9.93,9.36,26.11,4.31
MU,"Micron Technology, Inc. - Common Stock",958.73,98.9,-21.0,951.47,695.66,591.87,1213.37,118.29
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",60.44,98.8,-6.2,45.63,31.14,27.41,64.43,14.35
NVCT,"Nuvectis Pharma, Inc. - Common Stock",22.73,98.7,-20.3,20.8,13.07,11.65,28.53,5.65
SAIH,SAIHEAT Limited - Class A Ordinary Shares,23.5,98.7,-2.1,16.99,11.86,11.03,24.0,5.65
TXG,"10x Genomics, Inc. - Common Stock",62.45,98.7,-4.1,48.63,31.32,28.02,65.12,11.34
CDNA,"CareDx, Inc. - Common Stock",50.11,98.6,-4.3,38.83,26.25,24.39,52.36,12.73
IMMX,"Immix Biopharma, Inc. - Common Stock",14.03,98.6,-3.0,10.69,9.39,8.31,14.47,1.96
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,8.89,98.5,-14.0,8.87,6.48,5.42,10.34,1.3
PLSE,"Pulse Biosciences, Inc - Common Stock",50.33,98.5,-0.2,35.8,26.39,23.3,50.42,12.66
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",8.17,98.4,-9.1,5.55,4.26,3.81,8.99,1.81
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",33.75,98.3,-14.9,22.84,17.47,16.44,39.66,9.38
LITE,Lumentum Holdings Inc. - Common Stock,914.76,98.3,-13.1,815.55,786.43,672.66,1053.09,132.55
VNCE,Vince Holding Corp. - Common Stock,6.84,98.2,-13.1,6.54,4.51,4.19,7.87,1.42
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,14.11,98.2,-5.7,12.96,9.73,8.57,14.96,3.42
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,18.19,98.1,-12.1,17.14,14.21,11.97,20.7,3.01
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",350.3,98.1,-9.3,335.66,321.95,304.52,386.33,37.71
PRLD,Prelude Therapeutics Incorporated - Common Stock,5.6,98.1,-15.5,4.96,4.06,3.54,6.63,0.99
RVMD,"Revolution Medicines, Inc. - Common Stock",205.57,98.1,-7.0,193.65,146.12,131.19,221.15,37.97
FTH,"Faeth Therapeutics, Inc.  - Common Stock",32.77,98.0,-9.4,28.73,25.0,21.12,36.16,7.85
DELL,Dell Technologies Inc. Class C Common Stock ,456.01,97.9,-7.8,433.82,285.64,245.67,494.51,110.54
YARW,"Yarrow Bioscience, Inc. - Common Stock",32.96,97.9,-23.2,29.45,21.51,19.5,42.94,8.1
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",11.3,97.8,-15.6,10.42,8.31,7.25,13.39,2.28
GLBS,Globus Maritime Limited - Common Stock,3.69,97.7,-4.2,3.18,2.39,2.18,3.85,1.01
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",84.95,97.7,0.0,74.83,51.12,50.44,84.95,30.99
OMER,Omeros Corporation - Common Stock,18.79,97.6,-2.7,12.83,12.13,11.91,19.32,4.03
RCEL,"Avita Medical, Inc. - Common Stock",10.1,97.6,-4.6,6.14,4.96,4.62,10.59,3.27
PAYS,"Paysign, Inc. - Common Stock",12.46,97.6,-11.9,10.25,6.93,6.47,14.14,3.18
BDSX,"Biodesix, Inc. - Common Stock",26.34,97.6,-13.9,22.71,16.9,14.6,30.6,5.46
BOLD,"Boundless Bio, Inc. - Common Stock",2.81,97.5,-6.3,2.62,1.74,1.6,3.0,1.05
SIF,"SIFCO Industries, Inc. Common Stock",23.44,97.5,-17.0,23.22,17.76,14.89,28.23,5.4
OABI,"OmniAb, Inc. - Common Stock",4.38,97.4,-8.9,2.81,2.17,2.1,4.81,1.36
APGE,"Apogee Therapeutics, Inc. - Common Stock",135.08,97.4,0.0,134.04,96.92,91.25,135.08,36.37
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",105.61,97.4,-8.9,103.81,85.31,74.63,115.96,23.57
TVTX,"Travere Therapeutics, Inc. - Common Stock",66.28,97.4,-1.8,59.52,44.22,41.79,67.52,17.5
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",7.64,97.3,-15.1,6.65,4.7,4.42,9.0,2.36
CADL,"Candel Therapeutics, Inc. - Common Stock",13.07,97.3,-4.9,10.67,7.81,7.23,13.75,4.42
