Ticker,Price,52W_High,Pct_From_52W_High,Sector
ABNB,148.93,148.93,0.0,Consumer Cyclical
ABSI,11.62,11.62,0.0,Unknown
ACGL,102.2,102.2,0.0,Unknown
VOYA,94.37,94.37,0.0,Financial Services
VMO,9.9,9.9,0.0,Unknown
VKQ,10.07,10.07,0.0,Unknown
MGTX,13.92,13.92,0.0,Unknown
MIDD,175.12,175.12,0.0,Unknown
MIRM,125.59,125.59,0.0,Healthcare
MNST,97.6,97.64,-0.0,Consumer Defensive
MQ,17.41,17.41,0.0,Unknown
MRCY,126.21,126.21,0.0,Unknown
MRNA,79.76,79.76,0.0,Unknown
LIN,546.64,546.64,0.0,Basic Materials
LIVN,83.62,83.62,0.0,Healthcare
LLYVA,104.11,104.11,0.0,Communication Services
LLYVK,108.0,108.0,0.0,Communication Services
LNT,78.03,78.03,0.0,Utilities
LPAA,10.85,10.85,0.0,Unknown
LWAC,10.27,10.27,0.0,Financial Services
NBIX,174.26,174.26,0.0,Unknown
BACC,10.86,10.86,0.0,Financial Services
BATRA,57.61,57.61,0.0,Communication Services
BATRK,52.77,52.77,0.0,Communication Services
SLF,79.65,79.65,0.0,Unknown
SNA,412.09,412.09,0.0,Industrials
SNDA,42.21,42.21,0.0,Unknown
SON,57.42,57.42,0.0,Consumer Cyclical
SOUL,10.37,10.37,0.0,Unknown
SXT,124.49,124.49,0.0,Basic Materials
TRNO,67.33,67.33,0.0,Real Estate
TRV,342.31,342.31,0.0,Financial Services
APGE,132.91,132.91,0.0,Healthcare
PSA,329.64,329.64,0.0,Real Estate
BIOA,25.1,25.1,0.0,Unknown
PSO,16.71,16.71,0.0,Communication Services
RAC,10.51,10.51,0.0,Financial Services
RDN,37.94,37.94,0.0,Unknown
RNR,326.29,326.29,0.0,Financial Services
RSI,31.68,31.68,0.0,Consumer Cyclical
SAFE,16.39,16.39,0.0,Unknown
SAN,13.95,13.95,0.0,Unknown
SGHC,14.51,14.51,0.0,Consumer Cyclical
SIF,24.65,24.65,0.0,Unknown
BPRN,38.98,38.98,0.0,Unknown
BSET,20.23,20.23,0.0,Unknown
CACC,657.12,657.12,0.0,Unknown
NTST,21.66,21.66,0.0,Unknown
NXP,14.41,14.41,0.0,Financial Services
OGN,13.55,13.55,0.0,Healthcare
OHI,49.4,49.4,0.0,Unknown
OLP,25.28,25.28,0.0,Real Estate
OSCR,32.18,32.18,0.0,Healthcare
PACS,44.48,44.48,0.0,Healthcare
PAII,10.24,10.24,0.0,Unknown
PDM,9.61,9.61,0.0,Real Estate
PFGC,113.09,113.09,0.0,Consumer Defensive
PNW,109.37,109.37,0.0,Utilities
PRI,297.06,297.06,0.0,Financial Services
CCIX,10.93,10.93,0.0,Financial Services
LXP,55.56,55.56,0.0,Real Estate
LYV,186.59,186.59,0.0,Communication Services
MAS,82.77,82.77,0.0,Industrials
MCY,110.48,110.48,0.0,Unknown
MD,26.76,26.76,0.0,Healthcare
MET,90.06,90.06,0.0,Financial Services
MFC,41.18,41.18,0.0,Financial Services
MRK,129.56,129.56,0.0,Unknown
NHC,218.44,218.44,0.0,Unknown
NNN,47.53,47.53,0.0,Real Estate
NREF,15.73,15.73,0.0,Real Estate
IIM,12.93,12.93,0.0,Financial Services
IIPR,63.36,63.36,0.0,Real Estate
IQI,10.2,10.2,0.0,Unknown
JNJ,263.04,263.04,0.0,Unknown
KFRC,50.93,50.93,0.0,Unknown
KO,84.14,84.14,0.0,Consumer Defensive
KOP,46.21,46.21,0.0,Basic Materials
KTB,85.0,85.0,0.0,Unknown
L,116.52,116.52,0.0,Financial Services
CAPN,11.06,11.06,0.0,Financial Services
CASS,52.51,52.51,0.0,Unknown
NEO,15.16,15.16,0.0,Unknown
NGNE,35.34,35.34,0.0,Healthcare
KRT,34.25,34.25,0.0,Unknown
KTCC,4.26,4.26,0.0,Unknown
LAMR,157.56,157.56,0.0,Real Estate
LAUR,38.2,38.2,0.0,Consumer Defensive
LBRX,33.43,33.43,0.0,Unknown
LCCC,10.43,10.43,0.0,Unknown
LGND,319.55,319.55,0.0,Unknown
NRC,22.4,22.4,0.0,Unknown
NTRA,279.32,279.32,0.0,Unknown
NTRS,176.5,176.5,0.0,Financial Services
NTWO,10.74,10.74,0.0,Financial Services
CRAQ,10.32,10.32,0.0,Unknown
GTY,34.34,34.34,0.0,Unknown
GUT,6.6,6.6,0.0,Financial Services
HEI,362.09,362.09,0.0,Industrials
HIW,31.86,31.86,0.0,Real Estate
HMN,53.85,53.85,0.0,Unknown
HSBC,96.78,96.78,0.0,Financial Services
CERS,3.16,3.16,0.0,Unknown
CINF,192.03,192.03,0.0,Financial Services
CLDX,38.37,38.37,0.0,Unknown
IDA,154.55,154.55,0.0,Utilities
IFF,83.83,83.83,0.0,Unknown
DCTH,13.2,13.2,0.0,Unknown
ESS,298.33,298.33,0.0,Real Estate
EW,94.37,94.37,0.0,Healthcare
EXPD,167.57,167.57,0.0,Industrials
EXR,149.34,149.38,-0.0,Real Estate
FSS,131.09,131.09,0.0,Unknown
FVR,20.86,20.86,0.0,Real Estate
GD,373.54,373.54,0.0,Industrials
GE,377.52,377.52,0.0,Unknown
GKOS,148.34,148.34,0.0,Unknown
GL,180.49,180.49,0.0,Financial Services
GNW,9.61,9.61,0.0,Financial Services
CWT,50.23,50.23,0.0,Unknown
CXW,31.03,31.03,0.0,Unknown
D,69.75,69.75,0.0,Unknown
DEA,25.54,25.54,0.0,Real Estate
DOC,21.89,21.89,0.0,Real Estate
DVA,234.91,234.91,0.0,Healthcare
EG,371.35,371.35,0.0,Unknown
EGP,211.33,211.33,0.0,Real Estate
EIG,51.93,51.93,0.0,Unknown
ELMD,45.43,45.43,0.0,Healthcare
CSX,48.89,48.89,0.0,Industrials
DAVE,387.36,387.36,0.0,Unknown
NUTX,196.53,196.53,0.0,Unknown
NUVL,123.73,123.73,0.0,Unknown
OBA,10.25,10.25,0.0,Unknown
OBT,37.65,37.65,0.0,Unknown
OKTA,141.42,141.42,0.0,Unknown
OLPX,2.07,2.07,0.0,Consumer Cyclical
OTTR,91.39,91.39,0.0,Industrials
OYSE,10.31,10.31,0.0,Unknown
PACH,10.26,10.26,0.0,Financial Services
ITIC,281.21,281.21,0.0,Unknown
JAZZ,243.47,243.47,0.0,Unknown
JBSS,90.6,90.6,0.0,Consumer Defensive
KCHV,10.39,10.39,0.0,Unknown
KINS,20.12,20.12,0.0,Unknown
FA,20.53,20.53,0.0,Unknown
CNA,51.17,51.17,0.0,Unknown
CNI,121.56,121.56,0.0,Unknown
CNS,78.57,78.57,0.0,Financial Services
COLD,16.24,16.24,0.0,Unknown
CON,31.91,31.91,0.0,Unknown
COPL,10.45,10.45,0.0,Financial Services
CPT,117.25,117.25,0.0,Unknown
CRL,230.69,230.69,0.0,Unknown
CTVA,85.8,85.8,0.0,Basic Materials
CUZ,31.06,31.06,0.0,Real Estate
DMAA,10.65,10.65,0.0,Unknown
DRTS,13.23,13.23,0.0,Unknown
DTSQ,11.35,11.35,0.0,Unknown
BAC,58.73,58.73,0.0,Financial Services
BAP,391.21,391.21,0.0,Financial Services
BBVA,25.6,25.6,0.0,Financial Services
BCS,27.77,27.77,0.0,Financial Services
BEN,34.11,34.11,0.0,Financial Services
BNL,21.25,21.25,0.0,Real Estate
BOC,15.09,15.09,0.0,Unknown
CAH,238.94,238.94,0.0,Healthcare
CB,361.17,361.17,0.0,Unknown
ETON,37.5,37.5,0.0,Unknown
EVRG,88.13,88.13,0.0,Utilities
EXEL,55.85,55.85,0.0,Healthcare
EZPW,35.59,35.59,0.0,Financial Services
AAT,25.51,25.51,0.0,Real Estate
ABBV,261.07,261.07,0.0,Healthcare
ABX,11.86,11.86,0.0,Unknown
AFG,142.75,142.75,0.0,Unknown
AFL,120.88,120.88,0.0,Financial Services
AHR,55.04,55.04,0.0,Real Estate
AIZ,279.48,279.48,0.0,Financial Services
ALIT,14.26,14.26,0.0,Unknown
ALL,250.33,250.33,0.0,Financial Services
AMBP,4.83,4.83,0.0,Consumer Cyclical
APD,314.19,314.19,0.0,Unknown
ASIC,25.42,25.42,0.0,Unknown
AWR,84.76,84.76,0.0,Utilities
AXS,113.36,113.36,0.0,Financial Services
FDSB,16.62,16.62,0.0,Unknown
UFCS,53.93,53.93,0.0,Financial Services
UFPT,272.36,272.36,0.0,Unknown
URGN,38.02,38.02,0.0,Unknown
USEA,2.66,2.66,0.0,Industrials
UYSC,10.71,10.71,0.0,Unknown
VCEL,46.98,46.98,0.0,Unknown
VRTX,528.04,528.04,0.0,Unknown
VSEC,232.33,232.33,0.0,Industrials
XOMA,43.0,43.0,0.0,Healthcare
ZD,52.43,52.43,0.0,Communication Services
FLYW,18.75,18.75,0.0,Technology
FROG,94.81,94.81,0.0,Unknown
HCSG,25.15,25.15,0.0,Healthcare
SZZL,10.38,10.38,0.0,Unknown
TACH,10.44,10.44,0.0,Unknown
TBRG,26.24,26.24,0.0,Healthcare
TECX,37.93,37.93,0.0,Unknown
TENB,38.6,38.6,0.0,Unknown
TIGO,93.76,93.77,-0.0,Unknown
TROW,118.55,118.55,0.0,Financial Services
TVAI,10.35,10.35,0.0,Unknown
FSHP,11.21,11.21,0.0,Financial Services
FTDR,78.5,78.5,0.0,Unknown
GCBC,34.66,34.66,0.0,Financial Services
GCMG,12.91,12.91,0.0,Financial Services
KNSA,64.53,64.53,0.0,Healthcare
PBFS,17.29,17.29,0.0,Unknown
PBYI,8.26,8.26,0.0,Healthcare
IGIC,27.66,27.66,0.0,Unknown
ILMN,188.68,188.68,0.0,Unknown
INAC,10.25,10.25,-0.0,Unknown
INCY,116.86,116.86,0.0,Unknown
INNV,11.99,11.99,0.0,Unknown
IPCX,10.35,10.35,0.0,Unknown
PGNY,30.22,30.22,0.0,Healthcare
PLMK,10.67,10.67,0.0,Unknown
HSIC,86.43,86.43,0.0,Healthcare
HTO,62.42,62.42,0.0,Unknown
SENEA,183.98,183.98,0.0,Consumer Defensive
SEZL,183.24,183.24,0.0,Financial Services
SIGI,100.15,100.15,0.0,Financial Services
SIRI,30.51,30.51,0.0,Unknown
SKWD,61.42,61.42,0.0,Financial Services
SLDB,10.84,10.84,0.0,Healthcare
SLDE,21.25,21.25,0.0,Financial Services
SVA,6.47,6.47,0.0,Unknown
SVCC,10.58,10.58,0.0,Financial Services
GSHR,10.48,10.48,0.0,Unknown
GTEN,10.49,10.49,0.0,Financial Services
PNTG,38.52,38.52,0.0,Healthcare
POWW,2.37,2.37,0.0,Industrials
PPLI,46.75,46.75,0.0,Unknown
PRVA,27.36,27.36,0.0,Unknown
PSMT,197.9,197.9,0.0,Consumer Defensive
PTGX,131.62,131.62,0.0,Unknown
QSEA,10.55,10.55,0.0,Unknown
RDVT,65.52,65.52,0.0,Unknown
REYN,27.18,27.18,0.0,Consumer Cyclical
RFAI,11.03,11.03,0.0,Unknown
RMTI,5.54,5.54,0.0,Unknown
RPRX,57.77,57.77,0.0,Unknown
ACHC,31.91,31.91,0.0,Unknown
ACIW,54.88,54.88,0.0,Technology
ACRS,5.56,5.56,0.0,Healthcare
VTR,92.52,92.52,0.0,Unknown
WBS,76.72,76.72,0.0,Unknown
WEC,118.83,118.85,-0.0,Utilities
WELL,236.06,236.06,0.0,Real Estate
WLY,52.76,52.76,0.0,Unknown
WLYB,52.58,52.58,0.0,Unknown
WST,365.74,365.74,0.0,Healthcare
MACI,10.88,10.88,0.0,Financial Services
MAGH,6.76,6.76,0.0,Unknown
MBX,57.8,57.8,0.0,Healthcare
ARWR,83.99,83.99,0.0,Unknown
UDR,41.09,41.09,0.0,Unknown
UHAL,67.58,67.58,0.0,Industrials
UHT,45.82,45.82,0.0,Unknown
UNP,282.25,282.25,0.0,Industrials
AIRT,28.87,28.87,0.0,Unknown
ALDF,10.72,10.72,0.0,Unknown
ALF,10.89,10.89,0.0,Financial Services
USFD,104.29,104.29,0.0,Unknown
UTI,48.24,48.24,0.0,Unknown
UVE,43.01,43.01,0.0,Unknown
ANSC,11.43,11.44,-0.1,Unknown
AEP,138.51,138.69,-0.1,Utilities
AFBI,22.58,22.6,-0.1,Unknown
ARTNA,34.39,34.41,-0.1,Unknown
IPEX,10.5,10.51,-0.1,Financial Services
PLSE,29.2,29.24,-0.1,Unknown
POLE,10.79,10.8,-0.1,Financial Services
QETA,11.97,11.98,-0.1,Financial Services
DGX,215.72,216.02,-0.1,Unknown
CORT,90.21,90.32,-0.1,Unknown
GTLS,208.72,208.98,-0.1,Industrials
STRW,13.77,13.78,-0.1,Unknown
TFSL,17.84,17.86,-0.1,Financial Services
GTERA,10.31,10.32,-0.1,Unknown
PGAC,10.63,10.64,-0.1,Unknown
FTV,62.65,62.72,-0.1,Technology
DRDB,10.55,10.56,-0.1,Financial Services
ORIQ,10.31,10.32,-0.1,Unknown
CVS,104.72,104.81,-0.1,Healthcare
EA,205.21,205.45,-0.1,Communication Services
CBNA,43.95,43.98,-0.1,Unknown
TXG,39.01,39.05,-0.1,Unknown
VNME,10.21,10.22,-0.1,Financial Services
WTG,10.45,10.46,-0.1,Unknown
SEG,27.12,27.16,-0.1,Unknown
ES,74.44,74.53,-0.1,Unknown
UBS,51.04,51.14,-0.2,Unknown
AVBP,34.67,34.74,-0.2,Healthcare
MATX,203.53,203.92,-0.2,Unknown
ALOT,28.51,28.57,-0.2,Unknown
ACA,144.97,145.29,-0.2,Unknown
PROV,17.21,17.25,-0.2,Financial Services
DTE,154.06,154.43,-0.2,Utilities
CPRX,31.45,31.5,-0.2,Unknown
IRT,17.33,17.36,-0.2,Real Estate
EIX,75.66,75.82,-0.2,Utilities
SPEG,10.27,10.29,-0.2,Unknown
SRRK,54.88,55.0,-0.2,Healthcare
IMVT,38.79,38.85,-0.2,Healthcare
PENN,22.01,22.06,-0.2,Consumer Cyclical
JPM,334.47,335.12,-0.2,Financial Services
RVT,18.47,18.51,-0.2,Financial Services
TMHC,71.86,71.98,-0.2,Consumer Cyclical
BIIB,216.12,216.63,-0.2,Healthcare
EVAC,10.17,10.19,-0.2,Unknown
NMP,10.26,10.28,-0.2,Unknown
VGM,10.58,10.61,-0.3,Unknown
TAVI,10.65,10.68,-0.3,Financial Services
KFII,10.54,10.57,-0.3,Financial Services
BOH,82.73,82.98,-0.3,Financial Services
EGHA,10.32,10.35,-0.3,Financial Services
FIBK,39.15,39.26,-0.3,Financial Services
SDHI,10.42,10.45,-0.3,Financial Services
RANG,10.69,10.73,-0.3,Financial Services
NOEM,10.42,10.45,-0.3,Unknown
CHCO,134.85,135.26,-0.3,Financial Services
NJR,57.49,57.69,-0.3,Utilities
ING,32.1,32.2,-0.3,Unknown
CCII,10.37,10.4,-0.3,Financial Services
CCAQ,10.47,10.5,-0.3,Financial Services
NBTB,50.08,50.25,-0.3,Financial Services
ETO,30.8,30.88,-0.3,Financial Services
PMM,6.52,6.54,-0.3,Financial Services
MPC,266.35,267.21,-0.3,Unknown
RAMP,37.73,37.83,-0.3,Technology
RLGT,9.49,9.52,-0.3,Industrials
CDNA,29.19,29.28,-0.3,Unknown
TDAY,8.83,8.86,-0.3,Communication Services
SO,97.98,98.3,-0.3,Utilities
LPBB,10.7,10.73,-0.3,Financial Services
AACB,10.52,10.55,-0.3,Financial Services
XRN,37.97,38.1,-0.3,Unknown
CVU,5.47,5.49,-0.4,Industrials
NPAC,10.36,10.4,-0.4,Financial Services
ED,113.99,114.5,-0.4,Unknown
GEF,75.18,75.51,-0.4,Unknown
HR,20.61,20.7,-0.4,Real Estate
AOMR,9.04,9.08,-0.4,Real Estate
CBFV,38.14,38.31,-0.4,Financial Services
FSEA,16.88,16.94,-0.4,Financial Services
ALGT,118.67,119.16,-0.4,Industrials
USB,61.73,61.96,-0.4,Financial Services
UNM,92.34,92.73,-0.4,Financial Services
BLUW,10.34,10.38,-0.4,Financial Services
PRK,186.42,187.15,-0.4,Financial Services
SN,151.47,152.27,-0.5,Unknown
BNY,146.62,147.29,-0.5,Financial Services
AVNS,24.93,25.05,-0.5,Healthcare
CLBK,21.17,21.27,-0.5,Financial Services
JENA,10.37,10.42,-0.5,Financial Services
TDAC,10.71,10.76,-0.5,Unknown
FACT,10.63,10.68,-0.5,Unknown
TECH,70.83,71.15,-0.5,Unknown
HSBH,106.96,107.53,-0.5,Unknown
FVN,10.97,11.03,-0.5,Unknown
JACS,10.66,10.71,-0.5,Financial Services
LINC,52.33,52.61,-0.5,Unknown
WENN,10.29,10.34,-0.5,Financial Services
XRPN,10.45,10.5,-0.5,Financial Services
KVAC,12.4,12.46,-0.5,Financial Services
ELSE,7.67,7.71,-0.5,Unknown
ECBK,20.2,20.31,-0.5,Unknown
NSTS,13.77,13.84,-0.5,Financial Services
CHEF,95.62,96.1,-0.5,Unknown
TY,34.94,35.11,-0.5,Financial Services
MSM,122.78,123.34,-0.5,Unknown
PMO,10.72,10.79,-0.6,Financial Services
IDYA,37.65,37.86,-0.6,Unknown
LEO,6.47,6.51,-0.6,Financial Services
TALK,5.2,5.23,-0.6,Healthcare
TRIN,17.79,17.9,-0.6,Financial Services
CTRE,41.76,42.03,-0.6,Unknown
DNLI,25.83,25.98,-0.6,Healthcare
CNO,52.43,52.77,-0.6,Financial Services
LH,286.98,288.63,-0.6,Unknown
UNH,425.36,427.89,-0.6,Healthcare
AXGN,45.89,46.19,-0.6,Unknown
VLO,267.76,269.44,-0.6,Unknown
OIA,6.24,6.28,-0.6,Financial Services
OOMA,19.49,19.6,-0.6,Unknown
FBLA,15.21,15.3,-0.6,Financial Services
FERA,10.44,10.5,-0.6,Financial Services
GHC,1183.27,1189.83,-0.6,Consumer Defensive
CPBI,18.91,19.03,-0.6,Financial Services
WSBK,13.18,13.27,-0.6,Financial Services
FITB,57.16,57.49,-0.6,Financial Services
FRAF,63.62,64.0,-0.6,Unknown
LPRO,3.11,3.13,-0.6,Unknown
CFR,154.86,155.75,-0.6,Financial Services
SJM,116.28,117.05,-0.7,Unknown
EPR,59.1,59.54,-0.7,Real Estate
EVN,11.18,11.26,-0.7,Unknown
CRWS,2.95,2.97,-0.7,Unknown
SPG,226.06,227.56,-0.7,Real Estate
PSTL,24.8,24.98,-0.7,Real Estate
BPOP,167.26,168.5,-0.7,Financial Services
CNC,67.86,68.35,-0.7,Healthcare
JHI,13.35,13.44,-0.7,Financial Services
HXL,99.31,100.06,-0.7,Industrials
TOWN,36.45,36.69,-0.7,Financial Services
PK,14.42,14.53,-0.7,Unknown
LTC,39.28,39.55,-0.7,Unknown
PECO,42.06,42.34,-0.7,Real Estate
AXIN,10.35,10.42,-0.7,Financial Services
TILE,35.67,35.94,-0.8,Unknown
WSBC,39.64,39.95,-0.8,Financial Services
OGE,49.44,49.86,-0.8,Utilities
UNF,273.56,275.65,-0.8,Unknown
ACT,45.34,45.71,-0.8,Financial Services
