Ticker,Price,52W_High,Pct_From_52W_High,Sector
ZIM,30.36,30.36,0.0,Unknown
TMO,658.32,658.32,0.0,Unknown
TK,14.67,14.67,0.0,Unknown
TAK,19.05,19.05,0.0,Unknown
RVTY,146.73,146.73,0.0,Healthcare
ATRC,59.12,59.12,0.0,Unknown
RBRK,107.83,107.83,0.0,Technology
MPC,421.96,421.96,0.0,Unknown
NAT,8.15,8.15,0.0,Energy
BLZR,10.22,10.23,-0.0,Unknown
NET,333.94,333.94,0.0,Technology
NVGS,25.06,25.06,0.0,Unknown
PARR,86.49,86.49,0.0,Unknown
PSX,274.21,274.21,0.0,Energy
AVTR,15.86,15.86,0.0,Unknown
BBY,94.56,94.56,0.0,Unknown
CPBI,21.46,21.46,0.0,Financial Services
CRWD,245.7,245.7,0.0,Unknown
CYPH,3.07,3.07,0.0,Unknown
CMBT,20.41,20.41,0.0,Unknown
CRBG,34.88,34.88,0.0,Unknown
MTW,21.85,21.85,0.0,Industrials
JILL,24.13,24.13,0.0,Consumer Cyclical
LPG,58.31,58.31,0.0,Energy
LTC,43.5,43.5,0.0,Unknown
GNE,16.37,16.37,0.0,Utilities
HRTG,35.42,35.42,0.0,Financial Services
CDNA,54.28,54.28,0.0,Unknown
HTGC,17.76,17.76,0.0,Financial Services
INSW,110.53,110.53,0.0,Energy
FLNG,32.52,32.52,0.0,Unknown
GIC,40.42,40.42,0.0,Industrials
FRO,54.03,54.03,0.0,Unknown
CCAQ,10.7,10.7,0.0,Financial Services
DGX,247.45,247.45,0.0,Unknown
DELL,588.4,588.4,0.0,Unknown
CXW,35.54,35.54,0.0,Unknown
DAC,162.4,162.4,0.0,Industrials
CLMT,59.05,59.05,0.0,Unknown
DHX,4.99,4.99,0.0,Technology
DINO,116.62,116.62,0.0,Unknown
DK,81.55,81.55,0.0,Energy
DT,55.83,55.83,0.0,Unknown
DSX,3.07,3.07,0.0,Unknown
ECO,86.3,86.3,0.0,Industrials
EQH,54.04,54.04,0.0,Unknown
CUE,37.84,37.84,0.0,Unknown
CVI,54.14,54.14,0.0,Unknown
TTRX,13.82,13.82,0.0,Healthcare
TRMD,36.63,36.63,0.0,Unknown
GH,183.1,183.1,0.0,Healthcare
TACH,10.51,10.52,-0.0,Unknown
TH,20.76,20.76,0.0,Unknown
TLF,2.65,2.65,0.0,Unknown
HHS,4.64,4.64,0.0,Unknown
HELP,14.02,14.02,0.0,Unknown
GTERA,10.42,10.42,0.0,Unknown
SFBC,48.9,48.9,0.0,Unknown
SMTC,178.19,178.19,0.0,Unknown
SGMT,11.17,11.17,0.0,Healthcare
SVCC,10.69,10.69,0.0,Financial Services
VNCE,9.82,9.82,0.0,Consumer Cyclical
WENN,10.4,10.4,-0.0,Financial Services
FFIV,434.62,434.62,0.0,Technology
UYSC,11.0,11.0,0.0,Unknown
ETS,2.2,2.2,0.0,Industrials
VNME,10.3,10.3,0.0,Financial Services
DRTS,15.49,15.49,0.0,Unknown
DRDB,10.68,10.68,0.0,Financial Services
DMAA,10.84,10.84,0.0,Unknown
DYOR,10.13,10.13,0.0,Unknown
DTSQ,11.5,11.5,0.0,Unknown
ECOR,11.38,11.38,0.0,Unknown
EGHA,10.4,10.4,0.0,Financial Services
ADM,88.09,88.09,0.0,Unknown
ACVA,10.48,10.48,0.0,Unknown
AIIA,10.25,10.25,0.0,Unknown
AII,26.77,26.77,0.0,Unknown
VLO,412.53,412.53,0.0,Unknown
ALDF,10.82,10.82,0.0,Unknown
AOUT,15.93,15.93,0.0,Unknown
MAGH,6.76,6.76,0.0,Unknown
MCTA,29.35,29.35,0.0,Healthcare
MBVI,10.25,10.25,0.0,Unknown
MNOV,3.45,3.45,0.0,Healthcare
NEO,19.89,19.89,0.0,Unknown
MACI,11.02,11.02,0.0,Financial Services
NTRA,366.31,366.31,0.0,Unknown
OBA,10.34,10.34,0.0,Unknown
ORIQ,10.41,10.41,0.0,Unknown
PACH,10.34,10.34,0.0,Financial Services
PBHC,17.56,17.56,0.0,Unknown
INAC,10.35,10.35,0.0,Unknown
OSPN,17.95,17.95,0.0,Unknown
QNBC,45.74,45.74,0.0,Unknown
PXS,7.34,7.34,0.0,Unknown
PLTS,17.5,17.5,0.0,Unknown
PGEN,7.87,7.87,0.0,Unknown
KFII,10.66,10.66,0.0,Financial Services
KCHV,10.45,10.45,0.0,Unknown
KARO,68.71,68.71,0.0,Technology
RANG,10.83,10.83,0.0,Financial Services
HSCS,4.84,4.84,0.0,Unknown
RCEL,11.22,11.22,0.0,Healthcare
QRVO,119.51,119.51,0.0,Unknown
ILMN,245.18,245.18,0.0,Unknown
RMBI,16.16,16.16,0.0,Unknown
RUSHB,57.0,57.0,0.0,Unknown
TWST,155.56,155.56,0.0,Unknown
TXG,76.97,76.97,0.0,Unknown
SDGR,30.24,30.24,0.0,Unknown
GLBS,3.93,3.93,0.0,Unknown
SWKS,91.32,91.32,0.0,Unknown
LKSP,10.23,10.24,-0.0,Unknown
NEOG,12.83,12.83,0.0,Unknown
NMP,10.39,10.39,0.0,Unknown
KRT,50.38,50.38,0.0,Unknown
ADPT,28.55,28.55,0.0,Unknown
WST,366.6,366.6,0.0,Healthcare
WAT,429.72,429.72,0.0,Unknown
IOVA,10.02,10.02,0.0,Unknown
OST,1.7,1.7,0.0,Technology
SABR,2.32,2.32,0.0,Unknown
SAFT,103.53,103.55,-0.0,Unknown
MKLY,10.25,10.26,-0.1,Financial Services
QSEA,10.65,10.66,-0.1,Unknown
AFRI,11.29,11.3,-0.1,Unknown
TECH,72.41,72.47,-0.1,Unknown
INFU,12.48,12.49,-0.1,Unknown
GNK,28.1,28.12,-0.1,Unknown
PAII,10.29,10.3,-0.1,Unknown
ITGR,126.33,126.5,-0.1,Unknown
JENA,10.48,10.49,-0.1,Financial Services
DAAQ,10.45,10.46,-0.1,Unknown
CHEC,10.26,10.27,-0.1,Unknown
SOUL,10.47,10.48,-0.1,Unknown
HNGE,94.72,94.79,-0.1,Unknown
BLUW,10.36,10.38,-0.1,Financial Services
COPL,10.55,10.56,-0.1,Financial Services
EVAC,10.3,10.31,-0.1,Unknown
SAIC,133.65,133.74,-0.1,Technology
LPBB,10.82,10.83,-0.1,Financial Services
UTZ,14.27,14.28,-0.1,Unknown
KOYN,10.23,10.24,-0.1,Unknown
DNMX,10.07,10.08,-0.1,Financial Services
FACT,10.71,10.72,-0.1,Unknown
ATKR,94.47,94.55,-0.1,Industrials
ZD,59.13,59.21,-0.1,Communication Services
