Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
MGRT,Mega Fortune Company Limited - Ordinary Shares,120.43,100.0,-15.3,94.99,73.23,56.57,142.2,3.52
CCG,Cheche Group Inc. - Class A Ordinary Shares,15.96,100.0,-7.2,11.52,4.29,3.44,17.21,0.37
NFE,New Fortress Energy Inc. - Class A Common Stock,16.48,99.9,0.0,2.42,1.49,1.47,16.48,0.33
XHLD,"TEN Holdings, Inc. - Common Stock",12.53,99.8,0.0,4.77,2.59,2.42,12.53,0.8
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,8.38,99.8,-23.2,1.37,1.06,1.03,10.91,0.69
MRNA,"Moderna, Inc. - Common Stock",143.97,99.6,-17.4,91.04,64.59,57.13,174.38,22.36
TXG,"10x Genomics, Inc. - Common Stock",68.59,99.6,0.0,53.2,33.69,29.95,68.59,11.34
CLYM,"Climb Bio, Inc. - Common Stock",14.25,99.6,-20.1,14.18,10.71,8.97,17.84,1.64
ANRO,"Alto Neuroscience, Inc. Common Stock",32.0,99.5,-12.7,30.45,24.81,22.64,36.64,3.6
FTH,"Faeth Therapeutics, Inc.  - Common Stock",37.44,99.5,-6.5,30.99,26.53,22.28,40.05,7.89
TWST,Twist Bioscience Corporation - Common Stock,127.22,99.5,-16.9,113.0,76.93,66.76,153.1,25.31
DELL,Dell Technologies Inc. Class C Common Stock ,567.29,99.4,0.0,448.73,306.75,261.15,567.29,110.54
NVCT,"Nuvectis Pharma, Inc. - Common Stock",23.99,99.4,-15.9,20.98,13.88,12.35,28.53,5.65
MU,"Micron Technology, Inc. - Common Stock",975.26,99.4,-19.6,928.61,725.86,621.93,1213.37,150.33
TJGC,TJGC Group Limited - Class A Ordinary Shares,11.19,99.3,0.0,5.89,4.43,4.08,11.19,1.5
PLSE,"Pulse Biosciences, Inc - Common Stock",53.11,99.2,-2.9,39.87,28.46,24.87,54.71,12.66
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",8.6,99.2,-4.3,6.24,4.57,4.05,8.99,1.81
CDNA,"CareDx, Inc. - Common Stock",50.26,99.2,-4.0,42.41,27.85,25.74,52.36,13.53
QMCO,Quantum Corporation - Common Stock,23.58,99.1,-9.7,16.52,10.87,10.02,26.11,4.31
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",57.08,99.1,-11.4,49.5,33.5,29.11,64.43,14.35
RVMD,"Revolution Medicines, Inc. - Common Stock",203.77,98.9,-7.9,198.24,152.01,136.76,221.15,42.51
SAIH,SAIHEAT Limited - Class A Ordinary Shares,23.6,98.9,-10.0,19.04,12.79,11.74,26.22,5.93
PAYS,"Paysign, Inc. - Common Stock",13.01,98.9,-8.0,11.06,7.41,6.78,14.14,3.18
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.41,98.8,-13.9,5.37,4.25,3.47,6.28,1.03
TOP,TOP Financial Group Limited - Class A Ordinary Shares,14.63,98.8,-12.6,12.29,7.37,6.85,16.73,3.11
ETS,Elite Express Holding Inc. - Class A Common Stock,1.5,98.7,0.0,1.0,0.72,0.67,1.5,0.43
RCEL,"Avita Medical, Inc. - Common Stock",9.88,98.7,-11.8,7.15,5.28,4.89,11.2,3.27
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,14.43,98.7,-4.0,13.51,10.12,9.0,15.03,3.47
CSTE,Caesarstone Ltd. - Ordinary Shares,3.19,98.7,-10.4,2.71,1.92,1.91,3.56,0.62
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",31.62,98.6,-20.3,25.38,18.47,17.24,39.66,11.38
IMMX,"Immix Biopharma, Inc. - Common Stock",12.14,98.5,-16.1,11.22,9.77,8.68,14.47,1.96
LITE,Lumentum Holdings Inc. - Common Stock,927.03,98.5,-12.0,826.44,812.7,699.35,1053.09,149.61
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,18.93,98.4,-8.6,17.01,14.83,12.61,20.7,3.01
BOLD,"Boundless Bio, Inc. - Common Stock",2.83,98.4,-5.7,2.69,1.83,1.67,3.0,1.05
CLMT,"Calumet, Inc - Common Stock",56.8,98.3,0.0,45.32,36.38,32.38,56.8,17.39
GLBS,Globus Maritime Limited - Common Stock,3.72,98.3,-3.4,3.28,2.5,2.28,3.85,1.04
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,9.44,98.3,-8.7,9.04,6.81,5.67,10.34,1.3
PBF,PBF Energy Inc. Class A Common Stock,78.3,98.2,0.0,66.28,49.48,44.73,78.3,25.55
OMER,Omeros Corporation - Common Stock,18.28,98.2,-5.7,14.26,12.51,12.35,19.39,4.03
ECO,Okeanis Eco Tankers Corp. Common Stock,76.15,98.1,0.0,58.66,49.4,44.93,76.15,24.17
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",284.48,98.1,-15.4,264.12,216.62,187.59,336.22,79.53
BDSX,"Biodesix, Inc. - Common Stock",26.97,98.1,-11.9,23.56,17.76,15.37,30.6,5.46
UMC,United Microelectronics Corporation (NEW) Common Stock,22.64,98.1,-17.7,20.57,16.34,14.4,27.53,6.64
BE,Bloom Energy Corporation Class A Common Stock,275.75,98.0,-20.3,225.71,220.51,194.67,345.85,67.02
TORO,Toro Corp. - Common stock,6.68,97.9,-1.5,5.56,4.73,4.34,6.78,1.74
PSNL,"Personalis, Inc. - Common Stock",16.21,97.9,-11.8,14.77,10.33,10.04,18.38,5.04
HPE,Hewlett Packard Enterprise Company Common Stock,62.09,97.9,0.0,51.11,37.65,33.88,62.09,19.72
APPS,"Digital Turbine, Inc. - Common Stock",11.81,97.8,-17.9,10.65,7.04,6.54,14.39,2.82
XNCR,"Xencor, Inc. - Common Stock",24.41,97.8,-16.7,21.8,15.47,15.32,29.3,8.49
OABI,"OmniAb, Inc. - Common Stock",4.07,97.7,-19.2,3.12,2.31,2.21,5.04,1.36
RLYB,Rallybio Corporation - Common Stock,16.88,97.7,-0.7,16.44,12.83,11.0,17.0,3.99
AMD,"Advanced Micro Devices, Inc. - Common Stock",516.13,97.7,-11.2,496.55,388.68,346.91,580.91,155.67
