Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
BANL,CBL International Limited - Class B Ordinary Shares,12.1,100.0,-10.7,2.76,1.24,1.04,13.55,0.29
CCG,Cheche Group Inc. - Class A Ordinary Shares,15.6,99.9,-8.3,6.4,2.63,2.2,17.01,0.37
LEXX,Lexaria Bioscience Corp. - Common Stock,11.51,99.9,-0.1,2.32,1.27,1.19,11.52,0.4
TOP,TOP Financial Group Limited - Class A Ordinary Shares,12.66,99.8,0.0,4.24,2.03,1.79,12.66,0.62
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",13.85,99.6,-10.4,11.42,7.32,6.06,15.45,1.39
MRNA,"Moderna, Inc. - Common Stock",174.38,99.5,0.0,63.91,53.99,47.59,174.38,22.36
ERAS,"Erasca, Inc. - Common Stock",18.07,99.5,-19.6,17.5,14.78,11.94,22.47,1.43
CLYM,"Climb Bio, Inc. - Common Stock",17.34,99.5,-0.6,13.06,9.55,7.88,17.44,1.64
ANTX,"AN2 Therapeutics, Inc. - Common Stock",5.96,99.4,-5.1,5.02,3.69,3.05,6.28,1.03
FBRX,"Forte Biosciences, Inc.  - Common Stock",76.9,99.4,-0.1,46.78,33.89,30.58,76.98,10.3
ANRO,"Alto Neuroscience, Inc. Common Stock",34.89,99.3,0.0,26.71,22.8,20.86,34.89,3.43
TWST,Twist Bioscience Corporation - Common Stock,142.39,99.3,0.0,95.71,65.89,57.28,142.39,24.16
BFLY,"Butterfly Network, Inc. Class A Common Stock",9.17,99.3,-5.5,7.64,5.34,4.79,9.7,1.38
TXG,"10x Genomics, Inc. - Common Stock",62.19,99.2,0.0,43.38,29.09,26.05,62.19,11.34
STTK,"Shattuck Labs, Inc. - Common Stock",7.66,99.2,-3.3,6.4,5.89,5.09,7.92,0.86
ORKA,"Oruka Therapeutics, Inc. - Common Stock",109.69,99.2,-3.0,87.86,61.04,53.03,113.08,14.4
CHRN,ChronoScale Holdings Corporation - Common Stock,23.7,99.1,-20.0,21.42,14.84,12.48,29.63,3.1
SYRE,"Spyre Therapeutics, Inc. - Common Stock",108.92,99.1,0.0,94.18,65.75,56.51,108.92,14.82
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",38.6,99.0,0.0,18.92,16.17,15.41,38.6,7.82
RLAY,"Relay Therapeutics, Inc. - Common Stock",20.74,98.9,-0.0,18.52,13.75,12.2,20.75,3.4
QMCO,Quantum Corporation - Common Stock,21.79,98.9,-16.5,13.32,9.12,8.8,26.11,4.31
PRLD,Prelude Therapeutics Incorporated - Common Stock,5.78,98.9,0.0,4.63,3.84,3.36,5.78,0.89
YARW,"Yarrow Bioscience, Inc. - Common Stock",40.6,98.8,-5.4,26.02,20.24,18.27,42.94,8.1
ABSI,Absci Corporation - Common Stock,9.99,98.8,-14.0,8.87,5.41,4.92,11.62,2.3
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",61.48,98.8,-3.1,39.89,28.07,25.26,63.43,14.35
NVCT,"Nuvectis Pharma, Inc. - Common Stock",23.33,98.8,-18.2,18.75,12.23,10.92,28.53,5.65
DMRA,"Damora Therapeutics, Inc. - Ordinary Shares",32.44,98.7,-5.0,27.37,26.24,24.95,34.14,2.58
FTH,"Faeth Therapeutics, Inc.  - Common Stock",33.11,98.7,-8.4,25.04,23.57,19.96,36.16,7.55
RVMD,"Revolution Medicines, Inc. - Common Stock",214.66,98.7,-0.6,182.45,139.72,123.25,216.0,35.67
PAYS,"Paysign, Inc. - Common Stock",13.8,98.7,0.0,9.1,6.38,6.09,13.8,3.18
DELL,Dell Technologies Inc. Class C Common Stock ,437.55,98.6,-11.5,425.13,267.75,233.59,494.51,110.54
BLZE,"Backblaze, Inc. - Common Stock",16.88,98.6,-17.4,14.26,8.03,7.34,20.43,3.31
IMMX,"Immix Biopharma, Inc. - Common Stock",13.19,98.6,0.0,9.78,8.86,7.83,13.19,1.96
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",7.99,98.5,0.0,4.85,3.95,3.56,7.99,1.81
MBX,"MBX Biosciences, Inc. - Common Stock",68.4,98.5,-3.3,55.97,40.99,37.86,70.7,9.74
LITE,Lumentum Holdings Inc. - Common Stock,827.6,98.5,-21.4,812.99,756.95,645.9,1053.09,115.89
CDNA,"CareDx, Inc. - Common Stock",46.51,98.5,-2.8,34.04,24.46,22.79,47.85,11.57
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",113.7,98.4,-1.9,98.25,81.2,70.94,115.96,20.74
ALOT,"AstroNova, Inc. - Common Stock",28.89,98.3,-0.2,27.21,16.56,14.5,28.95,7.01
APPS,"Digital Turbine, Inc. - Common Stock",11.23,98.3,-22.0,10.46,6.43,6.11,14.39,2.82
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,14.47,98.2,-0.2,12.07,9.29,8.1,14.5,3.06
SAIH,SAIHEAT Limited - Class A Ordinary Shares,22.14,98.2,-1.9,14.88,10.94,10.28,22.58,5.65
RLYB,Rallybio Corporation - Common Stock,17.0,98.1,0.0,16.12,11.37,9.89,17.0,3.99
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",11.7,98.1,-12.6,9.97,7.95,6.94,13.39,2.28
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,8.81,98.0,-14.7,8.66,6.12,5.18,10.34,1.3
MKDW,MKDWELL Tech Inc. - Ordinary Shares,11.01,97.9,-8.2,10.96,7.08,6.71,12.0,1.95
UMAC,"Unusual Machines, Inc. Common Stock",28.3,97.9,-16.9,22.55,18.31,16.51,34.06,7.76
RCEL,"Avita Medical, Inc. - Common Stock",10.34,97.9,0.0,5.14,4.62,4.36,10.34,3.27
GLBS,Globus Maritime Limited - Common Stock,3.67,97.9,-1.3,2.98,2.28,2.08,3.72,1.01
BDSX,"Biodesix, Inc. - Common Stock",25.54,97.9,0.0,20.51,15.7,13.61,25.54,5.46
VSXY,Victorias Secret & Co. Common Stock ,88.61,97.8,-11.4,83.43,63.81,59.13,99.97,21.34
PLSE,"Pulse Biosciences, Inc - Common Stock",47.02,97.8,0.0,32.06,24.55,21.99,47.02,12.66
AGEN,Agenus Inc. - Common Stock,8.26,97.7,-0.5,5.11,4.02,4.0,8.3,2.77
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,7.65,97.6,-3.9,6.69,4.92,4.43,7.96,1.9
PSNL,"Personalis, Inc. - Common Stock",15.81,97.6,0.0,12.88,9.55,9.34,15.81,4.53
MRVL,"Marvell Technology, Inc. - Common Stock",237.27,97.6,-25.0,234.45,162.21,143.48,316.35,62.18
NESR,National Energy Services Reunited Corp - Ordinary Shares,33.54,97.5,-7.6,28.24,24.48,21.94,36.31,6.89
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",84.69,97.5,-0.1,64.82,49.14,48.34,84.75,29.09
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",9.51,97.5,-10.2,7.09,4.9,4.74,10.59,2.59
BOLD,"Boundless Bio, Inc. - Common Stock",2.86,97.4,-1.0,2.38,1.65,1.54,2.89,1.05
FRD,Friedman Industries Inc. - Common Stock,44.53,97.3,-7.4,35.37,24.77,23.67,48.08,16.77
CSTE,Caesarstone Ltd. - Ordinary Shares,3.39,97.3,-1.5,2.27,1.82,1.72,3.44,0.62
CLMT,"Calumet, Inc - Common Stock",49.19,97.3,-3.2,39.42,32.79,29.46,50.81,13.23
AMWL,American Well Corporation Class A Common Stock,12.4,97.2,-8.7,10.37,7.42,6.68,13.58,3.78
OABI,"OmniAb, Inc. - Common Stock",4.19,97.2,0.0,2.47,2.03,1.97,4.19,1.36
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",6.44,97.2,0.0,5.35,4.39,3.98,6.44,1.75
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",59.39,97.1,-2.8,50.74,39.96,34.79,61.11,15.14
APGE,"Apogee Therapeutics, Inc. - Common Stock",134.71,97.1,-0.1,123.54,92.79,86.93,134.84,36.02
NDLS,Noodles & Company - Class A Common Stock,15.61,97.1,-15.8,14.55,10.25,9.14,18.53,3.9
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,78.59,97.1,-19.8,77.87,75.14,66.24,97.97,15.25
PACS,"PACS Group, Inc. Common Stock",44.26,97.0,-8.6,42.43,38.12,35.39,48.45,7.71
PBF,PBF Energy Inc. Class A Common Stock,73.91,97.0,-1.7,56.13,45.11,41.78,75.2,21.63
SEPN,"Septerna, Inc. - Common Stock",43.93,97.0,-8.8,36.27,29.52,28.36,48.19,10.93
TVTX,"Travere Therapeutics, Inc. - Common Stock",65.96,97.0,0.0,57.02,42.05,40.39,65.96,17.23
LCUT,"Lifetime Brands, Inc. - Common Stock",9.41,96.9,-4.9,8.67,6.52,5.81,9.9,2.91
