Ticker,Company,Price,RS_Rank,Pct_From_52W_High,MA50,MA150,MA200,52W_High,52W_Low
SNDK,Sandisk Corporation - Common Stock When-Issued,2273.73,100.0,-2.6,1571.24,860.06,685.35,2335.0,40.69
MXL,"MaxLinear, Inc - Common Stock",128.03,99.9,0.0,82.78,39.66,33.67,128.03,13.05
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",26.25,99.8,-1.0,19.44,10.02,8.86,26.51,3.14
AGL,"agilon health, inc. Common Stock",107.18,99.8,-10.1,76.4,36.72,33.25,119.25,7.91
RXT,"Rackspace Technology, Inc. - Common Stock",6.53,99.8,-13.3,4.57,2.29,2.07,7.53,0.41
ERAS,"Erasca, Inc. - Common Stock",18.32,99.8,-18.5,13.54,11.32,9.06,22.47,1.27
FCEL,"FuelCell Energy, Inc. - Common Stock",36.01,99.7,0.0,18.5,11.26,10.52,36.01,3.92
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",14.76,99.7,-4.5,7.43,5.06,4.23,15.45,1.39
MU,"Micron Technology, Inc. - Common Stock",1154.29,99.7,-4.9,829.88,514.29,435.76,1213.56,104.73
BE,Bloom Energy Corporation Class A Common Stock,302.7,99.6,-12.5,276.89,183.0,162.73,345.85,22.13
EVC,Entravision Communications Corporation Common Stock,13.04,99.6,-3.3,7.98,4.66,4.06,13.48,1.91
OPTX,"Syntec Optics Holdings, Inc. - Class A Common Stock",12.45,99.6,-11.8,10.08,6.96,5.73,14.11,1.25
QTTB,Q32 Bio Inc. - Common Stock,12.74,99.5,-9.9,8.99,5.93,5.06,14.14,1.36
VICR,Vicor Corporation - Common Stock,379.78,99.5,0.0,295.16,197.84,165.63,379.78,43.85
WDC,Western Digital Corporation - Common Stock,638.72,99.5,-14.4,521.96,337.5,285.73,746.23,63.67
CLYM,"Climb Bio, Inc. - Common Stock",13.04,99.4,-2.4,10.91,7.16,5.87,13.36,1.19
ORKA,"Oruka Therapeutics, Inc. - Common Stock",95.17,99.4,0.0,67.9,47.12,41.22,95.17,11.21
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",142.59,99.4,0.0,92.0,61.85,53.19,142.59,21.63
ICHR,Ichor Holdings - Ordinary Shares,112.28,99.4,0.0,75.93,48.79,41.29,112.28,14.06
ANRO,"Alto Neuroscience, Inc. Common Stock",26.39,99.4,-6.0,22.94,19.95,17.11,28.07,2.2
ALMS,Alumis Inc. - Common Stock,28.14,99.3,-6.1,23.28,21.57,17.34,29.98,3.0
VPG,"Vishay Precision Group, Inc. Common Stock",149.91,99.3,0.0,103.33,63.43,55.97,149.91,25.8
INTC,Intel Corporation - Common Stock,139.63,99.3,-0.9,111.07,67.32,59.34,140.94,19.31
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),965.0,99.2,-11.7,826.96,519.8,449.23,1093.26,140.85
NUAI,"New Era Energy & Digital, Inc. - Common Stock",6.38,99.2,-20.8,4.95,4.76,4.4,8.06,0.33
ALAB,"Astera Labs, Inc. - Common Stock",483.02,99.2,0.0,294.68,196.11,193.8,483.02,88.57
ABSI,Absci Corporation - Common Stock,11.59,99.2,0.0,6.24,4.12,3.97,11.59,2.3
OCC,Optical Cable Corporation - Common Stock,20.97,99.1,-22.1,14.73,9.45,9.17,26.92,2.91
PENG,"Penguin Solutions, Inc. - Common Stock",76.01,99.1,0.0,50.86,30.2,28.5,76.01,16.24
WYY,WidePoint Corporation Common Stock,17.5,99.1,-13.4,10.4,7.23,6.92,20.2,2.82
AIP,"Arteris, Inc.  - Common Stock",48.59,99.1,0.0,35.0,22.53,20.02,48.59,8.59
CHRN,ChronoScale Corporation - Common Stock,22.22,99.1,-13.9,16.85,11.33,9.7,25.82,2.98
ATEX,Anterix Inc. - Common Stock,102.94,99.0,0.0,63.37,40.95,35.91,102.94,17.99
BAND,Bandwidth Inc. - Class A Common Stock,63.3,99.0,-13.5,51.21,27.18,24.36,73.19,12.82
SIF,"SIFCO Industries, Inc. Common Stock",23.4,98.9,0.0,19.06,12.8,11.35,23.4,3.73
VATE,INNOVATE Corp. Common Stock,18.67,98.8,-6.9,14.73,8.55,7.66,20.06,3.98
ACMR,"ACM Research, Inc. - Class A Common Stock",126.89,98.8,0.0,76.59,57.44,52.36,126.89,23.92
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",333.33,98.8,-1.1,256.95,160.83,143.65,336.9,69.89
EQ,"Equillium, Inc. - Common Stock",3.2,98.8,0.0,2.51,1.86,1.73,3.2,0.31
MRVL,"Marvell Technology, Inc. - Common Stock",297.89,98.7,-5.9,219.26,132.8,120.66,316.43,62.19
HUT,Hut 8 Corp. - Common Stock,115.44,98.7,-13.2,105.27,69.87,62.96,133.02,18.48
